"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"46","Drive through","White & Wright (SE Corner),2","8:02:50","8:02:50","8:01:00","8:01:00","0:01:50","0:01:50","10.84","2.13","2.00","","9.74","12.12"
"47","Drive through","White Street Mid-Block (North Side),2","8:03:28","8:03:28","8:02:00","8:02:00","0:01:28","0:01:28","11.07","2.34","2.23","","21.31","21.31"
"48","Drive through","White & Second (NE Corner),1","8:04:05","8:04:05","8:02:30","8:02:30","0:01:35","0:01:35","11.27","2.56","2.43","","19.77","19.77"
"49","Stop","White & First (NE Corner),1","8:04:18","8:04:26","8:03:00","8:03:00","0:01:18","0:01:26","11.31","2.64","2.47","","10.50","10.50"
"50","Stop","Illinois Terminal (Platform C),5","8:06:45","8:08:26","8:05:00","8:05:00","0:01:45","0:03:26","11.61","2.92","2.77","","7.76","7.76"
"51","Drive through","Walnut & Logan (NE Corner),1","8:08:47","8:08:47","8:05:18","8:05:18","0:03:29","0:03:29","11.68","3.04","2.84","","12.79","12.79"
"52","Stop without doors","","8:08:55","8:09:04","","","","","11.69","","2.85","","","3.36"
"53","Drive through","Walnut & University (SE Corner),2","8:09:22","8:09:22","8:05:36","8:05:36","0:03:46","0:03:46","11.75","3.11","2.91","","7.16","12.43"
"54","Drive through","Main & Walnut (SE Corner),2","8:09:43","8:09:43","8:06:12","8:06:12","0:03:31","0:03:31","11.86","3.22","3.02","","18.75","18.75"
"55","Stop","Walnut & Washington (SE Corner),2","8:10:11","8:10:24","8:06:30","8:06:30","0:03:41","0:03:54","11.98","3.37","3.14","","15.66","15.66"
"56","Drive through","Walnut & Columbia (SE Corner),2","8:10:50","8:10:50","8:06:48","8:06:48","0:04:02","0:04:02","12.09","3.45","3.25","","14.46","14.46"
"57","Stop without doors","","8:11:12","8:11:22","","","","","12.18","","3.34","","","15.56"
"58","Drive through","Neil & Columbia (NE Corner),1","8:11:32","8:11:32","8:07:24","8:07:24","0:04:08","0:04:08","12.21","3.58","3.38","","10.87","11.41"
"59","Stop","Randolph & Columbia (NE Corner),1","8:11:49","8:12:18","8:07:42","8:07:42","0:04:07","0:04:36","12.27","3.66","3.43","","11.32","11.32"
"60","Drive through","Randolph & Vine (SE Corner),2","8:12:31","8:12:31","8:08:00","8:08:00","0:04:31","0:04:31","12.36","3.73","3.52","","24.44","24.44"
"61","Stop","Randolph & Tremont (East Side),2","8:13:11","8:13:24","8:08:36","8:08:36","0:04:35","0:04:48","12.50","3.90","3.66","","12.81","12.81"
"62","Drive through","Randolph & Eureka (East Side),2","8:13:36","8:13:36","8:08:54","8:08:54","0:04:42","0:04:42","12.58","3.96","3.74","","24.98","24.98"
"63","Drive through","Randolph & Beardsley (SE),2","8:13:44","8:13:44","8:09:12","8:09:12","0:04:32","0:04:32","12.64","4.03","3.80","","27.41","27.41"
"64","Stop","Randolph & Bradley (SE Corner),2","8:14:00","8:14:14","8:09:30","8:09:30","0:04:30","0:04:44","12.67","4.08","3.84","","7.28","7.28"
"65","Drive through","Bradley & Neil (SW Corner),3","8:14:28","8:14:28","8:09:48","8:09:48","0:04:40","0:04:40","12.77","4.15","3.93","","25.09","25.09"
"66","Stop","Bradley & Hickory (SW Corner),3","8:14:42","8:15:22","8:10:06","8:10:06","0:04:36","0:05:16","12.82","4.22","3.98","","11.83","11.83"
"67","Drive through","Bradley & Champaign (SW Corner),3","8:15:43","8:15:43","8:10:24","8:10:24","0:05:19","0:05:19","12.96","4.35","4.12","","24.82","24.82"
"68","Drive through","Market & Garwood (SE Corner),2","8:16:27","8:16:27","8:10:51","8:10:51","0:05:36","0:05:36","13.13","4.50","4.29","","13.38","13.38"
"69","Drive through","Market & Roper (NE Far Side),5","8:16:44","8:16:44","8:11:18","8:11:18","0:05:26","0:05:26","13.27","4.64","4.43","","30.01","30.01"
"70","Stop","Market & Tulip Tree (SE Corner),2","8:17:07","8:17:20","8:11:45","8:11:45","0:05:22","0:05:35","13.40","4.81","4.56","","20.62","20.62"
"71","Drive through","Barnes & Noble Books (East Side),2","8:17:47","8:17:47","8:12:21","8:12:21","0:05:26","0:05:26","13.66","5.04","4.82","","34.30","34.30"
"72","Drive through","Market & Marketview (NW Far Side),8","8:18:14","8:18:14","8:12:39","8:12:39","0:05:35","0:05:35","13.79","5.19","4.95","","17.49","17.49"
"73","Drive through","Marketview at Marketview Center,2","8:18:32","8:18:32","8:12:57","8:12:57","0:05:35","0:05:35","13.95","5.35","5.11","","31.45","31.45"
"74","Drive through","Neil & Marketview (NE Corner),1","8:18:41","8:18:41","8:13:06","8:13:06","0:05:35","0:05:35","13.98","5.40","5.14","","14.92","14.92"
"75","Drive through","Neil & Center Dr.,2","8:19:23","8:19:23","8:13:24","8:13:24","0:05:59","0:05:59","14.16","5.56","5.32","","14.92","14.92"
"76","Drive through","Market Place & Convenience Dr. (SW),3","8:20:01","8:20:01","8:13:42","8:13:42","0:06:19","0:06:19","14.32","5.75","5.48","","15.43","15.43"
"77","Drive through","Market Place Southeast (South Side),3","8:20:18","8:20:18","8:14:00","8:14:00","0:06:18","0:06:18","14.41","5.85","5.57","","18.30","18.30"
"78","Drive through","Market Place and Wilbur (SE Corner),2","8:20:31","8:20:31","8:14:16","8:14:16","0:06:15","0:06:15","14.47","5.92","5.63","","18.24","18.24"
"79","Drive through","Market Place North Entrance (East Side),2","8:21:19","8:21:19","8:14:36","8:14:36","0:06:43","0:06:43","14.67","6.10","5.83","","15.06","15.06"
"80","Stop","Market Place (NE Mall Entrance),1","8:21:58","8:22:08","8:15:00","8:15:00","0:06:58","0:07:08","14.80","6.26","5.96","","12.05","12.05"
"81","Drive through","Market Place North Entrance (East Side),2","8:23:19","8:23:19","8:16:00","8:16:00","0:07:19","0:07:19","15.06","6.49","6.22","","12.80","12.80"
"82","Drive through","Market Place West (West Side),4","8:24:55","8:24:55","8:17:45","8:17:45","0:07:10","0:07:10","15.48","6.90","6.64","","16.04","16.04"
"83","Stop without doors","","8:27:19","8:27:32","","","","","15.62","","6.78","","","3.31"
"84","Stop","Town Center & Neil (NE Corner),1","8:27:39","8:30:04","8:18:25","8:18:25","0:09:14","0:11:39","15.62","7.08","6.78","","2.94","0.64"
"85","Stop","Town Center & Moreland (NE Corner),1","8:30:29","8:30:49","8:18:55","8:18:55","0:11:34","0:11:54","15.73","7.21","6.90","","16.92","16.92"
"86","Drive through","Town Center & Menards (NE Corner),1","8:31:09","8:31:09","8:19:25","8:19:25","0:11:44","0:11:44","15.87","7.33","7.03","","24.61","24.61"
"87","Stop","Town Center at Target (NE Corner),1","8:31:35","8:31:46","8:20:05","8:20:05","0:11:30","0:11:41","16.01","7.48","7.17","","18.85","18.85"
"88","Drive through","Town Center at Meijer (North Side),8","8:32:29","8:32:29","8:21:10","8:21:10","0:11:19","0:11:19","16.30","7.75","7.46","","24.25","24.25"
"89","Drive through","Boardwalk & Town Center (NE Corner),1","8:32:46","8:32:46","8:21:40","8:21:40","0:11:06","0:11:06","16.36","7.82","7.52","","12.51","12.51"
"90","Drive through","Boardwalk & Meijer Dr. (SE Corner),2","8:33:28","8:33:28","8:23:00","8:23:00","0:10:28","0:10:28","16.64","8.08","7.81","","24.77","24.77"
"91","Drive through","Meijer Dr. at Meijer (South Side),1","8:33:40","8:33:40","8:23:25","8:23:25","0:10:15","0:10:15","16.70","8.18","7.86","","16.97","16.97"
"92","Stop without doors","","8:34:02","8:34:19","","","","","16.80","","7.96","","","15.87"
"93","Stop","Champaign Walmart (East Shelter),2","8:35:41","8:35:41","8:25:00","8:25:00","0:10:41","0:10:41","17.03","8.55","8.19","","9.84","10.26"
"94","Trip","Line YELLOW, Block 17","","8:36:22","","8:30:00","","","17.03","","0.00","Pattern: YELLOW 13","","0.00"
"95","Stop","Champaign Walmart (East Shelter),2","8:36:22","8:36:22","8:30:00","8:30:00","0:06:22","0:06:22","17.03","0.00","0.00","","0.00",""
"96","Drive through","Prospect & Interstate (SW Far Side),7","8:37:10","8:37:10","8:30:33","8:30:33","0:06:37","0:06:37","17.26","0.21","0.23","","16.92","16.92"
"97","Drive through","Meijer Drive & Prospect (NW Corner),4","8:37:35","8:37:35","8:31:06","8:31:06","0:06:29","0:06:29","17.40","0.34","0.37","","20.67","20.67"
"98","Drive through","Prospect at Meijer (NW Corner),4","8:38:04","8:38:04","8:32:12","8:32:12","0:05:52","0:05:52","17.54","0.48","0.51","","17.13","17.13"
"99","Stop without doors","","8:38:25","8:38:37","","","","","17.63","","0.61","","","16.09"
"100","Stop","Town Center at Target (SW Corner),3","8:39:08","8:39:29","8:33:48","8:33:48","0:05:20","0:05:41","17.77","0.75","0.74","","12.90","15.74"
"101","Drive through","Town Center & Menards (SW Corner),3","8:39:48","8:39:48","8:34:47","8:34:47","0:05:01","0:05:01","17.93","0.89","0.90","","30.85","30.85"
"102","Stop","Town Center & Moreland (SW Corner),3","8:40:05","8:40:17","8:35:42","8:35:42","0:04:23","0:04:35","18.02","1.01","0.99","","19.08","19.08"
"103","Stop without doors","","8:40:43","8:41:16","","","","","18.15","","1.12","","","17.64"
"104","Drive through","Market Place West (East Side),2","8:42:03","8:42:03","8:36:48","8:36:48","0:05:15","0:05:15","18.38","1.34","1.36","","12.37","18.14"
"105","Stop","Market Place (NE Mall Entrance),1","8:43:50","8:45:06","8:38:00","8:40:00","0:05:50","0:05:06","18.81","1.80","1.79","","14.37","14.37"
"106","Drive through","Market Place Southeast (North Side),4","8:46:17","8:46:17","8:40:30","8:40:30","0:05:47","0:05:47","19.07","2.03","2.04","","12.99","12.99"
"107","Drive through","Market Place & Convenience Dr. (NE),1","8:46:38","8:46:38","8:40:50","8:40:50","0:05:48","0:05:48","19.17","2.13","2.14","","17.69","17.69"
"108","Drive through","Market Place South,1","8:47:00","8:47:00","8:41:10","8:41:10","0:05:50","0:05:50","19.26","2.23","2.24","","15.36","15.36"
"109","Stop","Marketview at Marketview Center (SW),6","8:48:55","8:49:18","8:42:00","8:42:00","0:06:55","0:07:18","19.53","2.52","2.50","","8.35","8.35"
"110","Stop","Market & Marketview (SW Corner),3","8:49:53","8:50:01","8:42:20","8:42:20","0:07:33","0:07:41","19.72","2.72","2.70","","19.75","19.75"
"111","Drive through","Barnes & Noble Books (NW),4","8:50:16","8:50:16","8:42:40","8:42:40","0:07:36","0:07:36","19.85","2.84","2.82","","30.43","30.43"
"112","Stop","Market & Tulip Tree (West Side Shelter),4","8:50:53","8:51:00","8:43:10","8:43:10","0:07:43","0:07:50","20.12","3.13","3.09","","25.88","25.88"
"113","Drive through","Market & Roper (West Side),4","8:51:20","8:51:20","8:43:40","8:43:40","0:07:40","0:07:40","20.25","3.25","3.22","","24.16","24.16"
"114","Stop","Market & Garwood (NW Corner),4","8:51:41","8:52:16","8:44:10","8:44:10","0:07:31","0:08:06","20.37","3.38","3.34","","19.82","19.82"
"115","Stop without doors","","8:52:39","8:52:46","","","","","20.45","","3.42","","","12.94"
"116","Drive through","Market & Bradley (NW Corner),4","8:52:50","8:52:50","8:44:30","8:44:30","0:08:20","0:08:20","20.45","3.46","3.43","","9.28","4.48"
"117","Drive through","Bradley & Champaign (NE Corner),1","8:53:00","8:53:00","8:44:45","8:44:45","0:08:15","0:08:15","20.51","3.51","3.48","","20.81","20.81"
"118","Drive through","Bradley & Hickory (NE Corner),1","8:53:16","8:53:16","8:45:15","8:45:15","0:08:01","0:08:01","20.64","3.64","3.62","","29.64","29.64"
"119","Stop without doors","","8:53:30","8:54:01","","","","","20.68","","3.65","","","8.47"
"120","Drive through","Randolph & Bradley (NE Corner),1","8:54:25","8:54:25","8:45:50","8:45:50","0:08:35","0:08:35","20.80","3.79","3.77","","8.21","18.65"
"121","Drive through","State & Beardsley (NW Corner),4","8:54:50","8:54:50","8:46:10","8:46:10","0:08:40","0:08:40","20.94","3.93","3.92","","20.50","20.50"
"122","Drive through","State & Tremont (NW Corner),4","8:55:04","8:55:04","8:46:40","8:46:40","0:08:24","0:08:24","21.06","4.06","4.04","","31.00","31.00"
"123","Drive through","State & Vine (NW Corner),4","8:55:44","8:55:44","8:47:10","8:47:10","0:08:34","0:08:34","21.24","4.23","4.21","","15.78","15.78"
"124","Stop","Randolph & Columbia (SW Corner),3","8:56:15","8:56:29","8:47:40","8:47:40","0:08:35","0:08:49","21.35","4.38","4.33","","13.21","13.21"
"125","Stop","Neil & Columbia (SW Corner),3","8:56:50","8:57:41","8:48:00","8:48:00","0:08:50","0:09:41","21.44","4.46","4.41","","14.49","14.49"
"126","Drive through","Neil & Washington (NW Corner),4","8:57:57","8:57:57","8:48:10","8:48:10","0:09:47","0:09:47","21.52","4.53","4.50","","19.30","19.30"
"127","Drive through","Neil & Hill (NW Corner),4","8:58:08","8:58:08","8:48:30","8:48:30","0:09:38","0:09:38","21.59","4.60","4.57","","22.78","22.78"
"128","Stop without doors","","8:58:23","8:58:52","","","","","21.63","","4.60","","","8.21"
"129","Drive through","Main & Walnut (SW Corner),3","8:59:27","8:59:27","8:49:10","8:49:10","0:10:17","0:10:17","21.76","4.75","4.73","","7.48","13.36"
"130","Drive through","Main & Chestnut (SW Corner),3","8:59:50","8:59:50","8:49:30","8:49:30","0:10:20","0:10:20","21.83","4.83","4.80","","11.29","11.29"
"131","Stop without doors","","9:00:05","9:00:59","","","","","21.87","","4.84","","","9.70"
"132","Stop","Illinois Terminal (Platform C),5","9:01:31","9:01:31","8:50:00","8:50:00","0:11:31","0:11:31","21.95","5.00","4.93","","4.43","9.44"
"133","Trip","Line YELLOWHOPPER, Block 17","","9:04:47","","8:50:00","","","21.99","","0.00","Pattern: YELLOWHOPPER 25","","0.00"
"134","Stop","Illinois Terminal (Platform C),5","9:04:47","9:04:47","8:50:00","8:50:00","0:14:47","0:14:47","21.99","0.00","0.00","","0.00",""
"135","Drive through","Logan & First (SW Corner),3","9:05:47","9:05:47","8:51:30","8:51:30","0:14:17","0:14:17","22.22","0.26","0.23","","13.80","13.80"
"136","Drive through","White & Second (SE Far Side),3","9:06:13","9:06:13","8:52:00","8:52:00","0:14:13","0:14:13","22.33","0.37","0.34","","14.03","14.03"
"137","Stop without doors","","9:06:42","9:07:11","","","","","22.48","","0.49","","","19.21"
"138","Drive through","White Street Mid-Block (South Side),1","9:07:28","9:07:28","8:54:00","8:54:00","0:13:28","0:13:28","22.56","0.57","0.57","","11.28","16.98"
"139","Drive through","Wright & Stoughton (NW Corner),4","9:08:24","9:08:24","8:55:30","8:55:30","0:12:54","0:12:54","22.82","0.84","0.83","","16.46","16.46"
"140","Stop without doors","","9:08:33","9:09:15","","","","","22.83","","0.84","","","3.73"
"141","Stop","Wright & Healey (NW Corner),4","9:09:44","9:09:57","8:56:00","8:56:00","0:13:44","0:13:57","22.91","0.98","0.92","","4.34","10.80"
"142","Stop","Transit Plaza (SW Platform),3","9:11:09","9:11:58","8:57:00","8:57:00","0:14:09","0:14:58","23.15","1.22","1.16","","11.84","11.84"
"143","Stop","Wright & Chalmers (NW Corner),4","9:12:23","9:12:32","8:57:30","8:57:30","0:14:53","0:15:02","23.23","1.30","1.25","","12.26","12.26"
"144","Drive through","Sixth & Armory (NW Corner),4","9:13:21","9:13:21","8:58:30","8:58:30","0:14:51","0:14:51","23.40","1.48","1.41","","12.38","12.38"
"145","Drive through","Sixth & Gregory (NW Corner),4","9:13:38","9:13:38","8:59:00","8:59:00","0:14:38","0:14:38","23.49","1.57","1.51","","19.48","19.48"
"146","Trip","Line YELLOWHOPPER, Block 17","","9:15:51","","9:18:00","","","23.89","","0.00","Pattern: [@15.0.63189099@]29","","0.00"
"147","Stop with doors","","9:15:51","9:15:51","","","","","23.89","","0.00","","",""
"148","Stop without doors","","9:17:14","9:17:29","","","","","24.32","","0.43","","","18.52"
"149","Stop","Lot E-14 (North Shelter),2","9:19:17","9:22:50","9:22:00","9:22:00","-0:02:43","0:00:50","24.58","0.00","0.70","","0.00","8.83"
"150","Stop with doors","","9:23:09","9:23:14","","","","","24.62","","0.73","","","7.07"
"151","Drive through","Kirby & Oak (SE Corner),2","9:23:52","9:23:52","9:22:20","9:22:20","0:01:32","0:01:32","24.80","0.20","0.91","","12.34","16.60"
"152","Stop","First & Stadium (SE Corner),2","9:25:27","9:25:44","9:23:30","9:23:30","0:01:57","0:02:14","25.24","0.68","1.35","","16.60","16.60"
"153","Stop","First & Gregory (SE Corner),2","9:26:03","9:26:10","9:23:50","9:23:50","0:02:13","0:02:20","25.33","0.76","1.44","","17.55","17.55"
"154","Stop","Gregory at Ikenberry Commons (South),1","9:26:53","9:27:28","9:25:00","9:26:00","0:01:53","0:01:28","25.54","0.98","1.65","","17.64","17.64"
"155","Stop","Fourth & Armory (SE Corner),2","9:28:12","9:28:21","9:28:00","9:28:00","0:00:12","0:00:21","25.68","1.13","1.79","","11.65","11.65"
"156","Stop without doors","","9:28:53","9:29:26","","","","","25.84","","1.95","","","17.90"
"157","Stop","Armory & Wright (South Side),3","9:29:50","9:30:14","9:30:00","9:30:00","-0:00:10","0:00:14","25.92","1.37","2.03","","9.63","11.84"
"158","Stop","Transit Plaza (SE Platform),4","9:31:10","9:31:30","9:32:00","9:32:00","-0:00:50","-0:00:30","26.12","1.57","2.24","","13.23","13.23"
"159","Stop without doors","","9:32:10","9:33:04","","","","","26.24","","2.36","","","10.74"
"160","Stop","Wright & Healey (East Side),2","9:33:28","9:33:38","9:34:00","9:34:00","-0:00:32","-0:00:22","26.31","1.79","2.42","","5.69","10.07"
"161","Stop without doors","","9:34:05","9:34:44","","","","","26.41","","2.52","","","13.51"
"162","Stop","White & Wright (SE Corner),2","9:35:13","9:35:26","9:34:30","9:34:30","0:00:43","0:00:56","26.53","2.00","2.64","","8.29","14.58"
"163","Stop","White Street Mid-Block (North Side),2","9:36:09","9:36:22","9:36:30","9:36:30","-0:00:21","-0:00:08","26.74","2.20","2.86","","18.00","18.00"
"164","Drive through","White & Second (NE Corner),1","9:36:51","9:36:51","9:37:30","9:37:30","-0:00:39","-0:00:39","26.97","2.43","3.09","","28.39","28.39"
"165","Drive through","White & First (NE Corner),1","9:37:07","9:37:07","9:38:00","9:38:00","-0:00:53","-0:00:53","27.05","2.51","3.16","","17.48","17.48"
"166","Stop","Illinois Terminal (Platform C),5","9:38:22","9:38:22","9:40:00","9:40:00","-0:01:38","-0:01:38","27.31","2.78","3.42","","12.32","12.32"
"167","Trip","Line YELLOW, Block 17","","9:40:32","","9:40:00","","","27.31","","0.00","Pattern: YELLOW 11","","0.00"
"168","Stop","Illinois Terminal (Platform C),5","9:40:32","9:40:32","9:40:00","9:40:00","0:00:32","0:00:32","27.31","0.00","0.00","","0.00",""
"169","Drive through","Logan & First (SW Corner),3","9:41:42","9:41:42","9:41:30","9:41:30","0:00:12","0:00:12","27.57","0.26","0.26","","13.27","13.27"
"170","Stop","White & Second (SE Far Side),3","9:42:06","9:42:36","9:42:00","9:42:00","0:00:06","0:00:36","27.67","0.37","0.37","","16.22","16.22"
"171","Stop","White Street Mid-Block (South Side),1","9:43:27","9:44:32","9:44:00","9:44:00","-0:00:33","0:00:32","27.86","0.57","0.56","","13.25","13.25"
"172","Stop","Wright & Stoughton (NW Corner),4","9:45:27","9:45:49","9:45:30","9:45:30","-0:00:03","0:00:19","28.12","0.84","0.82","","17.01","17.01"
"173","Stop","Wright & Healey (NW Corner),4","9:46:38","9:47:04","9:46:00","9:46:00","0:00:38","0:01:04","28.26","0.98","0.96","","10.18","10.18"
"174","Stop without doors","","9:47:25","9:47:34","","","","","28.33","","1.03","","","11.83"
"175","Stop","Transit Plaza (SW Platform),3","9:48:38","9:49:54","9:47:00","9:47:00","0:01:38","0:02:54","28.50","1.22","1.19","","9.10","9.48"
"176","Stop","Wright & Chalmers (NW Corner),4","9:50:23","9:50:57","9:47:30","9:47:30","0:02:53","0:03:27","28.58","1.30","1.28","","10.11","10.11"
"177","Stop","Sixth & Armory (NW Corner),4","9:51:54","9:52:22","9:48:30","9:48:30","0:03:24","0:03:52","28.74","1.48","1.44","","10.25","10.25"
"178","Stop","Sixth & Gregory (NW Corner),4","9:52:44","9:53:38","9:49:30","9:49:30","0:03:14","0:04:08","28.83","1.57","1.52","","14.04","14.04"
"179","Stop","Gregory at Ikenberry Commons (North),2","9:54:58","9:55:18","9:50:30","9:50:30","0:04:28","0:04:48","29.07","1.82","1.77","","10.97","10.97"
"180","Stop","First & Gregory (NE Corner),1","9:55:53","9:56:07","9:51:00","9:51:00","0:04:53","0:05:07","29.26","2.01","1.96","","19.75","19.75"
"181","Stop","First & Stadium (NW Corner),4","9:56:27","9:56:42","9:52:00","9:52:00","0:04:27","0:04:42","29.35","2.10","2.05","","16.22","16.22"
"182","Stop without doors","","9:57:37","9:58:14","","","","","29.66","","2.36","","","20.34"
"183","Drive through","Kirby & Oak (SW Far Side),7","9:59:03","9:59:03","9:53:12","9:53:12","0:05:51","0:05:51","29.88","2.61","2.58","","13.46","15.89"
"184","Stop","Lot E-14 (South Shelter),1","9:59:39","10:00:00","9:54:00","9:54:00","0:05:39","0:06:00","30.03","2.79","2.73","","15.04","15.04"
"185","Stop","First & St. Mary's (NW Corner),4","10:00:46","10:00:54","9:54:54","9:54:54","0:05:52","0:06:00","30.20","2.96","2.89","","13.09","13.09"
