"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"125","Drive through","Broadway & Park (NW Far Side),8","8:29:49","8:29:49","8:27:06","8:27:06","0:02:43","0:02:43","14.78","3.06","2.94","","17.47","17.47"
"126","Drive through","Park & Central (NE Corner),1","8:30:11","8:30:11","8:27:50","8:27:50","0:02:21","0:02:21","14.93","3.20","3.09","","24.71","24.71"
"127","Drive through","Church & Orchard (NE Corner),1","8:31:09","8:31:09","8:28:34","8:28:34","0:02:35","0:02:35","15.16","3.42","3.31","","14.01","14.01"
"128","Drive through","Coler & Church (NE Corner),1","8:31:26","8:31:26","8:29:18","8:29:18","0:02:08","0:02:08","15.21","3.49","3.37","","11.32","11.32"
"129","Drive through","Church & Busey (NE Corner),1","8:31:37","8:31:37","8:29:40","8:29:40","0:01:57","0:01:57","15.28","3.56","3.43","","22.17","22.17"
"130","Stop without doors","","8:32:00","8:32:24","","","","","15.38","","3.53","","","15.76"
"131","Drive through","Lincoln & Park (West Side),4","8:32:47","8:32:47","8:30:02","8:30:02","0:02:45","0:02:45","15.48","3.75","3.64","","10.55","16.34"
"132","Stop without doors","","8:32:57","8:33:07","","","","","15.50","","3.66","","","6.72"
"133","Drive through","Campus Circle (North Side),2","8:33:40","8:33:40","8:30:42","8:30:42","0:02:58","0:02:58","15.63","3.94","3.79","","10.22","14.38"
"134","Drive through","University & Goodwin (NE Corner),1","8:34:18","8:34:18","8:31:07","8:31:07","0:03:11","0:03:11","15.75","4.06","3.91","","11.01","11.01"
"135","Stop without doors","","8:34:32","8:34:44","","","","","15.79","","3.94","","","9.11"
"136","Drive through","Goodwin & Park (NW Far Side),8","8:35:02","8:35:02","8:31:32","8:31:32","0:03:30","0:03:30","15.83","4.15","3.99","","6.77","9.45"
"137","Drive through","Park & Romine (North Side),1","8:35:35","8:35:35","8:32:16","8:32:16","0:03:19","0:03:19","15.98","4.29","4.13","","15.87","15.87"
"138","Drive through","Park & Wright (NE Corner),1","8:35:59","8:35:59","8:33:00","8:33:00","0:02:59","0:02:59","16.06","4.38","4.22","","12.40","12.40"
"139","Stop with doors","","8:36:14","8:36:25","","","","","16.10","","4.26","","","10.15"
"140","Drive through","University & Sixth (NW Far Side),8","8:36:47","8:36:47","8:33:50","8:33:50","0:02:57","0:02:57","16.19","4.54","4.35","","10.07","15.05"
"141","Drive through","University & Fourth (NE Corner),1","8:37:18","8:37:18","8:34:20","8:34:20","0:02:58","0:02:58","16.35","4.69","4.50","","17.61","17.61"
"142","Drive through","University & Second (NE Corner),1","8:37:43","8:37:43","8:35:00","8:35:00","0:02:43","0:02:43","16.54","4.87","4.70","","27.92","27.92"
"143","Stop","Illinois Terminal (Platform B),2","8:39:14","8:40:41","8:37:00","8:37:00","0:02:14","0:03:41","16.81","5.17","4.96","","10.48","10.48"
"144","Stop with doors","","8:40:59","8:41:10","","","","","16.87","","5.03","","","13.30"
"145","Drive through","Walnut & Logan (NE Corner),1","8:41:20","8:41:20","8:37:39","8:37:39","0:03:41","0:03:41","16.89","5.30","5.04","","7.75","6.27"
"146","Stop without doors","","8:42:04","8:42:22","","","","","16.99","","5.14","","","8.19"
"147","Drive through","Walnut & University (SE Corner),2","8:42:26","8:42:26","8:37:58","8:37:58","0:04:28","0:04:28","16.99","5.37","5.15","","5.60","2.24"
"148","Drive through","Main & Fremont (NE Corner),1","8:43:09","8:43:09","8:38:38","8:38:38","0:04:31","0:04:31","17.15","5.52","5.31","","13.48","13.48"
"149","Stop without doors","","8:43:19","8:43:59","","","","","17.17","","5.33","","","7.16"
"150","Drive through","Church & Neil (NW Far Side),8","8:44:18","8:44:18","8:38:57","8:38:57","0:05:21","0:05:21","17.23","5.61","5.39","","4.22","11.54"
"151","Stop without doors","","8:44:32","8:44:50","","","","","17.27","","5.43","","","10.23"
"152","Stop without doors","","8:45:15","8:45:24","","","","","17.36","","5.51","","","12.35"
"153","Drive through","Church & State (NE Corner),1","8:45:27","8:45:27","8:39:33","8:39:33","0:05:54","0:05:54","17.36","5.74","5.52","","6.78","5.22"
"154","Stop","Church & Prairie (NE Corner),1","8:45:48","8:45:57","8:39:52","8:39:52","0:05:56","0:06:05","17.45","5.83","5.60","","14.49","14.49"
"155","Drive through","Church & Elm (NE Corner),1","8:46:16","8:46:16","8:40:11","8:40:11","0:06:05","0:06:05","17.55","5.92","5.70","","19.08","19.08"
"156","Stop","Church & Lynn (NE Corner),1","8:46:33","8:46:39","8:40:30","8:40:30","0:06:03","0:06:09","17.62","6.01","5.78","","15.53","15.53"
"157","Drive through","Church & New (NE Corner),1","8:47:01","8:47:01","8:41:09","8:41:09","0:05:52","0:05:52","17.77","6.14","5.93","","24.41","24.41"
"158","Drive through","Church St. (North Side),2","8:47:13","8:47:13","8:41:38","8:41:38","0:05:35","0:05:35","17.87","6.23","6.02","","28.71","28.71"
"159","Drive through","Church & Prospect (NE Corner),1","8:47:26","8:47:26","8:41:57","8:41:57","0:05:29","0:05:29","17.93","6.30","6.08","","17.04","17.04"
"160","Drive through","Church & Willis (NE Corner),1","8:47:57","8:47:57","8:42:36","8:42:36","0:05:21","0:05:21","18.10","6.46","6.25","","19.42","19.42"
"161","Drive through","Church & McKinley (NE Corner),1","8:48:11","8:48:11","8:43:15","8:43:15","0:04:56","0:04:56","18.21","6.58","6.37","","30.68","30.68"
"162","Drive through","Church & James (NE Corner),1","8:48:23","8:48:23","8:43:54","8:43:54","0:04:29","0:04:29","18.32","6.71","6.48","","32.81","32.81"
"163","Drive through","Church & Russell (NE Corner),1","8:48:35","8:48:35","8:44:32","8:44:32","0:04:03","0:04:03","18.43","6.83","6.59","","32.44","32.44"
"164","Drive through","Church & Garfield (NE Corner),1","8:48:47","8:48:47","8:45:01","8:45:01","0:03:46","0:03:46","18.53","6.93","6.69","","30.58","30.58"
"165","Drive through","Church & Draper (NE Corner),1","8:48:54","8:48:54","8:45:30","8:45:30","0:03:24","0:03:24","18.59","6.99","6.75","","28.77","28.77"
"166","Drive through","Church & Fair (NE Corner),1","8:49:10","8:49:10","8:46:24","8:46:24","0:02:46","0:02:46","18.71","7.10","6.87","","27.13","27.13"
"167","Drive through","Church & Victor (NE Corner),1","8:49:24","8:49:24","8:47:13","8:47:13","0:02:11","0:02:11","18.84","7.23","7.00","","33.56","33.56"
"168","Drive through","Church & Mattis (NE Corner),1","8:49:33","8:49:33","8:47:42","8:47:42","0:01:51","0:01:51","18.92","7.32","7.07","","31.32","31.32"
"169","Stop without doors","","8:50:09","8:51:03","","","","","19.17","","7.33","","","25.61"
"170","Drive through","Country Fair Dr. & Park (NW Corner),4","8:51:24","8:51:24","8:49:18","8:49:18","0:02:06","0:02:06","19.29","7.66","7.45","","12.10","20.03"
"171","Drive through","Social Security (West Side),1","8:51:36","8:51:36","8:50:16","8:50:16","0:01:20","0:01:20","19.39","7.78","7.54","","29.27","29.27"
"172","Drive through","Country Fair Dr at Gramercy (West Side),1","8:51:43","8:51:43","8:50:44","8:50:44","0:00:59","0:00:59","19.44","7.84","7.60","","26.53","26.53"
"173","Stop without doors","","8:52:26","8:52:46","","","","","19.57","","7.73","","","11.03"
"174","Drive through","Springfield & Country Fair Dr. (SE Far),6","8:53:05","8:53:05","8:51:22","8:51:22","0:01:43","0:01:43","19.67","8.05","7.83","","10.10","18.61"
"175","Stop","Springfield at Round Barn (SW Corner),3","8:53:26","8:53:37","8:51:37","8:51:37","0:01:49","0:02:00","19.79","8.20","7.94","","19.71","19.71"
"176","Drive through","Springfield & Mattis (SW Corner),3","8:53:54","8:53:54","8:52:22","8:52:22","0:01:32","0:01:32","19.88","8.29","8.04","","20.79","20.79"
"177","Drive through","Mattis & Round Barn (NW Corner),4","8:54:27","8:54:27","8:53:07","8:53:07","0:01:20","0:01:20","20.02","8.44","8.18","","15.12","15.12"
"178","Stop","Round Barn Road (North Side),2","8:55:02","8:55:02","8:54:00","8:54:00","0:01:02","0:01:02","20.16","8.62","8.32","","14.13","14.13"
"179","Trip","Line ORANGE, Block 604","","8:58:08","","8:57:00","","","20.16","","0.00","Pattern: [@2.0.86175868@]ORANGE 13","","0.00"
"180","Stop","Round Barn Road (North Side),2","8:58:08","8:58:08","8:57:00","8:57:00","0:01:08","0:01:08","20.16","0.00","0.00","","0.00",""
"181","Stop","Round Barn & Country Fair Dr. (NE),1","8:58:19","8:58:34","8:57:30","8:57:30","0:00:49","0:01:04","20.31","0.15","0.16","","49.83","49.83"
"182","Drive through","Springfield & Country Fair Dr. (SE),2","8:59:07","8:59:07","8:58:00","8:58:00","0:01:07","0:01:07","20.43","0.26","0.27","","12.61","12.61"
