"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"24","Stop","Market & Tulip Tree (West Side Shelter),4","7:41:20","7:41:45","7:35:00","7:35:00","0:06:20","0:06:45","10.24","10.30","10.03","","15.74","15.74"
"25","Drive through","Market & Roper (West Side),4","7:42:06","7:42:06","7:35:45","7:35:45","0:06:21","0:06:21","10.38","10.43","10.16","","23.65","23.65"
"26","Stop","Market & Garwood (NW Corner),4","7:42:27","7:42:37","7:36:15","7:36:15","0:06:12","0:06:22","10.49","10.56","10.28","","20.14","20.14"
"27","Drive through","Market & Bradley (NW Corner),4","7:42:58","7:42:58","7:36:30","7:36:30","0:06:28","0:06:28","10.58","10.64","10.37","","14.92","14.92"
"28","Stop with doors","","7:43:13","7:43:16","","","","","10.63","","10.42","","","11.49"
"29","Stop without doors","","7:43:52","7:44:02","","","","","10.81","","10.60","","","18.27"
"30","Stop without doors","","7:44:48","7:46:11","","","","","10.98","","10.77","","","13.43"
"31","Stop without doors","","7:48:19","7:48:38","","","","","11.61","","11.40","","","17.80"
"32","Stop","Church & Lynn (NE Corner),1","7:49:32","7:50:15","7:42:00","7:42:00","0:07:32","0:08:15","11.88","11.96","11.67","","11.87","17.57"
"33","Stop without doors","","7:51:07","7:51:45","","","","","12.20","","11.99","","","22.59"
"34","Stop without doors","","7:54:55","7:55:12","","","","","13.60","","13.39","","","26.38"
"35","Drive through","Crescent & William (West Side),4","7:59:23","7:59:23","7:50:00","7:50:00","0:09:23","0:09:23","14.35","14.34","14.14","","16.24","10.81"
"36","Dead run inter","Line 1S YELLOW ALT, Block 3212","","7:59:23","","7:50:00","","","14.35","","0.00","Pattern: [CRSNTWLM:4][ODNS:1]","","0.00"
"37","Drive through","Crescent & William (West Side),4","7:59:23","7:59:23","7:50:00","7:50:00","0:09:23","0:09:23","14.35","0.00","0.00","","0.00",""
"38","Stop with doors","","7:59:26","7:59:26","","","","","14.35","","0.00","","","0.00"
"39","Dead run out","Line SILVER, Block 135","","8:29:57","","8:29:00","","","20.14","","0.00","Pattern: [LSG][LSE:8]","","0.00"
"40","Depot","LSG","8:29:57","8:29:57","8:29:00","8:29:00","0:00:57","0:00:57","20.14","0.00","0.00","","0.00",""
"41","Stop with doors","","8:31:30","8:31:30","","","","","20.14","","0.00","","","0.00"
"42","Stop without doors","","8:31:58","8:32:24","","","","","20.23","","0.10","","","12.15"
"43","Stop","Lincoln Square Garage South,8","8:33:00","8:33:00","8:30:00","8:30:00","0:03:00","0:03:00","20.33","0.16","0.19","","3.71","9.39"
"44","Trip","Line SILVER, Block 135","","8:33:11","","8:30:00","","","20.33","","0.00","Pattern: SILVER 120","","0.00"
"45","Stop","Lincoln Square Garage South,8","8:33:11","8:33:11","8:30:00","8:30:00","0:03:11","0:03:11","20.33","0.00","0.00","","0.00",""
"46","Drive through","Springfield & Birch (NE Corner),1","8:34:07","8:34:07","8:31:00","8:31:00","0:03:07","0:03:07","20.59","0.25","0.27","","16.90","16.90"
"47","Drive through","Springfield at Phillips Rec. Ctr (North),2","8:34:26","8:34:26","8:32:00","8:32:00","0:02:26","0:02:26","20.73","0.39","0.41","","26.85","26.85"
"48","Stop","Springfield & Busey (NE Corner),1","8:34:55","8:35:01","8:33:00","8:33:00","0:01:55","0:02:01","20.89","0.56","0.57","","20.21","20.21"
"49","Stop","Springfield & Gregory St. (NE Corner),1","8:35:33","8:37:38","8:34:00","8:34:00","0:01:33","0:03:38","21.05","0.71","0.73","","17.27","17.27"
"50","Stop","Springfield & Harvey (NE Corner),1","8:38:02","8:38:07","8:35:00","8:35:00","0:03:02","0:03:07","21.13","0.80","0.81","","13.15","13.15"
"51","Stop without doors","","8:38:31","8:38:38","","","","","21.22","","0.90","","","12.96"
"52","Stop","Goodwin at Ceramics Building,1","8:39:05","8:39:20","8:36:15","8:36:15","0:02:50","0:03:05","21.31","0.97","0.99","","10.88","11.85"
"53","Drive through","Green & Goodwin (NW Far Side),8","8:39:48","8:39:48","8:37:00","8:37:00","0:02:48","0:02:48","21.43","1.09","1.11","","16.14","16.14"
"54","Stop","Illini Union (Island Shelter),9","8:40:18","8:42:06","8:38:00","8:38:00","0:02:18","0:04:06","21.56","1.22","1.24","","15.14","15.14"
"55","Stop","Transit Plaza (SW Platform),3","8:43:19","8:43:40","8:39:00","8:39:00","0:04:19","0:04:40","21.79","1.46","1.47","","11.19","11.19"
"56","Stop","Wright & Chalmers (NW Corner),4","8:44:12","8:44:23","8:39:30","8:39:30","0:04:42","0:04:53","21.87","1.54","1.55","","9.65","9.65"
"57","Stop","Sixth & Armory (NW Corner),4","8:45:13","8:45:54","8:40:00","8:40:00","0:05:13","0:05:54","22.04","1.72","1.72","","12.04","12.04"
"58","Stop","Gregory at Library (South Side Shelter),1","8:46:52","8:47:05","8:41:00","8:41:00","0:05:52","0:06:05","22.23","1.90","1.91","","11.88","11.88"
"59","Stop","Gregory at Mumford Hall (South Side),1","8:47:35","8:47:54","8:41:30","8:41:30","0:06:05","0:06:24","22.38","2.05","2.06","","17.45","17.45"
"60","Stop","Goodwin & Gregory (South Side),3","8:48:20","8:48:39","8:42:00","8:42:00","0:06:20","0:06:39","22.47","2.14","2.15","","13.17","13.17"
"61","Stop","Gregory & Dorner (SW Corner),3","8:49:06","8:49:22","8:42:30","8:42:30","0:06:36","0:06:52","22.58","2.27","2.26","","14.17","14.17"
"62","Stop","Plant Sciences Lab (West Side),1","8:49:56","8:50:03","8:43:00","8:43:00","0:06:56","0:07:03","22.71","2.40","2.39","","14.15","14.15"
"63","Stop with doors","","8:50:55","8:50:55","","","","","22.88","","2.56","","","11.83"
"64","Dead run out","Line SILVER, Block 135","","8:50:55","","8:55:00","","","22.88","","0.00","Pattern: [PAR][PAR:2]","","0.00"
"65","Depot","PAR","8:50:55","8:50:55","8:55:00","8:55:00","-0:04:05","-0:04:05","22.88","0.00","0.00","","0.00",""
"66","Stop","PAR (North Side Shelter),2","8:58:53","8:58:53","8:56:00","8:56:00","0:02:53","0:02:53","23.15","0.27","0.27","","2.01","2.01"
"67","Trip","Line SILVER, Block 135","","8:59:25","","8:56:00","","","23.15","","0.00","Pattern: SILVER 2","","0.00"
"68","Stop","PAR (North Side Shelter),2","8:59:25","8:59:25","8:56:00","8:56:00","0:03:25","0:03:25","23.15","0.00","0.00","","0.00",""
"69","Drive through","Penn & Maryland (SE Corner),2","9:00:33","9:00:33","8:57:00","8:57:00","0:03:33","0:03:33","23.36","0.20","0.22","","11.12","11.12"
"70","Stop","Plant Sciences Lab (East Side),2","9:01:23","9:01:33","8:57:45","8:57:45","0:03:38","0:03:48","23.53","0.40","0.39","","12.58","12.58"
"71","Stop","Gregory & Dorner (SE Corner),2","9:01:56","9:02:10","8:58:20","8:58:20","0:03:36","0:03:50","23.64","0.52","0.49","","16.34","16.34"
"72","Stop","Goodwin & Gregory (NE Corner),1","9:02:36","9:02:44","8:58:55","8:58:55","0:03:41","0:03:49","23.74","0.62","0.60","","14.29","14.29"
"73","Stop","Gregory at Mumford Hall,2","9:03:08","9:03:36","8:59:30","8:59:30","0:03:38","0:04:06","23.85","0.73","0.70","","15.66","15.66"
"74","Stop","Gregory at Library (North Side),2","9:04:05","9:04:22","9:00:05","9:00:05","0:04:00","0:04:17","24.01","0.89","0.87","","20.37","20.37"
"75","Stop without doors","","9:05:04","9:05:39","","","","","24.17","","1.02","","","13.59"
"76","Stop","Armory & Wright (South Side),3","9:06:01","9:06:20","9:01:15","9:01:15","0:04:46","0:05:05","24.24","1.12","1.10","","8.55","12.51"
"77","Stop","Transit Plaza (SE Platform),4","9:07:18","9:07:29","9:02:00","9:02:00","0:05:18","0:05:29","24.45","1.32","1.31","","13.04","13.04"
"78","Stop without doors","","9:08:02","9:08:56","","","","","24.58","","1.43","","","13.16"
"79","Stop","Illini Union (South Side Shelter),1","9:09:50","9:10:19","9:03:00","9:03:00","0:06:50","0:07:19","24.69","1.50","1.55","","6.07","7.79"
"80","Drive through","Goodwin at Materials Research,2","9:10:57","9:10:57","9:04:30","9:04:30","0:06:27","0:06:27","24.96","1.80","1.82","","25.67","25.67"
"81","Stop","Springfield & Harvey (SW Corner),3","9:11:24","9:11:32","9:05:00","9:05:00","0:06:24","0:06:32","25.08","1.96","1.93","","15.00","15.00"
"82","Stop","Springfield & Gregory St. (SW Corner),3","9:11:52","9:12:01","9:05:30","9:05:30","0:06:22","0:06:31","25.17","2.05","2.02","","16.11","16.11"
"83","Stop without doors","","9:12:23","9:12:58","","","","","25.23","","2.09","","","10.68"
"84","Stop","Springfield & Busey (SW Corner),3","9:13:25","9:13:33","9:06:30","9:06:30","0:06:55","0:07:03","25.32","2.20","2.18","","6.69","12.10"
"85","Drive through","Springfield at Phillips Rec. Ctr (South),1","9:14:07","9:14:07","9:07:30","9:07:30","0:06:37","0:06:37","25.54","2.38","2.39","","22.70","22.70"
"86","Drive through","Springfield & Birch (SW Corner),3","9:14:24","9:14:24","9:08:00","9:08:00","0:06:24","0:06:24","25.65","2.50","2.51","","24.48","24.48"
"87","Stop without doors","","9:15:38","9:15:53","","","","","25.88","","2.73","","","10.95"
"88","Drive through","Lincoln Square Garage South,8","9:16:05","9:16:05","9:10:00","9:10:00","0:06:05","0:06:05","25.94","2.76","2.80","","10.30","19.21"
"89","Dead run in","Line SILVER, Block 135","","9:16:05","","9:10:00","","","25.94","","0.00","Pattern: [LSE:8][LSG]","","0.00"
"90","Drive through","Lincoln Square Garage South,8","9:16:05","9:16:05","9:10:00","9:10:00","0:06:05","0:06:05","25.94","0.00","0.00","","0.00",""
"91","Stop with doors","","9:17:08","9:17:08","","","","","26.18","","0.25","","","13.75"
"92","Depot","LSG","9:17:08","9:17:08","9:11:00","9:11:00","0:06:08","0:06:08","26.18","0.32","0.25","","13.75",""
"93","Dead run out","Line SILVER, Block 135","","9:17:08","","9:19:00","","","26.18","","0.00","Pattern: [LSG][LSE:8]","","0.00"
"94","Depot","LSG","9:17:08","9:17:08","9:19:00","9:19:00","-0:01:52","-0:01:52","26.18","0.00","0.00","","0.00",""
"95","Stop","Lincoln Square Garage South,8","9:25:47","9:25:47","9:20:00","9:20:00","0:05:47","0:05:47","26.37","0.16","0.19","","1.30","1.30"
"96","Trip","Line SILVER, Block 135","","9:25:58","","9:20:00","","","26.37","","0.00","Pattern: SILVER 120","","0.00"
"97","Stop","Lincoln Square Garage South,8","9:25:58","9:25:58","9:20:00","9:20:00","0:05:58","0:05:58","26.37","0.00","0.00","","0.00",""
"98","Drive through","Springfield & Birch (NE Corner),1","9:26:53","9:26:53","9:21:00","9:21:00","0:05:53","0:05:53","26.63","0.25","0.27","","17.29","17.29"
"99","Stop","Springfield at Phillips Rec. Ctr (North),2","9:27:19","9:27:30","9:22:00","9:22:00","0:05:19","0:05:30","26.77","0.39","0.41","","19.19","19.19"
"100","Stop","Springfield & Busey (NE Corner),1","9:28:03","9:28:17","9:23:00","9:23:00","0:05:03","0:05:17","26.93","0.56","0.57","","17.90","17.90"
"101","Stop without doors","","9:28:43","9:29:41","","","","","27.01","","0.65","","","11.19"
"102","Stop","Springfield & Gregory St. (NE Corner),1","9:30:02","9:30:12","9:24:00","9:24:00","0:06:02","0:06:12","27.09","0.71","0.73","","5.29","12.57"
"103","Stop","Springfield & Harvey (NE Corner),1","9:30:32","9:30:41","9:25:00","9:25:00","0:05:32","0:05:41","27.18","0.80","0.82","","16.11","16.11"
"104","Stop without doors","","9:31:01","9:31:27","","","","","27.26","","0.90","","","15.33"
"105","Stop","Goodwin at Ceramics Building,1","9:31:52","9:32:04","9:26:15","9:26:15","0:05:37","0:05:49","27.35","0.97","0.99","","8.89","12.98"
"106","Stop without doors","","9:32:16","9:33:47","","","","","27.42","","1.05","","","18.83"
"107","Stop","Green & Goodwin (NW Far Side),8","9:34:11","9:34:26","9:27:00","9:27:00","0:07:11","0:07:26","27.47","1.09","1.11","","3.39","8.49"
"108","Stop","Illini Union (Island Shelter),9","9:34:59","9:35:29","9:28:00","9:28:00","0:06:59","0:07:29","27.61","1.22","1.25","","15.53","15.53"
"109","Stop","Transit Plaza (SW Platform),3","9:36:15","9:36:30","9:29:00","9:29:00","0:07:15","0:07:30","27.83","1.46","1.47","","16.98","16.98"
"110","Stop","Wright & Chalmers (NW Corner),4","9:36:46","9:37:00","9:29:30","9:29:30","0:07:16","0:07:30","27.92","1.54","1.55","","19.02","19.02"
"111","Stop","Sixth & Armory (NW Corner),4","9:37:52","9:37:58","9:30:00","9:30:00","0:07:52","0:07:58","28.08","1.72","1.72","","11.53","11.53"
"112","Stop without doors","","9:38:16","9:38:29","","","","","28.17","","1.81","","","17.90"
"113","Stop","Gregory at Library (South Side Shelter),1","9:39:00","9:39:08","9:31:00","9:31:00","0:08:00","0:08:08","28.27","1.90","1.91","","11.01","11.62"
"114","Stop","Gregory at Mumford Hall (South Side),1","9:39:42","9:39:54","9:31:30","9:31:30","0:08:12","0:08:24","28.42","2.05","2.06","","15.66","15.66"
"115","Stop","Goodwin & Gregory (South Side),3","9:40:14","9:40:28","9:32:00","9:32:00","0:08:14","0:08:28","28.52","2.14","2.15","","17.34","17.34"
"116","Stop","Gregory & Dorner (SW Corner),3","9:40:58","9:41:10","9:32:30","9:32:30","0:08:28","0:08:40","28.62","2.27","2.26","","12.46","12.46"
"117","Drive through","Plant Sciences Lab (West Side),1","9:41:40","9:41:40","9:33:00","9:33:00","0:08:40","0:08:40","28.77","2.40","2.40","","17.45","17.45"
"118","Stop with doors","","9:42:23","9:42:23","","","","","28.91","","2.55","","","12.28"
"119","Dead run out","Line SILVER, Block 135","","9:42:23","","9:45:00","","","28.91","","0.00","Pattern: [PAR][PAR:2]","","0.00"
"120","Depot","PAR","9:42:23","9:42:23","9:45:00","9:45:00","-0:02:37","-0:02:37","28.91","0.00","0.00","","0.00",""
"121","Stop","PAR (North Side Shelter),2","9:47:04","9:47:04","9:46:00","9:46:00","0:01:04","0:01:04","29.19","0.27","0.28","","3.59","3.59"
"122","Trip","Line SILVER, Block 135","","9:47:44","","9:46:00","","","29.19","","0.00","Pattern: SILVER 2","","0.00"
"123","Stop","PAR (North Side Shelter),2","9:47:44","9:47:44","9:46:00","9:46:00","0:01:44","0:01:44","29.19","0.00","0.00","","0.00",""
"124","Stop","Penn & Maryland (SE Corner),2","9:48:34","9:48:44","9:47:00","9:47:00","0:01:34","0:01:44","29.39","0.20","0.20","","13.96","13.96"
"125","Drive through","Plant Sciences Lab (East Side),2","9:49:32","9:49:32","9:47:45","9:47:45","0:01:47","0:01:47","29.59","0.40","0.41","","15.62","15.62"
"126","Stop","Gregory & Dorner (SE Corner),2","9:49:49","9:50:23","9:48:20","9:48:20","0:01:29","0:02:03","29.68","0.52","0.50","","19.35","19.35"
"127","Stop","Goodwin & Gregory (NE Corner),1","9:50:47","9:51:04","9:48:55","9:48:55","0:01:52","0:02:09","29.79","0.62","0.60","","15.57","15.57"
"128","Stop","Gregory at Mumford Hall,2","9:51:24","9:52:04","9:49:30","9:49:30","0:01:54","0:02:34","29.89","0.73","0.70","","17.45","17.45"
"129","Stop without doors","","9:52:57","9:53:08","","","","","30.01","","0.82","","","8.28"
"130","Stop","Gregory at Library (North Side),2","9:53:36","9:54:23","9:50:05","9:50:05","0:03:31","0:04:18","30.05","0.89","0.87","","6.55","5.84"
"131","Stop without doors","","9:55:10","9:55:19","","","","","30.13","","0.95","","","6.10"
"132","Stop without doors","","9:56:10","9:56:25","","","","","30.21","","1.03","","","5.79"
"133","Stop","Armory & Wright (South Side),3","9:56:53","9:57:24","9:51:15","9:51:15","0:05:38","0:06:09","30.29","1.12","1.10","","5.72","9.83"
"134","Stop","Transit Plaza (SE Platform),4","9:58:42","9:59:07","9:52:00","9:52:00","0:06:42","0:07:07","30.50","1.32","1.31","","9.67","9.67"
"135","Stop without doors","","10:00:21","10:00:38","","","","","30.68","","1.49","","","8.65"
"136","Stop","Illini Union (South Side Shelter),1","10:00:58","10:01:38","9:53:00","9:53:00","0:07:58","0:08:38","30.74","1.50","1.55","","7.72","10.85"
"137","Stop without doors","","10:01:56","10:02:12","","","","","30.86","","1.68","","","24.98"
"138","Stop","Goodwin at Materials Research,2","10:02:47","10:03:08","9:54:30","9:54:30","0:08:17","0:08:38","30.98","1.80","1.79","","12.45","11.70"
"139","Drive through","Springfield & Harvey (SW Corner),3","10:03:36","10:03:36","9:55:00","9:55:00","0:08:36","0:08:36","31.14","1.96","1.96","","21.50","21.50"
"140","Stop","Springfield & Gregory St. (SW Corner),3","10:03:52","10:04:01","9:55:30","9:55:30","0:08:22","0:08:31","31.21","2.05","2.03","","15.66","15.66"
"141","Stop","Springfield & Busey (SW Corner),3","10:05:11","10:05:21","9:56:30","9:56:30","0:08:41","0:08:51","31.36","2.20","2.17","","7.55","7.55"
"142","Drive through","Springfield at Phillips Rec. Ctr (South),1","10:05:52","10:05:52","9:57:30","9:57:30","0:08:22","0:08:22","31.58","2.38","2.39","","25.33","25.33"
"143","Drive through","Springfield & Birch (SW Corner),3","10:06:06","10:06:06","9:58:00","9:58:00","0:08:06","0:08:06","31.70","2.50","2.51","","30.68","30.68"
"144","Stop without doors","","10:06:56","10:07:19","","","","","31.91","","2.72","","","15.13"
"145","Stop","Lincoln Square Garage South,8","10:07:58","10:07:58","10:00:00","10:00:00","0:07:58","0:07:58","31.98","2.76","2.80","","9.17","6.95"
"146","Trip","Line SILVER, Block 135","","10:10:43","","10:10:00","","","32.00","","0.00","Pattern: SILVER 120","","0.00"
"147","Stop","Lincoln Square Garage South,8","10:10:43","10:10:43","10:10:00","10:10:00","0:00:43","0:00:43","32.00","0.00","0.00","","0.00",""
"148","Stop without doors","","10:11:16","10:11:35","","","","","32.10","","0.10","","","10.31"
"149","Stop","Springfield & Birch (NE Corner),1","10:12:12","10:12:35","10:11:00","10:11:00","0:01:12","0:01:35","32.26","0.25","0.26","","10.44","15.91"
"150","Stop","Springfield at Phillips Rec. Ctr (North),2","10:13:03","10:13:08","10:12:00","10:12:00","0:01:03","0:01:08","32.41","0.39","0.41","","19.26","19.26"
"151","Stop","Springfield & Busey (NE Corner),1","10:13:40","10:13:53","10:13:00","10:13:00","0:00:40","0:00:53","32.57","0.56","0.58","","18.46","18.46"
"152","Stop without doors","","10:14:15","10:14:30","","","","","32.65","","0.65","","","12.61"
"153","Stop","Springfield & Gregory St. (NE Corner),1","10:14:52","10:15:09","10:14:00","10:14:00","0:00:52","0:01:09","32.73","0.71","0.73","","9.60","13.12"
"154","Stop","Springfield & Harvey (NE Corner),1","10:15:29","10:15:35","10:15:00","10:15:00","0:00:29","0:00:35","32.82","0.80","0.82","","15.78","15.78"
"155","Stop","Goodwin at Ceramics Building,1","10:16:18","10:16:36","10:16:15","10:16:15","0:00:03","0:00:21","32.99","0.97","1.00","","14.62","14.62"
"156","Stop without doors","","10:16:50","10:17:48","","","","","33.06","","1.06","","","16.46"
"157","Stop","Green & Goodwin (NW Far Side),8","10:18:17","10:18:26","10:17:00","10:17:00","0:01:17","0:01:26","33.12","1.09","1.12","","4.57","7.95"
"158","Stop","Illini Union (Island Shelter),9","10:19:01","10:20:47","10:18:00","10:18:00","0:01:01","0:02:47","33.26","1.22","1.26","","13.94","13.94"
"159","Stop","Transit Plaza (SW Platform),3","10:21:25","10:21:45","10:19:00","10:19:00","0:02:25","0:02:45","33.47","1.46","1.47","","20.31","20.31"
"160","Stop","Wright & Chalmers (NW Corner),4","10:22:02","10:22:10","10:19:30","10:19:30","0:02:32","0:02:40","33.56","1.54","1.56","","17.90","17.90"
"161","Stop","Sixth & Armory (NW Corner),4","10:22:54","10:23:15","10:20:00","10:20:00","0:02:54","0:03:15","33.72","1.72","1.73","","13.68","13.68"
"162","Stop","Gregory at Library (South Side Shelter),1","10:24:25","10:24:38","10:21:00","10:21:00","0:03:25","0:03:38","33.92","1.90","1.92","","9.85","9.85"
"163","Stop","Gregory at Mumford Hall (South Side),1","10:25:08","10:25:20","10:21:30","10:21:30","0:03:38","0:03:50","34.06","2.05","2.06","","17.53","17.53"
"164","Stop","Goodwin & Gregory (South Side),3","10:25:42","10:25:49","10:22:00","10:22:00","0:03:42","0:03:49","34.16","2.14","2.16","","15.76","15.76"
"165","Stop","Gregory & Dorner (SW Corner),3","10:26:12","10:26:21","10:22:30","10:22:30","0:03:42","0:03:51","34.26","2.27","2.26","","16.25","16.25"
"166","Drive through","Plant Sciences Lab (West Side),1","10:26:41","10:26:41","10:23:00","10:23:00","0:03:41","0:03:41","34.41","2.40","2.41","","25.95","25.95"
"167","Stop with doors","","10:27:14","10:27:14","","","","","34.57","","2.57","","","17.70"
"168","Dead run out","Line SILVER, Block 135","","10:27:15","","10:35:00","","","34.57","","0.00","Pattern: [PAR][PAR:2]","","0.00"
"169","Depot","PAR","10:27:15","10:27:15","10:35:00","10:35:00","-0:07:45","-0:07:45","34.57","0.00","0.00","","0.00",""
"170","Stop","PAR (North Side Shelter),2","10:37:52","10:37:52","10:36:00","10:36:00","0:01:52","0:01:52","34.83","0.27","0.27","","1.51","1.51"
"171","Trip","Line SILVER, Block 135","","10:38:28","","10:36:00","","","34.83","","0.00","Pattern: SILVER 2","","0.00"
"172","Stop","PAR (North Side Shelter),2","10:38:28","10:38:28","10:36:00","10:36:00","0:02:28","0:02:28","34.83","0.00","0.00","","0.00",""
"173","Stop without doors","","10:39:20","10:39:35","","","","","35.01","","0.18","","","12.44"
"174","Drive through","Penn & Maryland (SE Corner),2","10:39:55","10:39:55","10:37:00","10:37:00","0:02:55","0:02:55","35.04","0.20","0.22","","8.75","5.71"
"175","Drive through","Plant Sciences Lab (East Side),2","10:40:33","10:40:33","10:37:45","10:37:45","0:02:48","0:02:48","35.25","0.40","0.43","","19.84","19.84"
"176","Stop","Gregory & Dorner (SE Corner),2","10:40:48","10:41:07","10:38:20","10:38:20","0:02:28","0:02:47","35.32","0.52","0.49","","16.26","16.26"
"177","Stop","Goodwin & Gregory (NE Corner),1","10:41:31","10:41:41","10:38:55","10:38:55","0:02:36","0:02:46","35.43","0.62","0.60","","15.57","15.57"
"178","Drive through","Gregory at Mumford Hall,2","10:42:08","10:42:08","10:39:30","10:39:30","0:02:38","0:02:38","35.56","0.73","0.73","","17.49","17.49"
"179","Stop","Gregory at Library (North Side),2","10:42:39","10:43:06","10:40:05","10:40:05","0:02:34","0:03:01","35.69","0.89","0.86","","15.81","15.81"
"180","Stop without doors","","10:43:22","10:43:58","","","","","35.77","","0.94","","","17.20"
"181","Stop without doors","","10:44:29","10:45:05","","","","","35.85","","1.02","","","9.67"
"182","Stop","Armory & Wright (South Side),3","10:45:34","10:45:59","10:41:15","10:41:15","0:04:19","0:04:44","35.93","1.12","1.10","","5.72","9.34"
"183","Stop","Transit Plaza (SE Platform),4","10:46:59","10:47:19","10:42:00","10:42:00","0:04:59","0:05:19","36.14","1.32","1.31","","12.61","12.61"
"184","Stop","Illini Union (South Side Shelter),1","10:48:22","10:48:59","10:43:00","10:43:00","0:05:22","0:05:59","36.38","1.50","1.55","","13.60","13.60"
"185","Stop","Goodwin at Materials Research,2","10:49:47","10:50:04","10:44:30","10:44:30","0:05:17","0:05:34","36.62","1.80","1.80","","18.60","18.60"
"186","Stop","Springfield & Harvey (SW Corner),3","10:50:33","10:50:39","10:45:00","10:45:00","0:05:33","0:05:39","36.76","1.96","1.93","","16.82","16.82"
"187","Stop","Springfield & Gregory St. (SW Corner),3","10:50:59","10:51:09","10:45:30","10:45:30","0:05:29","0:05:39","36.85","2.05","2.02","","16.22","16.22"
"188","Stop","Springfield & Busey (SW Corner),3","10:51:46","10:51:56","10:46:30","10:46:30","0:05:16","0:05:26","37.00","2.20","2.18","","15.12","15.12"
"189","Drive through","Springfield at Phillips Rec. Ctr (South),1","10:52:22","10:52:22","10:47:30","10:47:30","0:04:52","0:04:52","37.22","2.38","2.39","","29.34","29.34"
"190","Stop","Springfield & Birch (SW Corner),3","10:52:41","10:52:49","10:48:00","10:48:00","0:04:41","0:04:49","37.33","2.50","2.50","","20.84","20.84"
