"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"27","Drive through","U.S. 150 & Dale (South Side),3","7:06:09","7:06:09","7:03:40","7:03:40","0:02:29","0:02:29","3.18","2.19","2.15","","8.21","23.87"
"28","Drive through","Smith & U.S. 150 (SW Corner),3","7:06:17","7:06:17","7:04:00","7:04:00","0:02:17","0:02:17","3.24","2.26","2.21","","27.13","27.13"
"29","Drive through","U.S. 150 & Dodson (NE Far Side),5","7:07:17","7:07:17","7:05:00","7:05:00","0:02:17","0:02:17","3.62","2.62","2.59","","22.82","22.82"
"30","Trip","Line ORANGE, Block 602","","7:07:17","","7:07:00","","","3.62","","0.00","Pattern: [@2.0.86175868@]ORANGE 64","","0.00"
"31","Drive through","U.S. 150 & Dodson (NE Far Side),5","7:07:17","7:07:17","7:07:00","7:07:00","0:00:17","0:00:17","3.62","0.00","0.00","","0.00",""
"32","Stop","Dodson East & Slayback (SE Corner),2","7:07:51","7:08:01","7:07:40","7:07:40","0:00:11","0:00:21","3.77","0.21","0.16","","16.06","16.06"
"33","Drive through","Slayback & Ira (NW Far Side),8","7:08:35","7:08:35","7:08:00","7:08:00","0:00:35","0:00:35","3.96","0.38","0.35","","20.01","20.01"
"34","Drive through","Slayback & McGee (NE Corner),1","7:08:51","7:08:51","7:08:35","7:08:35","0:00:16","0:00:16","4.05","0.47","0.44","","21.54","21.54"
"35","Drive through","Smith & Carrie (NW Corner),4","7:09:24","7:09:24","7:08:55","7:08:55","0:00:29","0:00:29","4.23","0.64","0.62","","19.53","19.53"
"36","Stop without doors","","7:09:40","7:10:00","","","","","4.29","","0.67","","","12.17"
"37","Drive through","Smith & U.S. 150 (NW Corner),4","7:10:10","7:10:10","7:09:10","7:09:10","0:01:00","0:01:00","4.31","0.73","0.70","","6.03","8.28"
"38","Drive through","U.S. 150 & Dale (NE Corner),1","7:10:29","7:10:29","7:09:40","7:09:40","0:00:49","0:00:49","4.44","0.85","0.83","","24.61","24.61"
"39","Stop without doors","","7:10:57","7:11:20","","","","","4.58","","0.96","","","17.66"
"40","Drive through","U.S. 150 & University (NW Far Side),8","7:11:43","7:11:43","7:10:20","7:10:20","0:01:23","0:01:23","4.68","1.08","1.07","","11.76","16.34"
"41","Drive through","University & Lierman (NE Corner),1","7:12:14","7:12:14","7:10:50","7:10:50","0:01:24","0:01:24","4.97","1.36","1.35","","33.05","33.05"
"42","Drive through","Ambucs Park (North Side),2","7:12:29","7:12:29","7:11:20","7:11:20","0:01:09","0:01:09","5.10","1.51","1.49","","32.22","32.22"
"43","Drive through","University & Cottage Grove (NE Corner),1","7:12:48","7:12:48","7:12:00","7:12:00","0:00:48","0:00:48","5.27","1.70","1.66","","32.50","32.50"
"44","Drive through","University & Hickory (NE Corner),1","7:12:57","7:12:57","7:12:25","7:12:25","0:00:32","0:00:32","5.34","1.78","1.72","","25.85","25.85"
"45","Drive through","University & Sycamore (NE Corner),1","7:13:17","7:13:17","7:13:15","7:13:15","0:00:02","0:00:02","5.51","1.95","1.90","","31.88","31.88"
"46","Drive through","University & Maple (NE Corner),1","7:13:28","7:13:28","7:13:40","7:13:40","-0:00:12","-0:00:12","5.61","2.05","1.99","","30.30","30.30"
"47","Stop without doors","","7:13:51","7:14:24","","","","","5.70","","2.09","","","15.08"
"48","Drive through","University & Vine (SW Far Side),7","7:14:47","7:14:47","7:14:10","7:14:10","0:00:37","0:00:37","5.81","2.25","2.20","","9.46","17.41"
"49","Drive through","Vine & Water (NW Corner),4","7:15:02","7:15:02","7:14:30","7:14:30","0:00:32","0:00:32","5.94","2.38","2.32","","29.68","29.68"
"50","Drive through","Main & Vine (NW Corner),4","7:15:11","7:15:11","7:15:10","7:15:10","0:00:01","0:00:01","6.00","2.45","2.39","","25.36","25.36"
"51","Stop","Lincoln Square Courthouse,2","7:16:11","7:17:35","7:17:00","7:17:00","-0:00:49","0:00:35","6.18","2.67","2.57","","10.97","10.97"
"52","Stop","Save A Lot (East Side),2","7:18:07","7:18:51","7:18:26","7:18:26","-0:00:19","0:00:25","6.34","2.84","2.73","","17.97","17.97"
"53","Drive through","Broadway & University (SE Corner),2","7:19:24","7:19:24","7:18:48","7:18:48","0:00:36","0:00:36","6.45","2.93","2.83","","11.26","11.26"
"54","Drive through","Broadway & Park (NW Far Side),8","7:20:07","7:20:07","7:19:10","7:19:10","0:00:57","0:00:57","6.58","3.06","2.97","","11.03","11.03"
"55","Drive through","Park & Central (NE Corner),1","7:20:30","7:20:30","7:19:54","7:19:54","0:00:36","0:00:36","6.73","3.20","3.12","","23.74","23.74"
"56","Stop without doors","","7:20:47","7:21:03","","","","","6.80","","3.19","","","15.14"
"57","Drive through","Church & Orchard (NE Corner),1","7:21:45","7:21:45","7:20:38","7:20:38","0:01:07","0:01:07","6.95","3.42","3.34","","10.83","13.21"
"58","Drive through","Coler & Church (NE Corner),1","7:22:09","7:22:09","7:21:18","7:21:18","0:00:51","0:00:51","7.01","3.49","3.40","","8.58","8.58"
"59","Drive through","Church & Busey (NE Corner),1","7:22:20","7:22:20","7:21:40","7:21:40","0:00:40","0:00:40","7.07","3.56","3.46","","19.73","19.73"
"60","Drive through","Lincoln & Park (West Side),4","7:23:45","7:23:45","7:22:02","7:22:02","0:01:43","0:01:43","7.28","3.75","3.67","","8.77","8.77"
"61","Drive through","Campus Circle (North Side),2","7:24:14","7:24:14","7:22:42","7:22:42","0:01:32","0:01:32","7.44","3.94","3.83","","19.75","19.75"
"62","Drive through","University & Goodwin (NE Corner),1","7:24:35","7:24:35","7:23:07","7:23:07","0:01:28","0:01:28","7.54","4.06","3.93","","18.22","18.22"
"63","Drive through","Goodwin & Park (NW Far Side),8","7:24:58","7:24:58","7:23:32","7:23:32","0:01:26","0:01:26","7.63","4.15","4.02","","13.33","13.33"
"64","Drive through","Park & Romine (North Side),1","7:25:28","7:25:28","7:24:16","7:24:16","0:01:12","0:01:12","7.78","4.29","4.16","","17.60","17.60"
"65","Stop","Park & Wright (NE Corner),1","7:25:47","7:26:09","7:25:00","7:25:00","0:00:47","0:01:09","7.84","4.38","4.23","","11.78","11.78"
"66","Stop without doors","","7:26:28","7:26:43","","","","","7.90","","4.29","","","12.13"
"67","Drive through","University & Sixth (NW Far Side),8","7:27:05","7:27:05","7:26:08","7:26:08","0:00:57","0:00:57","8.01","4.54","4.40","","11.31","18.31"
"68","Stop without doors","","7:27:29","7:27:45","","","","","8.14","","4.53","","","18.74"
"69","Drive through","University & Fourth (NE Corner),1","7:27:54","7:27:54","7:27:08","7:27:08","0:00:46","0:00:46","8.18","4.69","4.57","","12.10","15.91"
"70","Drive through","University & Second (NE Corner),1","7:28:19","7:28:19","7:28:48","7:28:48","-0:00:29","-0:00:29","8.37","4.87","4.76","","27.39","27.39"
"71","Stop without doors","","7:29:29","7:30:17","","","","","8.49","","4.88","","","6.27"
"72","Stop","Illinois Terminal (Platform B),2","7:31:30","7:31:30","7:31:00","7:31:00","0:00:30","0:00:30","8.67","5.17","5.06","","5.66","8.80"
"73","Trip","Line ORANGE, Block 602","","7:44:32","","7:40:00","","","8.67","","0.00","Pattern: [@2.0.86175868@]ORANGE 32","","0.00"
"74","Stop","Illinois Terminal (Platform B),2","7:44:32","7:44:32","7:40:00","7:40:00","0:04:32","0:04:32","8.67","0.00","0.00","","0.00",""
"75","Drive through","Walnut & Logan (NE Corner),1","7:45:11","7:45:11","7:40:19","7:40:19","0:04:52","0:04:52","8.74","0.13","0.08","","6.77","6.77"
"76","Stop without doors","","7:45:25","7:46:15","","","","","8.79","","0.12","","","11.99"
"77","Drive through","Walnut & University (SE Corner),2","7:46:22","7:46:22","7:40:38","7:40:38","0:05:44","0:05:44","8.81","0.20","0.15","","3.60","12.47"
"78","Drive through","Main & Fremont (NE Corner),1","7:47:21","7:47:21","7:41:28","7:41:28","0:05:53","0:05:53","8.97","0.35","0.31","","9.64","9.64"
"79","Stop","Church & Neil (NW Far Side),8","7:47:38","7:47:49","7:41:52","7:41:52","0:05:46","0:05:57","9.01","0.44","0.35","","8.95","8.95"
"80","Stop without doors","","7:48:07","7:48:44","","","","","9.06","","0.40","","","9.70"
"81","Stop without doors","","7:49:08","7:49:18","","","","","9.14","","0.48","","","12.21"
"82","Drive through","Church & State (NE Corner),1","7:49:22","7:49:22","7:42:40","7:42:40","0:06:42","0:06:42","9.15","0.57","0.49","","5.44","9.51"
"83","Drive through","Church & Prairie (NE Corner),1","7:49:36","7:49:36","7:43:10","7:43:10","0:06:26","0:06:26","9.25","0.66","0.58","","23.65","23.65"
"84","Drive through","Church & Elm (NE Corner),1","7:49:49","7:49:49","7:43:40","7:43:40","0:06:09","0:06:09","9.34","0.75","0.68","","25.99","25.99"
"85","Stop","Church & Lynn (NE Corner),1","7:50:06","7:50:29","7:44:10","7:44:10","0:05:56","0:06:19","9.41","0.84","0.75","","15.40","15.40"
"86","Drive through","Church & New (NE Corner),1","7:50:54","7:50:54","7:44:50","7:44:50","0:06:04","0:06:04","9.56","0.97","0.90","","21.57","21.57"
"87","Drive through","Church St. (North Side),2","7:51:06","7:51:06","7:45:10","7:45:10","0:05:56","0:05:56","9.65","1.06","0.99","","26.66","26.66"
"88","Drive through","Church & Prospect (NE Corner),1","7:51:18","7:51:18","7:45:30","7:45:30","0:05:48","0:05:48","9.72","1.13","1.05","","19.95","19.95"
"89","Stop without doors","","7:51:25","7:51:50","","","","","9.73","","1.06","","","4.48"
"90","Drive through","Church & Willis (NE Corner),1","7:52:14","7:52:14","7:46:10","7:46:10","0:06:04","0:06:04","9.88","1.29","1.22","","10.55","23.31"
"91","Drive through","Church & McKinley (NE Corner),1","7:52:31","7:52:31","7:46:40","7:46:40","0:05:51","0:05:51","10.01","1.41","1.34","","26.32","26.32"
"92","Drive through","Church & James (NE Corner),1","7:52:47","7:52:47","7:47:10","7:47:10","0:05:37","0:05:37","10.14","1.54","1.47","","29.36","29.36"
"93","Stop","Church & Russell (NE Corner),1","7:53:06","7:53:20","7:48:10","7:48:10","0:04:56","0:05:10","10.23","1.66","1.56","","17.31","17.31"
"94","Drive through","Church & Garfield (NE Corner),1","7:53:38","7:53:38","7:48:40","7:48:40","0:04:58","0:04:58","10.34","1.76","1.68","","23.37","23.37"
"95","Stop","Church & Draper (NE Corner),1","7:53:50","7:54:02","7:49:10","7:49:10","0:04:40","0:04:52","10.39","1.82","1.72","","13.43","13.43"
"96","Drive through","Church & Fair (NE Corner),1","7:54:20","7:54:20","7:50:10","7:50:10","0:04:10","0:04:10","10.52","1.93","1.85","","25.98","25.98"
"97","Drive through","Church & Victor (NE Corner),1","7:54:35","7:54:35","7:51:10","7:51:10","0:03:25","0:03:25","10.65","2.06","1.99","","32.37","32.37"
"98","Stop","Church & Mattis (NE Corner),1","7:54:50","7:55:01","7:51:40","7:51:40","0:03:10","0:03:21","10.70","2.15","2.04","","11.79","11.79"
"99","Stop without doors","","7:55:09","7:55:25","","","","","10.72","","2.06","","","8.67"
"100","Drive through","Country Fair Dr. & Park (NW Corner),4","7:56:20","7:56:20","7:52:40","7:52:40","0:03:40","0:03:40","11.08","2.49","2.41","","17.14","23.35"
"101","Stop without doors","","7:56:33","7:56:59","","","","","11.11","","2.45","","","9.64"
"102","Drive through","Social Security (West Side),1","7:57:15","7:57:15","7:53:10","7:53:10","0:04:05","0:04:05","11.19","2.61","2.53","","7.61","18.32"
"103","Stop","Country Fair Dr at Gramercy (West Side),1","7:57:31","7:57:42","7:53:30","7:53:30","0:04:01","0:04:12","11.26","2.67","2.60","","14.55","14.55"
"104","Stop","Springfield & Country Fair Dr. (SE Far),6","7:59:13","7:59:51","7:54:22","7:54:22","0:04:51","0:05:29","11.44","2.88","2.78","","7.16","7.16"
"105","Stop","Springfield at Round Barn (SW Corner),3","8:00:20","8:00:30","7:54:37","7:54:37","0:05:43","0:05:53","11.59","3.03","2.93","","18.98","18.98"
"106","Drive through","Springfield & Mattis (SW Corner),3","8:00:48","8:00:48","7:55:22","7:55:22","0:05:26","0:05:26","11.69","3.12","3.03","","19.39","19.39"
"107","Drive through","Mattis & Round Barn (NW Corner),4","8:01:23","8:01:23","7:56:22","7:56:22","0:05:01","0:05:01","11.86","3.27","3.19","","17.07","17.07"
"108","Stop","Round Barn Road (North Side),2","8:01:48","8:01:48","7:57:00","7:57:00","0:04:48","0:04:48","11.97","3.45","3.31","","17.01","17.01"
"109","Trip","Line ORANGE, Block 602","","8:02:27","","7:58:00","","","11.97","","0.00","Pattern: [@2.0.86175868@]ORANGE 13","","0.00"
"110","Stop","Round Barn Road (North Side),2","8:02:27","8:02:27","7:58:00","7:58:00","0:04:27","0:04:27","11.97","0.00","0.00","","0.00",""
"111","Stop","Round Barn & Country Fair Dr. (NE),1","8:02:38","8:02:49","7:58:30","7:58:30","0:04:08","0:04:19","12.12","0.15","0.16","","49.22","49.22"
"112","Stop with doors","","8:03:19","8:03:36","","","","","12.23","","0.26","","","12.31"
"113","Drive through","Springfield & Country Fair Dr. (SE),2","8:03:41","8:03:41","7:59:00","7:59:00","0:04:41","0:04:41","12.24","0.26","0.27","","7.92","8.51"
"114","Stop","Country Fair Dr at Gramercy (East Side),2","8:04:11","8:04:27","7:59:30","7:59:30","0:04:41","0:04:57","12.39","0.41","0.42","","17.60","17.60"
"115","Drive through","Social Security (East Side),2","8:04:45","8:04:45","8:00:10","8:00:10","0:04:35","0:04:35","12.48","0.49","0.51","","19.02","19.02"
"116","Stop without doors","","8:05:33","8:05:48","","","","","12.72","","0.75","","","18.23"
"117","Drive through","University & Victor (SW Corner),3","8:06:18","8:06:18","8:02:00","8:02:00","0:04:18","0:04:18","12.91","0.89","0.94","","16.72","22.67"
"118","Stop","University & Fair (SW Corner),3","8:06:34","8:06:47","8:02:20","8:02:20","0:04:14","0:04:27","12.98","1.02","1.02","","16.22","16.22"
"119","Drive through","University & Draper (SW Corner),3","8:07:05","8:07:05","8:03:00","8:03:00","0:04:05","0:04:05","13.12","1.14","1.16","","27.97","27.97"
"120","Drive through","University & Russell (SW Corner),3","8:07:24","8:07:24","8:03:20","8:03:20","0:04:04","0:04:04","13.29","1.29","1.32","","30.73","30.73"
"121","Stop","University & James (SW Corner),3","8:07:43","8:07:49","8:03:40","8:03:40","0:04:03","0:04:09","13.37","1.42","1.40","","16.60","16.60"
"122","Drive through","University & McKinley (SW Corner),3","8:08:08","8:08:08","8:04:00","8:04:00","0:04:08","0:04:08","13.52","1.55","1.56","","28.61","28.61"
"123","Drive through","University & Willis (SW Corner),3","8:08:23","8:08:23","8:04:20","8:04:20","0:04:03","0:04:03","13.66","1.67","1.70","","33.56","33.56"
"124","Drive through","University & Prospect (SW Corner),3","8:08:41","8:08:41","8:05:00","8:05:00","0:03:41","0:03:41","13.75","1.77","1.78","","17.78","17.78"
"125","Stop","University & New (SW Corner),3","8:09:26","8:09:33","8:06:00","8:06:00","0:03:26","0:03:33","13.94","1.99","1.97","","15.07","15.07"
"126","Stop","University & Lynn (SW Corner),3","8:09:58","8:10:16","8:07:00","8:07:00","0:02:58","0:03:16","14.07","2.12","2.10","","18.80","18.80"
"127","Drive through","University & Elm (SW Corner),3","8:10:29","8:10:29","8:07:40","8:07:40","0:02:49","0:02:49","14.18","2.21","2.21","","28.74","28.74"
"128","Drive through","University & Prairie (SW Corner),3","8:10:42","8:10:42","8:08:10","8:08:10","0:02:32","0:02:32","14.27","2.30","2.30","","26.50","26.50"
"129","Drive through","University & Randolph (SW Corner),3","8:11:14","8:11:14","8:08:35","8:08:35","0:02:39","0:02:39","14.45","2.47","2.48","","20.42","20.42"
"130","Stop","University & Neil (SW Corner),3","8:11:30","8:12:10","8:09:00","8:09:00","0:02:30","0:03:10","14.50","2.56","2.53","","9.65","9.65"
"131","Stop","Illinois Terminal (Platform A),1","8:12:54","8:13:35","8:10:00","8:10:00","0:02:54","0:03:35","14.68","2.73","2.71","","14.90","14.90"
"132","Stop without doors","","8:14:37","8:14:49","","","","","14.81","","2.85","","","7.94"
"133","Stop without doors","","8:15:21","8:15:29","","","","","14.95","","2.98","","","15.31"
"134","Drive through","University & Second (SE Far Side),6","8:15:59","8:15:59","8:11:50","8:11:50","0:04:09","0:04:09","15.14","3.17","3.17","","11.53","22.60"
"135","Stop","University & Fourth (SW Corner),3","8:16:18","8:16:26","8:12:40","8:12:40","0:03:38","0:03:46","15.25","3.33","3.28","","20.73","20.73"
"136","Stop","University & Sixth (SW Corner),3","8:16:54","8:17:07","8:13:30","8:13:30","0:03:24","0:03:37","15.41","3.49","3.44","","20.38","20.38"
"137","Drive through","Park & Wright (SE Corner),2","8:17:51","8:17:51","8:13:55","8:13:55","0:03:56","0:03:56","15.58","3.65","3.61","","14.39","14.39"
"138","Drive through","Park & Romine (SW Corner),3","8:18:11","8:18:11","8:14:20","8:14:20","0:03:51","0:03:51","15.67","3.73","3.70","","15.55","15.55"
"139","Drive through","Goodwin & Park (SW Corner),3","8:18:45","8:18:45","8:15:10","8:15:10","0:03:35","0:03:35","15.84","3.89","3.87","","18.10","18.10"
"140","Stop","University & Harvey (SE Far Side),6","8:19:23","8:19:27","8:15:50","8:15:50","0:03:33","0:03:37","16.00","4.08","4.03","","15.19","15.19"
"141","Stop without doors","","8:19:48","8:21:07","","","","","16.10","","4.13","","","17.47"
"142","Drive through","Lincoln & Park (SE Corner),2","8:21:25","8:21:25","8:16:20","8:16:20","0:05:05","0:05:05","16.19","4.27","4.22","","5.84","17.90"
"143","Drive through","Church & Busey (SW Corner),3","8:22:03","8:22:03","8:16:45","8:16:45","0:05:18","0:05:18","16.39","4.47","4.42","","18.72","18.72"
"144","Drive through","Coler & Church (SW Corner),3","8:22:18","8:22:18","8:17:10","8:17:10","0:05:08","0:05:08","16.44","4.53","4.47","","11.34","11.34"
"145","Stop","Church & Orchard (SW Corner),3","8:22:34","8:22:43","8:18:00","8:18:00","0:04:34","0:04:43","16.48","4.60","4.51","","10.49","10.49"
"146","Drive through","Park & Central (SW Corner),3","8:23:24","8:23:24","8:19:04","8:19:04","0:04:20","0:04:20","16.73","4.82","4.76","","21.56","21.56"
"147","Stop without doors","","8:24:12","8:25:26","","","","","16.91","","4.94","","","13.47"
"148","Drive through","Broadway & Park (SW Corner),3","8:25:30","8:25:30","8:20:08","8:20:08","0:05:22","0:05:22","16.91","5.00","4.94","","5.28","4.48"
"149","Drive through","Broadway & University (SW Far Side),7","8:25:47","8:25:47","8:20:48","8:20:48","0:04:59","0:04:59","17.01","5.10","5.04","","20.40","20.40"
"150","Stop","Save A Lot (West Side),1","8:26:14","8:26:39","8:21:18","8:21:18","0:04:56","0:05:21","17.08","5.21","5.11","","8.79","8.79"
"151","Stop without doors","","8:27:10","8:27:27","","","","","17.19","","5.22","","","13.43"
"152","Stop","Lincoln Square Garage East,1","8:27:43","8:28:04","8:23:00","8:23:00","0:04:43","0:05:04","17.23","5.37","5.26","","8.85","9.37"
"153","Drive through","Vine & Water (SE Corner),2","8:29:40","8:29:40","8:24:55","8:24:55","0:04:45","0:04:45","17.67","5.81","5.70","","16.53","16.53"
"154","Drive through","University & Vine (SE Corner),2","8:30:06","8:30:06","8:25:50","8:25:50","0:04:16","0:04:16","17.85","6.00","5.89","","25.13","25.13"
"155","Drive through","University & Maple (SW Corner),3","8:30:22","8:30:22","8:26:20","8:26:20","0:04:02","0:04:02","17.99","6.13","6.02","","30.20","30.20"
"156","Drive through","University & Sycamore (South Side),3","8:30:31","8:30:31","8:26:50","8:26:50","0:03:41","0:03:41","18.09","6.23","6.12","","39.28","39.28"
"157","Drive through","University & Hickory (South Side),3","8:30:50","8:30:50","8:27:40","8:27:40","0:03:10","0:03:10","18.26","6.40","6.29","","33.09","33.09"
"158","Drive through","University & Cottage Grove (SW Corner),3","8:30:57","8:30:57","8:28:00","8:28:00","0:02:57","0:02:57","18.33","6.48","6.36","","33.24","33.24"
"159","Drive through","Ambucs Park (South Side),1","8:31:18","8:31:18","8:28:35","8:28:35","0:02:43","0:02:43","18.53","6.67","6.56","","35.37","35.37"
"160","Stop without doors","","8:31:37","8:31:53","","","","","18.64","","6.67","","","20.02"
"161","Drive through","University & Lierman (NE Far Side),5","8:32:07","8:32:07","8:29:10","8:29:10","0:02:57","0:02:57","18.70","6.85","6.73","","12.51","16.62"
"162","Drive through","Butzow & Lierman (SE Corner),2","8:32:30","8:32:30","8:30:00","8:30:00","0:02:30","0:02:30","18.80","6.95","6.83","","14.79","14.79"
"163","Drive through","Butzow at Guardian West (NE Corner),1","8:32:58","8:32:58","8:30:25","8:30:25","0:02:33","0:02:33","18.99","7.13","7.02","","24.45","24.45"
"164","Drive through","Guardian Dr. & Butzow (SW Corner),3","8:33:21","8:33:21","8:31:05","8:31:05","0:02:16","0:02:16","19.09","7.26","7.12","","15.66","15.66"
"165","Stop without doors","","8:33:36","8:34:12","","","","","19.14","","7.17","","","11.49"
"166","Drive through","U.S. 150 & University (NW Corner),4","8:34:14","8:34:14","8:31:40","8:31:40","0:02:34","0:02:34","19.14","7.32","7.17","","3.55","7.83"
"167","Drive through","U.S. 150 & Dale (South Side),3","8:34:52","8:34:52","8:32:40","8:32:40","0:02:12","0:02:12","19.37","7.55","7.40","","21.67","21.67"
"168","Stop","Smith & U.S. 150 (SW Corner),3","8:35:03","8:35:10","8:33:00","8:33:00","0:02:03","0:02:10","19.41","7.63","7.44","","13.02","13.02"
"169","Drive through","U.S. 150 & Dodson (NE Far Side),5","8:36:04","8:36:04","8:35:00","8:35:00","0:01:04","0:01:04","19.79","7.99","7.82","","25.48","25.48"
"170","Trip","Line ORANGE, Block 602","","8:36:04","","8:35:00","","","19.79","","0.00","Pattern: [@2.0.86175868@]6WIT->CF","","0.00"
"171","Drive through","U.S. 150 & Dodson (NE Far Side),5","8:36:04","8:36:04","8:35:00","8:35:00","0:01:04","0:01:04","19.79","0.00","0.00","","0.00",""
"172","Drive through","Dodson East & Slayback (SE Corner),2","8:36:53","8:36:53","8:35:40","8:35:40","0:01:13","0:01:13","20.00","0.21","0.22","","15.57","15.57"
"173","Drive through","Slayback & Ira (NW Far Side),8","8:37:19","8:37:19","8:36:00","8:36:00","0:01:19","0:01:19","20.17","0.38","0.38","","23.06","23.06"
"174","Drive through","Slayback & McGee (NE Corner),1","8:37:31","8:37:31","8:36:35","8:36:35","0:00:56","0:00:56","20.25","0.47","0.46","","24.42","24.42"
"175","Drive through","Smith & Carrie (NW Corner),4","8:38:04","8:38:04","8:36:55","8:36:55","0:01:09","0:01:09","20.43","0.64","0.65","","19.73","19.73"
"176","Drive through","Smith & U.S. 150 (NW Corner),4","8:38:20","8:38:20","8:37:10","8:37:10","0:01:10","0:01:10","20.51","0.73","0.72","","17.62","17.62"
"177","Drive through","U.S. 150 & Dale (NE Corner),1","8:38:37","8:38:37","8:37:40","8:37:40","0:00:57","0:00:57","20.64","0.85","0.85","","27.64","27.64"
"178","Drive through","U.S. 150 & University (NW Far Side),8","8:39:10","8:39:10","8:38:40","8:38:40","0:00:30","0:00:30","20.88","1.08","1.09","","25.90","25.90"
"179","Drive through","University & Lierman (NE Corner),1","8:39:36","8:39:36","8:39:40","8:39:40","-0:00:04","-0:00:04","21.13","1.36","1.34","","34.85","34.85"
"180","Drive through","Ambucs Park (North Side),2","8:39:49","8:39:49","8:40:20","8:40:20","-0:00:31","-0:00:31","21.27","1.51","1.49","","39.24","39.24"
"181","Drive through","University & Cottage Grove (NE Corner),1","8:40:17","8:40:17","8:41:00","8:48:00","-0:00:43","-0:07:43","21.46","1.70","1.68","","24.61","24.61"
"182","Stop","University & Hickory (NE Corner),1","8:40:34","8:49:32","8:48:15","8:48:15","-0:07:41","0:01:17","21.51","1.78","1.73","","10.53","10.53"
"183","Stop without doors","","8:49:48","8:50:03","","","","","21.54","","1.76","","","6.72"
"184","Stop","University & Sycamore (NE Corner),1","8:50:56","8:51:09","8:49:05","8:49:05","0:01:51","0:02:04","21.87","1.95","2.09","","15.53","22.59"
