"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"101","Stop","Park & Romine (SW Corner),3","8:32:11","8:32:25","8:29:20","8:29:20","0:02:51","0:03:05","14.10","1.00","0.98","","5.37",""
"102","Stop","Goodwin & Park (SW Corner),3","8:32:57","8:33:03","8:30:04","8:30:04","0:02:53","0:02:59","14.26","1.16","1.14","","18.04","18.04"
"103","Drive through","University & Harvey (SE Far Side),6","8:33:46","8:33:46","8:30:48","8:30:48","0:02:58","0:02:58","14.46","1.35","1.34","","17.28","17.28"
"104","Drive through","Lincoln & Park (SE Corner),2","8:34:20","8:34:20","8:31:32","8:31:32","0:02:48","0:02:48","14.67","1.54","1.55","","21.72","21.72"
"105","Stop without doors","","8:34:27","8:34:56","","","","","14.68","","1.56","","","5.76"
"106","Drive through","Church & Busey (SW Corner),3","8:35:27","8:35:27","8:32:04","8:32:04","0:03:23","0:03:23","14.86","1.74","1.74","","10.15","20.64"
"107","Stop","Coler & Church (SW Corner),3","8:35:34","8:35:39","8:32:26","8:32:26","0:03:08","0:03:13","14.87","1.80","1.75","","5.44","5.44"
"108","Drive through","Church & Orchard (SW Corner),3","8:35:58","8:35:58","8:33:00","8:33:00","0:02:58","0:02:58","14.95","1.87","1.83","","15.78","15.78"
"109","Stop","Park & Central (SW Corner),3","8:36:40","8:36:45","8:33:40","8:33:40","0:03:00","0:03:05","15.15","2.09","2.03","","17.31","17.31"
"110","Drive through","Broadway & Park (SW Corner),3","8:37:19","8:37:19","8:34:20","8:34:20","0:02:59","0:02:59","15.35","2.27","2.24","","21.39","21.39"
"111","Stop without doors","","8:37:27","8:38:19","","","","","15.37","","2.25","","","8.39"
"112","Drive through","Broadway & University (SW Far Side),7","8:38:34","8:38:34","8:35:00","8:35:00","0:03:34","0:03:34","15.46","2.37","2.34","","4.87","19.84"
"113","Drive through","Save A Lot (West Side),1","8:38:58","8:38:58","8:35:30","8:35:30","0:03:28","0:03:28","15.57","2.48","2.45","","17.43","17.43"
"114","Drive through","Main & Vine (SW Corner),3","8:39:58","8:39:58","8:37:00","8:37:00","0:02:58","0:02:58","15.82","2.72","2.70","","15.03","15.03"
"115","Stop","Lincoln Square Courthouse,2","8:40:35","8:40:35","8:38:00","8:38:00","0:02:35","0:02:35","15.96","2.88","2.85","","13.85","13.85"
"116","Trip","Line ORANGEHOPPER, Block 603","","8:40:53","","8:40:00","","","15.96","","0.00","Pattern: [@15.0.68513410@]63","","0.00"
"117","Stop","Lincoln Square Courthouse,2","8:40:53","8:40:53","8:40:00","8:40:00","0:00:53","0:00:53","15.96","0.00","0.00","","0.00",""
"118","Stop","Save A Lot (East Side),2","8:41:25","8:41:35","8:40:24","8:40:24","0:01:01","0:01:11","16.12","0.18","0.17","","18.04","18.04"
"119","Drive through","Broadway & University (SE Corner),2","8:41:56","8:41:56","8:40:42","8:40:42","0:01:14","0:01:14","16.24","0.27","0.28","","19.18","19.18"
"120","Stop","Broadway & Park (NW Far Side),8","8:42:23","8:43:01","8:41:00","8:41:00","0:01:23","0:02:01","16.33","0.40","0.38","","13.09","13.09"
"121","Drive through","Park & Central (NE Corner),1","8:43:21","8:43:21","8:41:39","8:41:39","0:01:42","0:01:42","16.50","0.54","0.54","","30.54","30.54"
"122","Stop","Church & Orchard (NE Corner),1","8:44:05","8:44:18","8:42:21","8:42:21","0:01:44","0:01:57","16.70","0.76","0.74","","16.07","16.07"
"123","Drive through","Coler & Church (NE Corner),1","8:44:37","8:44:37","8:42:47","8:42:47","0:01:50","0:01:50","16.79","0.83","0.83","","16.60","16.60"
"124","Drive through","Church & Busey (NE Corner),1","8:44:47","8:44:47","8:43:08","8:43:08","0:01:39","0:01:39","16.86","0.90","0.90","","24.84","24.84"
"125","Stop without doors","","8:45:07","8:45:17","","","","","16.96","","1.00","","","17.79"
"126","Stop without doors","","8:45:42","8:46:09","","","","","17.03","","1.07","","","11.19"
"127","Drive through","Lincoln & Park (West Side),4","8:46:22","8:46:22","8:43:48","8:43:48","0:02:34","0:02:34","17.06","1.09","1.10","","7.66","7.06"
"128","Drive through","Campus Circle (North Side),2","8:46:47","8:46:47","8:44:36","8:44:36","0:02:11","0:02:11","17.22","1.28","1.26","","23.18","23.18"
"129","Drive through","University & Goodwin (NE Corner),1","8:47:03","8:47:03","8:45:27","8:45:27","0:01:36","0:01:36","17.33","1.40","1.37","","24.05","24.05"
"130","Drive through","Goodwin & Park (NW Far Side),8","8:47:22","8:47:22","8:46:18","8:46:18","0:01:04","0:01:04","17.41","1.49","1.45","","16.25","16.25"
"131","Drive through","Park & Romine (North Side),1","8:47:55","8:47:55","8:47:09","8:47:09","0:00:46","0:00:46","17.56","1.63","1.60","","16.14","16.14"
"132","Stop","Park & Wright (NE Corner),1","8:48:09","8:48:28","8:48:00","8:48:00","0:00:09","0:00:28","17.62","1.72","1.66","","15.02","15.02"
"133","Stop without doors","","8:48:43","8:49:29","","","","","17.67","","1.71","","","12.38"
"134","Drive through","University & Sixth (NW Far Side),8","8:49:53","8:49:53","8:48:00","8:48:00","0:01:53","0:01:53","17.80","1.88","1.84","","7.58","19.11"
"135","Stop without doors","","8:50:12","8:50:27","","","","","17.92","","1.96","","","23.08"
"136","Drive through","University & Fourth (NE Corner),1","8:50:36","8:50:36","8:49:40","8:49:40","0:00:56","0:00:56","17.96","2.03","2.00","","13.58","16.16"
"137","Drive through","University & Second (NE Corner),1","8:50:57","8:50:57","8:50:30","8:50:30","0:00:27","0:00:27","18.15","2.21","2.19","","33.13","33.13"
"138","Stop without doors","","8:51:55","8:52:18","","","","","18.35","","2.39","","","12.08"
"139","Stop","Illinois Terminal (Platform A),1","8:52:34","8:52:34","8:52:00","8:52:00","0:00:34","0:00:34","18.38","2.49","2.42","","8.24","6.16"
"140","Trip","Line ORANGEHOPPER, Block 603","","8:55:49","","8:55:00","","","18.38","","0.00","Pattern: [@15.0.68513410@]21","","0.00"
"141","Stop","Illinois Terminal (Platform A),1","8:55:49","8:55:49","8:55:00","8:55:00","0:00:49","0:00:49","18.38","0.00","0.00","","0.00",""
"142","Stop with doors","","8:55:59","8:56:49","","","","","18.42","","0.05","","","16.33"
"143","Drive through","University & Second (SE Far Side),6","8:58:13","8:58:13","8:56:24","8:56:24","0:01:49","0:01:49","18.83","0.44","0.46","","11.27","17.37"
"144","Drive through","University & Fourth (SW Corner),3","8:58:40","8:58:40","8:57:08","8:57:08","0:01:32","0:01:32","18.98","0.60","0.61","","20.05","20.05"
"145","Drive through","University & Sixth (SW Corner),3","8:58:57","8:58:57","8:57:52","8:57:52","0:01:05","0:01:05","19.13","0.76","0.76","","33.03","33.03"
"146","Stop without doors","","8:59:09","8:59:39","","","","","19.18","","0.81","","","15.48"
"147","Stop","Park & Wright (SE Corner),2","9:00:02","9:00:02","8:58:36","8:58:36","0:01:26","0:01:26","19.29","0.92","0.92","","8.57","16.15"
"148","Drive through","Park & Romine (SW Corner),3","9:00:22","9:00:22","8:59:20","8:59:20","0:01:02","0:01:02","19.37","1.00","1.00","","14.32","14.32"
"149","Stop","Goodwin & Park (SW Corner),3","9:00:47","9:00:56","9:00:04","9:00:04","0:00:43","0:00:52","19.50","1.16","1.13","","19.33","19.33"
"150","Drive through","University & Harvey (SE Far Side),6","9:01:24","9:01:24","9:00:48","9:00:48","0:00:36","0:00:36","19.71","1.35","1.34","","27.01","27.01"
"151","Stop without doors","","9:01:42","9:02:21","","","","","19.80","","1.43","","","17.78"
"152","Drive through","Lincoln & Park (SE Corner),2","9:02:42","9:02:42","9:01:32","9:01:32","0:01:10","0:01:10","19.92","1.54","1.55","","9.55","20.24"
"153","Drive through","Church & Busey (SW Corner),3","9:03:09","9:03:09","9:02:04","9:02:04","0:01:05","0:01:05","20.08","1.74","1.71","","22.13","22.13"
"154","Drive through","Coler & Church (SW Corner),3","9:03:23","9:03:23","9:02:26","9:02:26","0:00:57","0:00:57","20.13","1.80","1.76","","12.15","12.15"
"155","Drive through","Church & Orchard (SW Corner),3","9:03:41","9:03:41","9:03:00","9:03:00","0:00:41","0:00:41","20.21","1.87","1.84","","15.29","15.29"
"156","Drive through","Park & Central (SW Corner),3","9:04:21","9:04:21","9:03:40","9:03:40","0:00:41","0:00:41","20.44","2.09","2.07","","20.98","20.98"
"157","Drive through","Broadway & Park (SW Corner),3","9:04:51","9:04:51","9:04:20","9:04:20","0:00:31","0:00:31","20.61","2.27","2.24","","20.66","20.66"
"158","Stop without doors","","9:04:56","9:05:53","","","","","20.62","","2.25","","","2.24"
"159","Drive through","Broadway & University (SW Far Side),7","9:06:08","9:06:08","9:05:00","9:05:00","0:01:08","0:01:08","20.71","2.37","2.34","","4.39","21.78"
"160","Drive through","Save A Lot (West Side),1","9:06:30","9:06:30","9:05:30","9:05:30","0:01:00","0:01:00","20.82","2.48","2.45","","18.51","18.51"
"161","Stop without doors","","9:06:48","9:07:24","","","","","20.89","","2.52","","","14.67"
"162","Stop","Lincoln Square Garage East,1","9:07:40","9:08:15","9:08:00","9:08:00","-0:00:20","0:00:15","20.94","2.64","2.57","","6.11","10.21"
"163","Stop with doors","","9:08:49","9:08:57","","","","","21.07","","2.70","","","14.28"
"164","Drive through","Vine & Water (SE Corner),2","9:09:52","9:09:52","9:10:15","9:10:15","-0:00:23","-0:00:23","21.38","3.08","3.01","","16.29","19.89"
"165","Drive through","University & Vine (SE Corner),2","9:10:15","9:10:15","9:11:15","9:11:15","-0:01:00","-0:01:00","21.55","3.27","3.18","","27.92","27.92"
"166","Drive through","University & Maple (SW Corner),3","9:10:29","9:10:29","9:11:40","9:11:40","-0:01:11","-0:01:11","21.68","3.40","3.31","","33.24","33.24"
"167","Drive through","University & Sycamore (South Side),3","9:10:38","9:10:38","9:12:00","9:12:00","-0:01:22","-0:01:22","21.79","3.50","3.42","","41.76","41.76"
"168","Drive through","University & Hickory (South Side),3","9:10:55","9:10:55","9:12:40","9:12:40","-0:01:45","-0:01:45","21.96","3.67","3.59","","36.19","36.19"
"169","Stop","University & Cottage Grove (1101),9","9:11:25","9:11:25","9:13:00","9:13:00","-0:01:35","-0:01:35","22.07","3.83","3.70","","13.20","13.20"
"170","Trip","Line ORANGE, Block 603","","9:18:23","","9:18:00","","","22.07","","0.00","Pattern: [@2.0.86175868@]25","","0.00"
"171","Stop","University & Cottage Grove (1101),9","9:18:23","9:18:23","9:18:00","9:18:00","0:00:23","0:00:23","22.07","0.00","0.00","","0.00",""
"172","Drive through","University & Hickory (NE Corner),1","9:18:59","9:18:59","9:18:35","9:18:35","0:00:24","0:00:24","22.30","0.21","0.24","","23.49","23.49"
"173","Drive through","University & Sycamore (NE Corner),1","9:19:15","9:19:15","9:19:25","9:19:25","-0:00:10","-0:00:10","22.49","0.38","0.42","","41.25","41.25"
"174","Drive through","University & Maple (NE Corner),1","9:19:20","9:19:20","9:19:50","9:19:50","-0:00:30","-0:00:30","22.55","0.48","0.48","","41.61","41.61"
"175","Stop without doors","","9:19:38","9:19:55","","","","","22.65","","0.59","","","21.75"
"176","Drive through","University & Vine (SW Far Side),7","9:20:12","9:20:12","9:21:20","9:21:20","-0:01:08","-0:01:08","22.75","0.67","0.69","","14.37","20.93"
"177","Drive through","Vine & Water (NW Corner),4","9:20:26","9:20:26","9:22:00","9:22:00","-0:01:34","-0:01:34","22.88","0.81","0.81","","31.80","31.80"
"178","Drive through","Main & Vine (NW Corner),4","9:20:40","9:20:40","9:22:40","9:22:40","-0:02:00","-0:02:00","22.94","0.88","0.88","","16.30","16.30"
"179","Stop","Lincoln Square Courthouse,2","9:21:32","9:28:29","9:25:00","9:25:00","-0:03:28","0:03:29","23.13","1.09","1.06","","13.08","13.08"
"180","Stop","Save A Lot (East Side),2","9:28:57","9:29:21","9:26:26","9:26:26","0:02:31","0:02:55","23.29","1.27","1.22","","20.54","20.54"
"181","Drive through","Broadway & University (SE Corner),2","9:29:42","9:29:42","9:26:46","9:26:46","0:02:56","0:02:56","23.39","1.36","1.33","","17.79","17.79"
"182","Stop without doors","","9:29:51","9:30:53","","","","","23.41","","1.35","","","8.70"
"183","Drive through","Broadway & Park (NW Far Side),8","9:31:17","9:31:17","9:27:06","9:27:06","0:04:11","0:04:11","23.52","1.49","1.46","","5.00","16.50"
"184","Drive through","Park & Central (NE Corner),1","9:31:39","9:31:39","9:27:50","9:27:50","0:03:49","0:03:49","23.67","1.63","1.61","","24.51","24.51"
"185","Drive through","Church & Orchard (NE Corner),1","9:32:39","9:32:39","9:28:34","9:28:34","0:04:05","0:04:05","23.90","1.85","1.84","","13.65","13.65"
"186","Drive through","Coler & Church (NE Corner),1","9:32:54","9:32:54","9:29:18","9:29:18","0:03:36","0:03:36","23.96","1.92","1.89","","13.28","13.28"
