"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"17","Stop","Curtis & Meadow (SE Corner),2","7:09:26","7:09:30","7:08:04","7:08:04","0:01:22","0:01:26","9.11","1.09","1.06","","13.96","13.96"
"18","Drive through","Cherry Hills & Curtis (NE Far Side),5","7:10:07","7:10:07","7:09:34","7:09:34","0:00:33","0:00:33","9.30","1.26","1.25","","18.69","18.69"
"19","Stop","Cherry Hills & Pine Valley (SE Corner),2","7:10:36","7:10:54","7:10:04","7:10:04","0:00:32","0:00:50","9.44","1.43","1.39","","16.90","16.90"
"20","Stop","Timbergate & Cherry Hills (SE Corner),2","7:11:39","7:12:08","7:10:49","7:10:49","0:00:50","0:01:19","9.66","1.65","1.61","","17.60","17.60"
"21","Drive through","Wedgewood & Timbergate (SE Corner),2","7:12:52","7:12:52","7:11:24","7:11:24","0:01:28","0:01:28","9.86","1.83","1.81","","16.63","16.63"
"22","Drive through","Lakeview & Wedgewood (SW Corner),3","7:13:23","7:13:23","7:11:54","7:11:54","0:01:29","0:01:29","10.00","1.97","1.95","","16.75","16.75"
"23","Drive through","Lakeview & Worthington (SE Corner),2","7:13:34","7:13:34","7:12:18","7:12:18","0:01:16","0:01:16","10.08","2.07","2.03","","25.22","25.22"
"24","Drive through","Cherry Hills & Lakeview (SE Corner),2","7:14:11","7:14:11","7:12:52","7:12:52","0:01:19","0:01:19","10.25","2.24","2.20","","16.21","16.21"
"25","Stop","Cherry Hills & Applewood (SW Corner),3","7:14:31","7:14:39","7:13:29","7:13:29","0:01:02","0:01:10","10.33","2.34","2.27","","13.87","13.87"
"26","Stop","Windsor & Cherry Hills (SE Corner),2","7:15:10","7:15:55","7:14:00","7:14:00","0:01:10","0:01:55","10.45","2.47","2.40","","14.15","14.15"
"27","Drive through","Windsor & Crossing Ct. (NE Corner),1","7:16:17","7:16:17","7:14:20","7:14:20","0:01:57","0:01:57","10.60","2.60","2.55","","25.02","25.02"
"28","Drive through","Windsor & Lakewood (NE Corner),1","7:16:22","7:16:22","7:14:30","7:14:30","0:01:52","0:01:52","10.65","2.65","2.60","","35.80","35.80"
"29","Drive through","Windsor & Duncan (NE Corner),1","7:16:39","7:16:39","7:14:45","7:14:45","0:01:54","0:01:54","10.74","2.74","2.69","","19.08","19.08"
"30","Drive through","Duncan & Crossing Ct. (SE Corner),2","7:16:47","7:16:47","7:14:55","7:14:55","0:01:52","0:01:52","10.79","2.78","2.74","","20.70","20.70"
"31","Drive through","Duncan & Valleybrook (SE Corner),2","7:17:02","7:17:02","7:15:15","7:15:15","0:01:47","0:01:47","10.93","2.92","2.88","","34.75","34.75"
"32","Drive through","Duncan & Prairie Meadow (SE Corner),2","7:17:15","7:17:15","7:15:45","7:15:45","0:01:30","0:01:30","11.07","3.06","3.02","","38.38","38.38"
"33","Drive through","Duncan & Stoneybrook (NW Far Side),8","7:17:54","7:17:54","7:16:25","7:16:25","0:01:29","0:01:29","11.28","3.26","3.23","","19.22","19.22"
"34","Drive through","Moraine & Lake Shore (SE Corner),2","7:18:24","7:18:24","7:16:55","7:16:55","0:01:29","0:01:29","11.39","3.41","3.34","","13.80","13.80"
"35","Drive through","Lakeshore & Maynard (NE Corner),1","7:19:19","7:19:19","7:17:42","7:17:42","0:01:37","0:01:37","11.64","3.65","3.59","","16.40","16.40"
"36","Drive through","Coventry & Maynard (SE Corner),2","7:19:51","7:19:51","7:18:19","7:18:19","0:01:32","0:01:32","11.81","3.82","3.76","","18.81","18.81"
"37","Stop","Coventry & Roxford (SE Corner),2","7:20:22","7:20:36","7:19:01","7:19:01","0:01:21","0:01:35","11.97","4.02","3.92","","18.33","18.33"
"38","Stop","Halifax & Maynard (SW Corner),3","7:21:26","7:21:43","7:20:00","7:20:00","0:01:26","0:01:43","12.21","4.26","4.16","","17.63","17.63"
"39","Drive through","Kirby & Duncan (SW Corner),3","7:22:50","7:22:50","7:21:00","7:21:00","0:01:50","0:01:50","12.49","4.51","4.44","","14.69","14.69"
"40","Drive through","Kirby & Bellepark (SW Corner),3","7:22:59","7:22:59","7:21:30","7:21:30","0:01:29","0:01:29","12.56","4.61","4.51","","29.09","29.09"
"41","Stop","Kirby & Stratford (SW Corner),3","7:23:13","7:23:24","7:21:55","7:21:55","0:01:18","0:01:29","12.60","4.68","4.55","","11.83","11.83"
"42","Drive through","Kirby & Scottsdale (SW Corner),3","7:23:54","7:23:54","7:22:55","7:22:55","0:00:59","0:00:59","12.85","4.90","4.80","","29.68","29.68"
"43","Drive through","Kirby & Kenwood (South Side),3","7:24:07","7:24:07","7:23:35","7:23:35","0:00:32","0:00:32","12.97","5.02","4.92","","33.90","33.90"
"44","Drive through","Kirby & Carolyn (SW Corner),3","7:24:11","7:24:11","7:23:50","7:23:50","0:00:21","0:00:21","13.01","5.07","4.96","","33.56","33.56"
"45","Drive through","Crescent & Greendale (SE Corner),2","7:25:08","7:25:08","7:25:15","7:25:15","-0:00:07","-0:00:07","13.34","5.37","5.29","","20.69","20.69"
"46","Drive through","Crescent & Sangamon (SE Corner),2","7:25:46","7:25:46","7:26:00","7:26:00","-0:00:14","-0:00:14","13.47","5.52","5.42","","12.07","12.07"
"47","Stop with doors","","7:26:38","7:27:17","","","","","13.61","","5.56","","","10.16"
"48","Stop","Crescent & William (SE Corner),2","7:28:08","7:28:26","7:27:15","7:27:15","0:00:53","0:01:11","13.89","5.78","5.84","","10.84","19.83"
"49","Drive through","Crescent & John (SE),2","7:29:02","7:29:02","7:28:15","7:28:15","0:00:47","0:00:47","14.10","5.97","6.05","","20.57","20.57"
"50","Drive through","John & Hollycrest (SW Corner),3","7:29:31","7:29:31","7:28:40","7:28:40","0:00:51","0:00:51","14.19","6.04","6.14","","10.80","10.80"
"51","Drive through","John & Frank (SW Corner),3","7:29:39","7:29:39","7:29:00","7:29:00","0:00:39","0:00:39","14.25","6.11","6.20","","30.20","30.20"
"52","Stop without doors","","7:30:01","7:30:44","","","","","14.36","","6.31","","","16.99"
"53","Stop","Round Barn Road (North Side),2","7:31:55","7:34:12","7:31:00","7:32:00","0:00:55","0:02:12","14.66","6.54","6.61","","10.88","15.57"
"54","Stop","Round Barn & Country Fair Dr. (NE),1","7:34:22","7:34:32","7:32:29","7:32:29","0:01:53","0:02:03","14.81","6.68","6.76","","52.80","52.80"
"55","Stop","Springfield & Country Fair Dr. (SE),2","7:34:57","7:35:09","7:32:54","7:32:54","0:02:03","0:02:15","14.91","6.79","6.86","","13.61","13.61"
"56","Drive through","Springfield at Round Barn (SW Corner),3","7:35:42","7:35:42","7:33:39","7:33:39","0:02:03","0:02:03","15.15","7.00","7.10","","26.85","26.85"
"57","Drive through","Springfield & Mattis (SW Corner),3","7:35:58","7:35:58","7:33:59","7:33:59","0:01:59","0:01:59","15.23","7.09","7.18","","16.92","16.92"
"58","Stop without doors","","7:36:01","7:36:33","","","","","15.23","","7.18","","","0.00"
"59","Drive through","Springfield & Mattis (NE),9","7:36:54","7:36:54","7:34:24","7:34:24","0:02:30","0:02:30","15.37","7.22","7.32","","9.03","24.08"
"60","Stop","Springfield & Westlawn (SW Corner),3","7:37:21","7:37:34","7:35:00","7:35:00","0:02:21","0:02:34","15.52","7.40","7.47","","20.30","20.30"
"61","Stop","Springfield & Russell (SW Corner),3","7:38:08","7:38:21","7:35:40","7:35:40","0:02:28","0:02:41","15.73","7.62","7.68","","22.51","22.51"
"62","Stop","Springfield & James (SW Corner),3","7:38:45","7:38:57","7:36:05","7:36:05","0:02:40","0:02:52","15.86","7.74","7.81","","18.74","18.74"
"63","Drive through","Springfield & McKinley (SW Corner),3","7:39:15","7:39:15","7:36:30","7:36:30","0:02:45","0:02:45","16.00","7.87","7.95","","28.71","28.71"
"64","Stop","Springfield & Willis (SW Corner),3","7:39:37","7:39:47","7:37:00","7:37:00","0:02:37","0:02:47","16.11","7.99","8.06","","17.49","17.49"
"65","Stop without doors","","7:40:10","7:40:33","","","","","16.22","","8.16","","","16.93"
"66","Drive through","Springfield & Pine (SW Corner),3","7:40:58","7:40:58","7:38:01","7:38:01","0:02:57","0:02:57","16.37","8.23","8.32","","13.24","22.02"
"67","Stop with doors","","7:41:11","7:41:28","","","","","16.42","","8.37","","","13.77"
"68","Drive through","Springfield & New (SW Corner),3","7:41:33","7:41:33","7:38:34","7:38:34","0:02:59","0:02:59","16.43","8.32","8.38","","6.78","11.64"
"69","Stop","Springfield & Lynn (SW Corner),3","7:41:56","7:42:09","7:39:06","7:39:06","0:02:50","0:03:03","16.55","8.45","8.49","","17.41","17.41"
"70","Stop","Springfield & Prairie (SW Corner),3","7:42:39","7:43:05","7:39:53","7:39:53","0:02:46","0:03:12","16.72","8.63","8.67","","21.18","21.18"
"71","Drive through","State & Springfield (SW Corner),3","7:43:20","7:43:20","7:40:21","7:40:21","0:02:59","0:02:59","16.83","8.71","8.78","","26.10","26.10"
"72","Drive through","Randolph & Springfield (SW Corner),3","7:43:31","7:43:31","7:40:46","7:40:46","0:02:45","0:02:45","16.92","8.80","8.87","","28.27","28.27"
"73","Stop without doors","","7:43:47","7:44:37","","","","","16.98","","8.93","","","13.71"
"74","Drive through","Neil & Springfield (SW Corner),3","7:44:46","7:44:46","7:41:11","7:41:11","0:03:35","0:03:35","17.00","8.89","8.95","","4.15","10.20"
"75","Drive through","Neil & Healey (NW Corner),4","7:44:54","7:44:54","7:42:01","7:42:01","0:02:53","0:02:53","17.06","8.94","9.01","","24.33","24.33"
"76","Stop without doors","","7:45:11","7:45:19","","","","","17.11","","9.06","","","11.19"
"77","Stop","Green & Neil (SE Far Side),6","7:45:41","7:45:53","7:43:06","7:43:06","0:02:35","0:02:47","17.17","9.08","9.12","","8.95","10.48"
"78","Stop","Green & Locust (SW Corner),3","7:46:16","7:46:28","7:43:30","7:43:30","0:02:46","0:02:58","17.29","9.22","9.24","","18.58","18.58"
"79","Stop","Green & Second (SW Corner),3","7:47:01","7:47:21","7:44:20","7:44:20","0:02:41","0:03:01","17.46","9.39","9.41","","18.44","18.44"
"80","Stop","Green & Fourth (SW Corner),3","7:47:56","7:48:15","7:45:20","7:45:20","0:02:36","0:02:55","17.64","9.57","9.59","","18.60","18.60"
"81","Stop","Green & Sixth (SW Corner),3","7:48:42","7:49:04","7:46:00","7:46:00","0:02:42","0:03:04","17.78","9.74","9.73","","17.98","17.98"
"82","Stop without doors","","7:49:18","7:49:31","","","","","17.81","","9.76","","","9.27"
"83","Stop","Illini Union (South Side Shelter),1","7:50:20","7:51:36","7:47:00","7:48:00","0:03:20","0:03:36","18.01","9.88","9.96","","10.98","14.38"
"84","Stop without doors","","7:51:52","7:52:54","","","","","18.15","","10.10","","","31.88"
"85","Drive through","Green & Goodwin (SW Corner),3","7:52:59","7:52:59","7:48:58","7:48:58","0:04:01","0:04:01","18.17","10.08","10.12","","6.90","12.53"
"86","Stop with doors","","7:53:12","7:53:22","","","","","18.20","","10.15","","","9.47"
"87","Stop","Green & Gregory (South Side),3","7:53:56","7:54:03","7:49:28","7:49:28","0:04:28","0:04:35","18.33","10.26","10.28","","10.37","13.76"
"88","Stop without doors","","7:54:51","7:55:27","","","","","18.49","","10.44","","","11.80"
"89","Drive through","Lincoln & Illinois (NW Corner),4","7:55:32","7:55:32","7:49:58","7:49:58","0:05:34","0:05:34","18.51","10.42","10.46","","7.14","13.87"
"90","Drive through","Lincoln & Oregon (NW Corner),4","7:55:59","7:55:59","7:50:28","7:50:28","0:05:31","0:05:31","18.66","10.57","10.61","","20.14","20.14"
"91","Stop","LAR (West Side),1","7:56:31","7:56:49","7:50:58","7:50:58","0:05:33","0:05:51","18.84","10.78","10.79","","20.42","20.42"
"92","Stop without doors","","7:57:25","7:57:41","","","","","19.07","","11.02","","","22.62"
"93","Drive through","Lincoln & St. Mary's (NW Corner),4","7:58:38","7:58:38","7:52:08","7:52:08","0:06:30","0:06:30","19.55","11.43","11.49","","23.26","30.18"
"94","Drive through","Lincoln at Japan House (West Side),4","7:59:10","7:59:10","7:52:38","7:52:38","0:06:32","0:06:32","19.71","11.62","11.66","","18.88","18.88"
"95","Stop","Vet-Med (Basic Science Building),1","7:59:49","7:59:49","7:53:00","7:53:00","0:06:49","0:06:49","19.78","11.74","11.73","","6.60","6.60"
"96","Dead run inter","Line GREEN EXPRESS ALT, Block 506","","8:00:44","","7:53:00","","","19.78","","0.00","Pattern: [VETMED:1][CPRSPTSTLWTR:2]","","0.00"
"97","Stop","Vet-Med (Basic Science Building),1","8:00:44","8:00:44","7:53:00","7:53:00","0:07:44","0:07:44","19.78","0.00","0.00","","0.00",""
"98","Stop without doors","","8:01:15","8:01:45","","","","","19.87","","0.09","","","10.25"
"99","Stop without doors","","8:06:12","8:06:39","","","","","21.92","","2.14","","","27.65"
"100","Stop without doors","","8:09:03","8:09:23","","","","","23.42","","3.64","","","37.35"
"101","Drive through","Cyprus Point & Stillwater Landing (SE),2","8:11:06","8:11:06","8:01:00","8:01:00","0:10:06","0:10:06","24.04","3.79","4.26","","24.64","21.83"
"102","Trip","Line GREEN, Block 506","","8:11:06","","8:10:00","","","24.04","","0.00","Pattern: [@15.0.63192321@]25","","0.00"
"103","Drive through","Cyprus Point & Stillwater Landing (SE),2","8:11:06","8:11:06","8:10:00","8:10:00","0:01:06","0:01:06","24.04","0.00","0.00","","0.00",""
"104","Drive through","Stone Creek & Stillwater Landing (NE),1","8:11:32","8:11:32","8:10:30","8:10:30","0:01:02","0:01:02","24.14","0.12","0.10","","13.08","13.08"
"105","Drive through","Stone Creek & Venturi (SE Corner),2","8:12:09","8:12:09","8:11:15","8:11:15","0:00:54","0:00:54","24.36","0.33","0.32","","21.89","21.89"
"106","Drive through","Stone Creek & Bohn (SE Corner),2","8:12:57","8:12:57","8:12:30","8:12:30","0:00:27","0:00:27","24.69","0.65","0.66","","24.94","24.94"
"107","Stop","Florida & Smith (SE Corner),2","8:13:45","8:14:10","8:13:15","8:13:15","0:00:30","0:00:55","24.93","0.96","0.89","","17.48","17.48"
"108","Drive through","Florida & Bermuda (NE Corner),1","8:14:33","8:14:33","8:13:45","8:13:45","0:00:48","0:00:48","25.12","1.13","1.09","","30.93","30.93"
"109","Drive through","Florida & Kinch (NE Corner),1","8:14:45","8:14:45","8:14:05","8:14:05","0:00:40","0:00:40","25.23","1.24","1.19","","30.95","30.95"
"110","Drive through","Florida & Curtiss (NE Corner),1","8:15:00","8:15:00","8:14:35","8:14:35","0:00:25","0:00:25","25.33","1.34","1.29","","24.31","24.31"
"111","Drive through","Florida & James Cherry (NE Corner),1","8:15:23","8:15:23","8:15:10","8:15:10","0:00:13","0:00:13","25.45","1.45","1.41","","18.29","18.29"
"112","Drive through","Florida & Adams (NE Corner),1","8:16:11","8:16:11","8:15:40","8:15:40","0:00:31","0:00:31","25.64","1.64","1.61","","14.92","14.92"
"113","Stop without doors","","8:16:25","8:16:37","","","","","25.67","","1.64","","","7.83"
"114","Stop","Florida & Philo (NE Corner),1","8:16:49","8:17:56","8:16:00","8:16:00","0:00:49","0:01:56","25.69","1.73","1.65","","4.13","3.92"
"115","Drive through","Sunnycrest Mall (North Side),2","8:18:12","8:18:12","8:16:31","8:16:31","0:01:41","0:01:41","25.79","1.83","1.76","","24.05","24.05"
"116","Stop","Florida & Linden (NE Corner),1","8:18:26","8:18:53","8:16:54","8:16:54","0:01:32","0:01:59","25.84","1.89","1.81","","12.31","12.31"
"117","Stop","Florida & Cottage Grove (NE Corner),1","8:19:12","8:19:25","8:17:21","8:17:21","0:01:51","0:02:04","25.95","2.00","1.91","","19.90","19.90"
"118","Drive through","Cottage Grove & Penn (SE Corner),2","8:20:01","8:20:01","8:17:51","8:17:51","0:02:10","0:02:10","26.09","2.12","2.05","","13.92","13.92"
"119","Drive through","Pennsylvania Ct. (South Side),1","8:20:15","8:20:15","8:18:18","8:18:18","0:01:57","0:01:57","26.19","2.22","2.15","","25.41","25.41"
"120","Stop","Penn & Anderson (NE Corner),1","8:20:41","8:20:53","8:18:45","8:18:45","0:01:56","0:02:08","26.30","2.38","2.27","","16.35","16.35"
"121","Stop","Anderson & Michigan (SE Corner),2","8:21:07","8:21:32","8:19:12","8:19:12","0:01:55","0:02:20","26.35","2.43","2.32","","12.63","12.63"
"122","Stop","Anderson & Fairlawn (NW Far Side),8","8:22:02","8:22:12","8:19:42","8:19:42","0:02:20","0:02:30","26.49","2.57","2.45","","16.63","16.63"
"123","Drive through","Fairlawn (North Side),2","8:22:41","8:22:41","8:20:09","8:20:09","0:02:32","0:02:32","26.63","2.69","2.59","","16.97","16.97"
"124","Stop","Vine & Fairlawn (NE Corner),1","8:23:03","8:23:28","8:20:36","8:20:36","0:02:27","0:02:52","26.72","2.80","2.69","","15.87","15.87"
"125","Drive through","Vine & Washington (SE Corner),2","8:24:13","8:24:13","8:21:03","8:21:03","0:03:10","0:03:10","26.87","2.93","2.84","","11.84","11.84"
"126","Drive through","Vine & Oregon (SE Corner),2","8:24:36","8:24:36","8:21:38","8:21:38","0:02:58","0:02:58","27.01","3.09","2.97","","21.30","21.30"
"127","Drive through","Vine & Illinois (SE Corner),2","8:25:00","8:25:00","8:22:08","8:22:08","0:02:52","0:02:52","27.11","3.19","3.07","","14.73","14.73"
"128","Drive through","Vine & Green (SE Corner),2","8:25:16","8:25:16","8:22:35","8:22:35","0:02:41","0:02:41","27.21","3.30","3.18","","24.33","24.33"
"129","Stop","Lincoln Square Garage South,8","8:26:12","8:26:39","8:24:00","8:25:00","0:02:12","0:01:39","27.43","3.53","3.39","","13.63","13.63"
"130","Drive through","Green & Race (NW Corner),4","8:27:18","8:27:18","8:26:00","8:26:00","0:01:18","0:01:18","27.53","3.62","3.49","","9.64","9.64"
"131","Drive through","Green & Cedar (NE Corner),1","8:27:35","8:27:35","8:26:30","8:26:30","0:01:05","0:01:05","27.61","3.70","3.57","","16.85","16.85"
"132","Drive through","Green & Birch (NE Corner),1","8:27:50","8:27:50","8:27:00","8:27:00","0:00:50","0:00:50","27.69","3.78","3.65","","18.94","18.94"
"133","Stop","Green & Orchard (NE Corner),1","8:28:19","8:28:38","8:28:00","8:28:00","0:00:19","0:00:38","27.81","3.92","3.78","","15.28","15.28"
"134","Stop","Green & Busey (NE Corner),1","8:29:13","8:29:24","8:29:00","8:29:00","0:00:13","0:00:24","27.98","4.09","3.94","","17.20","17.20"
"135","Drive through","Green & Gregory (NW Far Side),1","8:30:11","8:30:11","8:30:00","8:30:00","0:00:11","0:00:11","28.17","4.24","4.13","","14.47","14.47"
"136","Stop without doors","","8:30:40","8:31:42","","","","","28.29","","4.25","","","14.51"
"137","Stop","Green & Goodwin (NW Far Side),8","8:32:06","8:32:21","8:31:00","8:31:00","0:01:06","0:01:21","28.37","4.47","4.33","","6.33","12.77"
"138","Stop","Illini Union (North Side Shelter),2","8:32:51","8:34:09","8:33:00","8:33:00","-0:00:09","0:01:09","28.50","4.61","4.47","","16.11","16.11"
"139","Stop","Transit Plaza (NW Platform),1","8:34:51","8:34:58","8:34:00","8:34:00","0:00:51","0:00:58","28.69","4.84","4.65","","15.98","15.98"
"140","Stop","Wright & Chalmers (NW Corner),4","8:35:24","8:35:30","8:34:20","8:34:20","0:01:04","0:01:10","28.80","4.94","4.76","","14.55","14.55"
"141","Stop without doors","","8:36:25","8:36:44","","","","","28.96","","4.92","","","10.42"
"142","Drive through","Sixth & Armory (NW Corner),4","8:36:52","8:36:52","8:35:00","8:35:00","0:01:52","0:01:52","28.99","5.12","4.95","","8.49","15.38"
"143","Stop","Sixth & Peabody (NW Corner),4","8:37:37","8:37:49","8:35:40","8:35:40","0:01:57","0:02:09","29.23","5.39","5.19","","19.19","19.19"
"144","Drive through","Pennsylvania & Sixth (NW Corner),4","8:38:13","8:38:13","8:36:00","8:36:00","0:02:13","0:02:13","29.31","5.45","5.28","","12.49","12.49"
"145","Dead run inter","Line GREEN, Block 506","","8:38:13","","8:36:00","","","29.31","","0.00","Pattern: [PA6TH:4][CPRSPTSTLWTR:2]","","0.00"
"146","Drive through","Pennsylvania & Sixth (NW Corner),4","8:38:13","8:38:13","8:36:00","8:36:00","0:02:13","0:02:13","29.31","0.00","0.00","","0.00",""
"147","Stop without doors","","8:50:18","8:51:08","","","","","33.29","","3.98","","","19.75"
"148","Drive through","Cyprus Point & Stillwater Landing (SE),2","8:51:20","8:51:20","8:46:00","8:46:00","0:05:20","0:05:20","33.32","3.90","4.01","","18.33","9.14"
"149","Trip","Line GREEN, Block 506","","8:51:21","","8:51:00","","","33.32","","0.00","Pattern: [@15.0.63192321@]25","","0.00"
"150","Drive through","Cyprus Point & Stillwater Landing (SE),2","8:51:21","8:51:21","8:51:00","8:51:00","0:00:21","0:00:21","33.32","0.00","0.00","","0.00",""
"151","Drive through","Stone Creek & Stillwater Landing (NE),1","8:51:56","8:51:56","8:51:30","8:51:30","0:00:26","0:00:26","33.41","0.12","0.10","","9.78","9.78"
"152","Drive through","Stone Creek & Venturi (SE Corner),2","8:52:40","8:52:40","8:52:15","8:52:15","0:00:25","0:00:25","33.63","0.33","0.32","","18.00","18.00"
"153","Drive through","Stone Creek & Bohn (SE Corner),2","8:53:35","8:53:35","8:53:30","8:53:30","0:00:05","0:00:05","33.94","0.65","0.63","","20.10","20.10"
"154","Drive through","Florida & Smith (SE Corner),2","8:54:51","8:54:51","8:54:15","8:54:15","0:00:36","0:00:36","34.24","0.96","0.93","","14.28","14.28"
"155","Drive through","Florida & Bermuda (NE Corner),1","8:55:16","8:55:16","8:54:45","8:54:45","0:00:31","0:00:31","34.40","1.13","1.09","","22.91","22.91"
"156","Drive through","Florida & Kinch (NE Corner),1","8:55:33","8:55:33","8:55:05","8:55:05","0:00:28","0:00:28","34.50","1.24","1.19","","21.06","21.06"
"157","Drive through","Florida & Curtiss (NE Corner),1","8:55:48","8:55:48","8:55:35","8:55:35","0:00:13","0:00:13","34.60","1.34","1.29","","23.57","23.57"
"158","Stop","Florida & James Cherry (NE Corner),1","8:56:08","8:56:22","8:56:10","8:56:10","-0:00:02","0:00:12","34.68","1.45","1.36","","14.32","14.32"
"159","Stop","Florida & Adams (NE Corner),1","8:56:58","8:57:10","8:56:40","8:56:40","0:00:18","0:00:30","34.87","1.64","1.56","","19.08","19.08"
"160","Stop","Florida & Philo (NE Corner),1","8:57:31","8:57:57","8:57:00","8:57:00","0:00:31","0:00:57","34.96","1.73","1.64","","15.02","15.02"
"161","Drive through","Sunnycrest Mall (North Side),2","8:58:12","8:58:12","8:57:31","8:57:31","0:00:41","0:00:41","35.07","1.83","1.76","","27.30","27.30"
"162","Stop","Florida & Linden (NE Corner),1","8:58:25","8:58:40","8:57:54","8:57:54","0:00:31","0:00:46","35.11","1.89","1.80","","12.22","12.22"
"163","Stop","Florida & Cottage Grove (NE Corner),1","8:59:01","8:59:15","8:58:21","8:58:21","0:00:40","0:00:54","35.22","2.00","1.91","","17.90","17.90"
"164","Stop","Cottage Grove & Penn (SE Corner),2","8:59:42","8:59:59","8:58:51","8:58:51","0:00:51","0:01:08","35.33","2.12","2.01","","14.17","14.17"
"165","Drive through","Pennsylvania Ct. (South Side),1","9:00:21","9:00:21","8:59:18","8:59:18","0:01:03","0:01:03","35.44","2.22","2.12","","18.00","18.00"
"166","Stop","Penn & Anderson (NE Corner),1","9:00:50","9:01:43","8:59:45","8:59:45","0:01:05","0:01:58","35.58","2.38","2.26","","17.75","17.75"
"167","Stop","Anderson & Michigan (SE Corner),2","9:01:58","9:02:12","9:00:12","9:00:12","0:01:46","0:02:00","35.63","2.43","2.31","","11.49","11.49"
"168","Stop","Anderson & Fairlawn (NW Far Side),8","9:02:41","9:02:50","9:00:42","9:00:42","0:01:59","0:02:08","35.77","2.57","2.45","","17.28","17.28"
"169","Drive through","Fairlawn (North Side),2","9:03:11","9:03:11","9:01:09","9:01:09","0:02:02","0:02:02","35.90","2.69","2.59","","23.12","23.12"
"170","Stop","Vine & Fairlawn (NE Corner),1","9:03:33","9:04:20","9:01:36","9:01:36","0:01:57","0:02:44","36.00","2.80","2.68","","16.07","16.07"
"171","Stop","Vine & Washington (SE Corner),2","9:04:45","9:04:53","9:02:03","9:02:03","0:02:42","0:02:50","36.11","2.93","2.80","","16.83","16.83"
"172","Drive through","Vine & Oregon (SE Corner),2","9:05:18","9:05:18","9:02:38","9:02:38","0:02:40","0:02:40","36.28","3.09","2.97","","24.34","24.34"
"173","Stop","Vine & Illinois (SE Corner),2","9:05:38","9:06:06","9:03:08","9:03:08","0:02:30","0:02:58","36.37","3.19","3.06","","15.44","15.44"
"174","Drive through","Vine & Green (SE Corner),2","9:06:23","9:06:23","9:03:35","9:03:35","0:02:48","0:02:48","36.49","3.30","3.18","","26.19","26.19"
"175","Stop","Lincoln Square Garage South,8","9:07:27","9:08:22","9:05:00","9:06:00","0:02:27","0:02:22","36.70","3.53","3.39","","11.75","11.75"
"176","Drive through","Green & Race (NW Corner),4","9:09:06","9:09:06","9:07:00","9:07:00","0:02:06","0:02:06","36.82","3.62","3.50","","9.36","9.36"
"177","Drive through","Green & Cedar (NE Corner),1","9:09:21","9:09:21","9:07:30","9:07:30","0:01:51","0:01:51","36.90","3.70","3.58","","19.24","19.24"
