"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"56","Drive through","Springfield & Willis (SW Corner),3","7:02:35","7:02:35","7:01:30","7:01:30","0:01:05","0:01:05","15.07","7.10","7.03","","28.81","28.81"
"57","Drive through","Springfield & Pine (SW Corner),3","7:03:09","7:03:09","7:02:40","7:02:40","0:00:29","0:00:29","15.32","7.33","7.28","","26.39","26.39"
"58","Stop","Springfield & New (SW Corner),3","7:03:21","7:03:32","7:03:05","7:03:05","0:00:16","0:00:27","15.35","7.42","7.31","","7.83","7.83"
"59","Drive through","Springfield & Lynn (SW Corner),3","7:03:55","7:03:55","7:03:32","7:03:32","0:00:23","0:00:23","15.49","7.56","7.45","","22.86","22.86"
"60","Stop","Springfield & Prairie (SW Corner),3","7:04:23","7:04:38","7:04:12","7:04:12","0:00:11","0:00:26","15.65","7.73","7.61","","20.46","20.46"
"61","Stop","State & Springfield (SW Corner),3","7:04:57","7:05:13","7:04:38","7:04:38","0:00:19","0:00:35","15.74","7.82","7.70","","16.13","16.13"
"62","Drive through","Randolph & Springfield (SW Corner),3","7:05:29","7:05:29","7:05:05","7:05:05","0:00:24","0:00:24","15.84","7.91","7.80","","23.91","23.91"
"63","Stop without doors","","7:05:48","7:06:15","","","","","15.91","","7.87","","","12.60"
"64","Drive through","Neil & Springfield (SW Corner),3","7:06:24","7:06:24","7:05:31","7:05:31","0:00:53","0:00:53","15.93","7.99","7.89","","5.86","9.20"
"65","Drive through","Neil & Healey (NW Corner),4","7:06:33","7:06:33","7:05:48","7:05:48","0:00:45","0:00:45","15.99","8.05","7.95","","22.13","22.13"
"66","Drive through","Green & Neil (NW Far Side),8","7:07:06","7:07:06","7:06:14","7:06:14","0:00:52","0:00:52","16.13","8.18","8.09","","15.80","15.80"
"67","Stop","Green & Locust (SW Corner),3","7:07:28","7:07:39","7:06:41","7:06:41","0:00:47","0:00:58","16.23","8.32","8.19","","15.26","15.26"
"68","Stop","Green & Second (SW Corner),3","7:08:24","7:08:35","7:07:50","7:07:50","0:00:34","0:00:45","16.40","8.49","8.36","","13.58","13.58"
"69","Stop","Green & Fourth (SW Corner),3","7:09:13","7:09:24","7:08:50","7:08:50","0:00:23","0:00:34","16.58","8.68","8.54","","17.14","17.14"
"70","Stop","Green & Sixth (SW Corner),3","7:09:53","7:10:05","7:09:20","7:09:20","0:00:33","0:00:45","16.71","8.85","8.67","","16.20","16.20"
"71","Stop without doors","","7:10:26","7:10:47","","","","","16.75","","8.71","","","6.93"
"72","Stop","Illini Union (South Side Shelter),1","7:11:38","7:12:04","7:10:00","7:10:00","0:01:38","0:02:04","16.94","8.99","8.90","","9.19","13.91"
"73","Drive through","Green & Goodwin (SW Far Side),7","7:12:31","7:12:31","7:10:00","7:10:00","0:02:31","0:02:31","17.14","9.18","9.10","","25.44","25.44"
"74","Stop","Chemical & Life Sciences,1","7:13:14","7:13:24","7:11:32","7:11:32","0:01:42","0:01:52","17.28","9.32","9.23","","11.71","11.71"
"75","Drive through","Goodwin & Nevada (NW Corner),4","7:14:04","7:14:04","7:12:02","7:12:02","0:02:02","0:02:02","17.40","9.45","9.36","","11.19","11.19"
"76","Stop","Goodwin & Gregory (NW Corner),4","7:14:27","7:14:39","7:12:31","7:12:31","0:01:56","0:02:08","17.49","9.57","9.45","","14.20","14.20"
"77","Drive through","Gregory at Mumford Hall,2","7:15:12","7:15:12","7:13:01","7:13:01","0:02:11","0:02:11","17.61","9.67","9.57","","12.82","12.82"
"78","Drive through","Gregory at Library (North Side),2","7:16:00","7:16:00","7:13:30","7:13:30","0:02:30","0:02:30","17.78","9.83","9.74","","13.15","13.15"
"79","Stop without doors","","7:16:48","7:17:17","","","","","18.00","","9.96","","","16.50"
"80","Drive through","Fourth & Gregory (SW Far Side),7","7:17:37","7:17:37","7:14:00","7:14:00","0:03:37","0:03:37","18.08","10.11","10.04","","10.87","13.09"
"81","Dead run inter","Line GREEN EXPRESS, Block 14","","7:17:37","","7:14:00","","","18.08","","0.00","Pattern: [4THGRG:7][E14:2]","","0.00"
"82","Drive through","Fourth & Gregory (SW Far Side),7","7:17:37","7:17:37","7:14:00","7:14:00","0:03:37","0:03:37","18.08","0.00","0.00","","0.00",""
"83","Stop with doors","","7:17:55","7:17:58","","","","","18.10","","0.03","","","5.35"
"84","Stop","Lot E-14 (North Shelter),2","7:21:22","7:21:22","7:16:51","7:16:51","0:04:31","0:04:31","18.97","0.95","0.90","","14.29","15.29"
"85","Trip","Line YELLOW, Block 14","","7:21:39","","7:20:00","","","18.97","","0.00","Pattern: 1N YELLOW 5","","0.00"
"86","Stop","Lot E-14 (North Shelter),2","7:21:39","7:21:39","7:20:00","7:20:00","0:01:39","0:01:39","18.97","0.00","0.00","","0.00",""
"87","Stop","Kirby & Oak (SE Corner),2","7:22:23","7:22:57","7:20:21","7:20:21","0:02:02","0:02:36","19.16","0.20","0.19","","15.26","15.26"
"88","Drive through","First & Stadium (SE Corner),2","7:24:31","7:24:31","7:22:14","7:22:14","0:02:17","0:02:17","19.65","0.68","0.69","","18.95","18.95"
"89","Drive through","First & Gregory (SE Corner),2","7:24:48","7:24:48","7:22:34","7:22:34","0:02:14","0:02:14","19.71","0.76","0.75","","13.43","13.43"
"90","Stop","Gregory at Ikenberry Commons (South),1","7:25:30","7:25:47","7:23:30","7:23:30","0:02:00","0:02:17","19.92","0.98","0.96","","17.95","17.95"
"91","Stop without doors","","7:26:04","7:26:35","","","","","19.98","","1.01","","","11.58"
"92","Drive through","Fourth & Armory (SE Corner),2","7:27:07","7:27:07","7:24:45","7:24:45","0:02:22","0:02:22","20.08","1.13","1.12","","7.19","11.82"
"93","Drive through","Armory & Wright (South Side),3","7:28:03","7:28:03","7:26:45","7:26:45","0:01:18","0:01:18","20.34","1.37","1.38","","16.66","16.66"
"94","Stop","Transit Plaza (SE Platform),4","7:28:50","7:29:06","7:28:00","7:28:00","0:00:50","0:01:06","20.51","1.57","1.55","","12.90","12.90"
"95","Stop without doors","","7:29:52","7:30:06","","","","","20.62","","1.66","","","8.86"
"96","Stop","Wright & Healey (East Side),2","7:30:27","7:30:34","7:30:00","7:30:00","0:00:27","0:00:34","20.69","1.79","1.73","","8.07","11.72"
"97","Stop without doors","","7:31:01","7:32:04","","","","","20.79","","1.83","","","13.84"
"98","Stop","White & Wright (SE Corner),2","7:32:32","7:32:39","7:30:30","7:30:30","0:02:02","0:02:09","20.91","2.00","1.95","","6.73","15.02"
"99","Drive through","White Street Mid-Block (North Side),2","7:33:28","7:33:28","7:31:30","7:31:30","0:01:58","0:01:58","21.15","2.20","2.19","","17.72","17.72"
"100","Drive through","White & Second (NE Corner),1","7:33:59","7:33:59","7:32:30","7:32:30","0:01:29","0:01:29","21.37","2.43","2.41","","25.19","25.19"
"101","Stop","White & First (NE Corner),1","7:34:12","7:34:15","7:33:00","7:33:00","0:01:12","0:01:15","21.42","2.51","2.46","","14.63","14.63"
"102","Stop","Illinois Terminal (Platform C),5","7:35:33","7:35:33","7:35:00","7:35:00","0:00:33","0:00:33","21.68","2.78","2.72","","11.91","11.91"
"103","Trip","Line YELLOW, Block 14","","7:42:02","","7:40:00","","","21.68","","0.00","Pattern: YELLOW 10","","0.00"
"104","Stop","Illinois Terminal (Platform C),5","7:42:02","7:42:02","7:40:00","7:40:00","0:02:02","0:02:02","21.68","0.00","0.00","","0.00",""
"105","Stop without doors","","7:42:50","7:43:03","","","","","21.76","","0.09","","","6.16"
"106","Drive through","Walnut & Logan (NE Corner),1","7:43:19","7:43:19","7:40:54","7:40:54","0:02:25","0:02:25","21.80","0.13","0.12","","5.44","7.69"
"107","Stop without doors","","7:43:30","7:43:47","","","","","21.81","","0.14","","","5.29"
"108","Drive through","Walnut & University (SE Corner),2","7:44:00","7:44:00","7:41:12","7:41:12","0:02:48","0:02:48","21.86","0.20","0.19","","5.68","13.43"
"109","Drive through","Main & Walnut (SE Corner),2","7:44:27","7:44:27","7:41:36","7:41:36","0:02:51","0:02:51","21.97","0.31","0.30","","14.59","14.59"
"110","Drive through","Walnut & Washington (SE Corner),2","7:44:51","7:44:51","7:41:48","7:41:48","0:03:03","0:03:03","22.13","0.46","0.46","","24.61","24.61"
"111","Drive through","Walnut & Columbia (SE Corner),2","7:45:17","7:45:17","7:42:00","7:42:00","0:03:17","0:03:17","22.21","0.54","0.53","","10.16","10.16"
"112","Stop without doors","","7:45:38","7:45:46","","","","","22.28","","0.60","","","12.36"
"113","Drive through","Neil & Columbia (NE Corner),1","7:46:01","7:46:01","7:42:24","7:42:24","0:03:37","0:03:37","22.34","0.67","0.66","","10.53","13.58"
"114","Stop","Randolph & Columbia (NE Corner),1","7:46:15","7:46:27","7:42:36","7:42:36","0:03:39","0:03:51","22.38","0.75","0.71","","11.51","11.51"
"115","Drive through","Randolph & Vine (SE Corner),2","7:46:46","7:46:46","7:42:48","7:42:48","0:03:58","0:03:58","22.46","0.82","0.79","","15.43","15.43"
"116","Drive through","Randolph & Tremont (East Side),2","7:47:31","7:47:31","7:43:12","7:43:12","0:04:19","0:04:19","22.65","0.99","0.97","","14.62","14.62"
"117","Drive through","Randolph & Eureka (East Side),2","7:47:42","7:47:42","7:43:30","7:43:30","0:04:12","0:04:12","22.70","1.05","1.02","","17.29","17.29"
"118","Stop","Randolph & Beardsley (SE),2","7:47:55","7:48:12","7:43:48","7:43:48","0:04:07","0:04:24","22.74","1.12","1.06","","10.50","10.50"
"119","Drive through","Randolph & Bradley (SE Corner),2","7:48:27","7:48:27","7:44:06","7:44:06","0:04:21","0:04:21","22.80","1.17","1.13","","16.26","16.26"
"120","Stop without doors","","7:48:43","7:48:53","","","","","22.85","","1.17","","","10.21"
"121","Drive through","Bradley & Neil (SW Corner),3","7:49:04","7:49:04","7:44:24","7:44:24","0:04:40","0:04:40","22.88","1.24","1.21","","7.74","11.19"
"122","Drive through","Bradley & Hickory (SW Corner),3","7:49:15","7:49:15","7:44:42","7:44:42","0:04:33","0:04:33","22.96","1.31","1.28","","25.02","25.02"
"123","Drive through","Bradley & Champaign (SW Corner),3","7:49:33","7:49:33","7:45:18","7:45:18","0:04:15","0:04:15","23.09","1.44","1.41","","25.48","25.48"
"124","Stop without doors","","7:49:43","7:50:10","","","","","23.11","","1.43","","","8.06"
"125","Drive through","Market & Garwood (SE Corner),2","7:50:36","7:50:36","7:45:45","7:45:45","0:04:51","0:04:51","23.24","1.59","1.56","","8.60","17.73"
"126","Drive through","Market & Roper (NE Far Side),5","7:50:55","7:50:55","7:46:12","7:46:12","0:04:43","0:04:43","23.38","1.73","1.71","","27.67","27.67"
"127","Stop","Market & Tulip Tree (SE Corner),2","7:51:18","7:51:28","7:46:39","7:46:39","0:04:39","0:04:49","23.51","1.90","1.84","","20.53","20.53"
"128","Drive through","Barnes & Noble Books (East Side),2","7:51:57","7:51:57","7:47:15","7:47:15","0:04:42","0:04:42","23.77","2.13","2.10","","32.17","32.17"
"129","Drive through","Market & Marketview (NW Far Side),8","7:52:20","7:52:20","7:47:33","7:47:33","0:04:47","0:04:47","23.93","2.28","2.25","","24.32","24.32"
"130","Stop","Marketview at Marketview Center,2","7:52:40","7:52:48","7:47:51","7:47:51","0:04:49","0:04:57","24.04","2.44","2.37","","20.47","20.47"
"131","Drive through","Neil & Marketview (NE Corner),1","7:53:08","7:53:08","7:48:00","7:48:00","0:05:08","0:05:08","24.11","2.49","2.44","","12.98","12.98"
"132","Drive through","Neil & Center Dr.,2","7:53:38","7:53:38","7:48:18","7:48:18","0:05:20","0:05:20","24.28","2.65","2.61","","20.29","20.29"
"133","Drive through","Market Place & Convenience Dr. (SW),3","7:54:03","7:54:03","7:48:36","7:48:36","0:05:27","0:05:27","24.43","2.84","2.75","","20.67","20.67"
"134","Stop","Market Place Southeast (South Side),3","7:54:19","7:54:29","7:48:54","7:48:54","0:05:25","0:05:35","24.51","2.94","2.83","","17.90","17.90"
"135","Drive through","Market Place and Wilbur (SE Corner),2","7:54:45","7:54:45","7:49:10","7:49:10","0:05:35","0:05:35","24.59","3.01","2.91","","18.04","18.04"
"136","Drive through","Market Place North Entrance (East Side),2","7:55:16","7:55:16","7:49:40","7:49:40","0:05:36","0:05:36","24.79","3.19","3.11","","23.31","23.31"
"137","Stop","Market Place (NE Mall Entrance),1","7:55:45","7:55:59","7:50:00","7:50:00","0:05:45","0:05:59","24.92","3.35","3.24","","15.97","15.97"
"138","Drive through","Market Place North Entrance (East Side),2","7:56:56","7:56:56","7:51:00","7:51:00","0:05:56","0:05:56","25.17","3.58","3.50","","16.06","16.06"
"139","Drive through","Market Place West (West Side),4","7:58:06","7:58:06","7:52:45","7:52:45","0:05:21","0:05:21","25.60","3.99","3.92","","21.89","21.89"
"140","Stop without doors","","7:58:44","7:59:03","","","","","25.72","","4.05","","","11.95"
"141","Drive through","Town Center & Neil (NE Corner),1","7:59:15","7:59:15","7:53:25","7:53:25","0:05:50","0:05:50","25.77","4.17","4.09","","8.92","13.43"
"142","Stop without doors","","7:59:33","7:59:48","","","","","25.85","","4.17","","","16.41"
"143","Drive through","Town Center & Moreland (NE Corner),1","7:59:57","7:59:57","7:53:55","7:53:55","0:06:02","0:06:02","25.89","4.30","4.22","","10.71","17.15"
"144","Drive through","Town Center & Menards (NE Corner),1","8:00:11","8:00:11","7:54:25","7:54:25","0:05:46","0:05:46","25.98","4.42","4.31","","23.17","23.17"
"145","Stop","Town Center at Target (NE Corner),1","8:00:35","8:00:44","7:55:05","7:55:05","0:05:30","0:05:39","26.11","4.57","4.44","","19.86","19.86"
"146","Stop without doors","","8:01:11","8:01:40","","","","","26.24","","4.57","","","16.82"
"147","Stop","Town Center at Meijer (North Side),8","8:02:10","8:02:20","7:56:10","7:56:10","0:06:00","0:06:10","26.38","4.84","4.70","","11.06","16.56"
"148","Drive through","Boardwalk & Town Center (NE Corner),1","8:02:40","8:02:40","7:56:40","7:56:40","0:06:00","0:06:00","26.46","4.91","4.79","","14.88","14.88"
"149","Drive through","Boardwalk & Meijer Dr. (SE Corner),2","8:03:24","8:03:24","7:58:00","7:58:00","0:05:24","0:05:24","26.75","5.17","5.07","","23.65","23.65"
"150","Drive through","Meijer Dr. at Meijer (South Side),1","8:03:39","8:03:39","7:58:25","7:58:25","0:05:14","0:05:14","26.83","5.27","5.16","","19.39","19.39"
"151","Stop without doors","","8:03:58","8:04:25","","","","","26.91","","5.24","","","15.55"
"152","Stop","Champaign Walmart (East Shelter),2","8:05:31","8:05:31","8:00:00","8:00:00","0:05:31","0:05:31","27.15","5.64","5.48","","10.35","13.09"
"153","Trip","Line YELLOW, Block 14","","8:06:19","","8:00:00","","","27.15","","0.00","Pattern: YELLOW 13","","0.00"
"154","Stop","Champaign Walmart (East Shelter),2","8:06:19","8:06:19","8:00:00","8:00:00","0:06:19","0:06:19","27.15","0.00","0.00","","0.00",""
"155","Stop without doors","","8:06:57","8:07:13","","","","","27.31","","0.16","","","15.07"
"156","Drive through","Prospect & Interstate (SW Far Side),7","8:07:26","8:07:26","8:00:33","8:00:33","0:06:53","0:06:53","27.38","0.21","0.23","","12.12","18.42"
"157","Drive through","Meijer Drive & Prospect (NW Corner),4","8:08:00","8:08:00","8:01:06","8:01:06","0:06:54","0:06:54","27.52","0.34","0.37","","15.27","15.27"
"158","Drive through","Prospect at Meijer (NW Corner),4","8:08:16","8:08:16","8:02:12","8:02:12","0:06:04","0:06:04","27.66","0.48","0.51","","30.62","30.62"
"159","Stop without doors","","8:08:34","8:08:47","","","","","27.75","","0.60","","","17.78"
"160","Drive through","Town Center at Target (SW Corner),3","8:09:12","8:09:12","8:03:48","8:03:48","0:05:24","0:05:24","27.91","0.75","0.77","","16.38","23.90"
"161","Drive through","Town Center & Menards (SW Corner),3","8:09:25","8:09:25","8:04:47","8:04:47","0:04:38","0:04:38","28.04","0.89","0.89","","34.76","34.76"
"162","Drive through","Town Center & Moreland (SW Corner),3","8:09:37","8:09:37","8:05:42","8:05:42","0:03:55","0:03:55","28.16","1.01","1.01","","35.05","35.05"
"163","Drive through","Market Place West (East Side),2","8:10:28","8:10:28","8:06:48","8:06:48","0:03:40","0:03:40","28.51","1.34","1.36","","24.87","24.87"
"164","Stop","Market Place (NE Mall Entrance),1","8:11:54","8:19:36","8:08:00","8:18:00","0:03:54","0:01:36","28.93","1.80","1.78","","17.61","17.61"
"165","Drive through","Market Place Southeast (North Side),4","8:20:37","8:20:37","8:18:30","8:18:30","0:02:07","0:02:07","29.18","2.03","2.03","","14.86","14.86"
"166","Drive through","Market Place & Convenience Dr. (NE),1","8:20:50","8:20:50","8:18:50","8:18:50","0:02:00","0:02:00","29.28","2.13","2.13","","27.02","27.02"
"167","Drive through","Market Place South,1","8:21:06","8:21:06","8:19:10","8:19:10","0:01:56","0:01:56","29.37","2.23","2.23","","21.40","21.40"
"168","Stop without doors","","8:21:32","8:22:51","","","","","29.43","","2.28","","","8.26"
"169","Drive through","Marketview at Marketview Center (SW),6","8:23:35","8:23:35","8:20:00","8:20:00","0:03:35","0:03:35","29.69","2.52","2.54","","7.59","20.80"
"170","Stop without doors","","8:24:04","8:24:20","","","","","29.84","","2.69","","","18.98"
"171","Drive through","Market & Marketview (SW Corner),3","8:24:31","8:24:31","8:20:20","8:20:20","0:04:11","0:04:11","29.88","2.72","2.73","","12.23","12.21"
"172","Drive through","Barnes & Noble Books (NW),4","8:24:45","8:24:45","8:20:40","8:20:40","0:04:05","0:04:05","29.99","2.84","2.84","","29.09","29.09"
"173","Stop without doors","","8:25:17","8:26:06","","","","","30.17","","3.02","","","20.14"
"174","Stop","Market & Tulip Tree (West Side Shelter),4","8:26:28","8:26:38","8:21:00","8:21:00","0:05:28","0:05:38","30.23","3.13","3.08","","8.47","10.38"
"175","Drive through","Market & Roper (West Side),4","8:26:57","8:26:57","8:21:40","8:21:40","0:05:17","0:05:17","30.38","3.25","3.23","","27.91","27.91"
"176","Drive through","Market & Garwood (NW Corner),4","8:27:13","8:27:13","8:22:20","8:22:20","0:04:53","0:04:53","30.51","3.38","3.36","","29.64","29.64"
"177","Drive through","Market & Bradley (NW Corner),4","8:27:38","8:27:38","8:22:40","8:22:40","0:04:58","0:04:58","30.59","3.46","3.44","","10.65","10.65"
"178","Stop","Bradley & Champaign (NE Corner),1","8:27:49","8:28:07","8:23:00","8:23:00","0:04:49","0:05:07","30.62","3.51","3.47","","9.77","9.77"
"179","Drive through","Bradley & Hickory (NE Corner),1","8:28:26","8:28:26","8:23:40","8:23:40","0:04:46","0:04:46","30.76","3.64","3.61","","27.44","27.44"
"180","Drive through","Randolph & Bradley (NE Corner),1","8:29:07","8:29:07","8:24:20","8:24:20","0:04:47","0:04:47","30.93","3.79","3.78","","14.63","14.63"
