"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"26","Stop","Fourth & Armory (SE Corner),2","7:40:24","7:40:34","7:35:00","7:35:00","0:05:24","0:05:34","6.66","2.32","1.97","","6.10","9.96"
"27","Stop","Armory & Wright (South Side),3","7:41:27","7:41:52","7:37:30","7:37:30","0:03:57","0:04:22","6.90","2.56","2.21","","16.00","16.00"
"28","Stop","Transit Plaza (SE Platform),4","7:42:47","7:42:47","7:39:00","7:39:00","0:03:47","0:03:47","7.11","2.76","2.41","","13.71","13.71"
"29","Dead run inter","Line YELLOW, Block 17","","7:43:34","","7:39:00","","","7.11","","0.00","Pattern: [PLAZA:4][E14:2]","","0.00"
"30","Stop","Transit Plaza (SE Platform),4","7:43:34","7:43:34","7:39:00","7:39:00","0:04:34","0:04:34","7.11","0.00","0.00","","0.00",""
"31","Stop without doors","","7:44:13","7:44:59","","","","","7.23","","0.12","","","10.96"
"32","Stop without doors","","7:46:07","7:46:18","","","","","7.47","","0.37","","","12.93"
"33","Stop without doors","","7:47:06","7:47:36","","","","","7.74","","0.64","","","20.23"
"34","Stop","Lot E-14 (North Shelter),2","7:50:48","7:50:48","7:42:00","7:42:00","0:08:48","0:08:48","8.85","1.78","1.74","","14.41","20.70"
"35","Trip","Line YELLOW, Block 17","","7:51:39","","7:50:00","","","8.85","","0.00","Pattern: [@14.0.51708617@]32","","0.00"
"36","Stop","Lot E-14 (North Shelter),2","7:51:39","7:51:39","7:50:00","7:50:00","0:01:39","0:01:39","8.85","0.00","0.00","","0.00",""
"37","Stop with doors","","7:51:54","7:51:58","","","","","8.88","","0.04","","","8.95"
"38","Stop","Kirby & Oak (SE Corner),2","7:52:32","7:53:36","7:51:00","7:51:00","0:01:32","0:02:36","9.03","0.20","0.19","","12.62","15.73"
"39","Stop without doors","","7:54:05","7:54:14","","","","","9.16","","0.32","","","16.05"
"40","Drive through","Fourth & Pennsylvania (SE Corner),2","7:55:59","7:55:59","7:53:30","7:53:30","0:02:29","0:02:29","9.74","0.80","0.90","","17.85","19.88"
"41","Stop with doors","","7:56:32","7:56:35","","","","","9.84","","1.00","","","10.99"
"42","Drive through","Pennsylvania at Law Building,1","7:56:49","7:56:49","7:55:00","7:55:00","0:01:49","0:01:49","9.91","1.04","1.07","","12.08","17.26"
"43","Stop","Sixth & Gregory (SE Corner),2","7:57:16","7:57:43","7:57:00","7:57:00","0:00:16","0:00:43","10.02","1.35","1.18","","15.33","15.33"
"44","Stop without doors","","7:58:05","7:58:23","","","","","10.11","","1.27","","","14.04"
"45","Stop","Armory & Wright (South Side),3","7:58:49","7:59:03","7:58:00","7:58:00","0:00:49","0:01:03","10.18","1.51","1.34","","8.58","9.90"
"46","Stop","Transit Plaza (SE Platform),4","8:00:05","8:00:50","7:59:00","7:59:00","0:01:05","0:01:50","10.39","1.70","1.55","","12.16","12.16"
"47","Stop without doors","","8:01:32","8:02:29","","","","","10.50","","1.66","","","9.80"
"48","Drive through","Wright & Healey (East Side),2","8:02:54","8:02:54","8:00:15","8:00:15","0:02:39","0:02:39","10.63","1.93","1.79","","7.00","18.26"
"49","Stop without doors","","8:03:06","8:03:45","","","","","10.67","","1.83","","","12.31"
"50","Drive through","White & Wright (SE Corner),2","8:04:20","8:04:20","8:01:00","8:01:00","0:03:20","0:03:20","10.84","2.13","2.00","","8.90","17.64"
"51","Drive through","White Street Mid-Block (North Side),2","8:04:55","8:04:55","8:02:00","8:02:00","0:02:55","0:02:55","11.07","2.34","2.23","","23.59","23.59"
"52","Stop with doors","","8:05:22","8:05:25","","","","","11.21","","2.37","","","18.81"
"53","Drive through","White & Second (NE Corner),1","8:05:39","8:05:39","8:02:30","8:02:30","0:03:09","0:03:09","11.27","2.56","2.43","","16.58","15.82"
"54","Stop","White & First (NE Corner),1","8:05:51","8:06:00","8:03:00","8:03:00","0:02:51","0:03:00","11.31","2.64","2.47","","9.14","9.14"
"55","Stop","Illinois Terminal (Platform C),5","8:07:23","8:09:38","8:05:00","8:05:00","0:02:23","0:04:38","11.62","2.92","2.78","","13.64","13.64"
"56","Stop without doors","","8:10:09","8:10:24","","","","","11.69","","2.85","","","7.94"
"57","Drive through","Walnut & Logan (NE Corner),1","8:10:42","8:10:42","8:05:18","8:05:18","0:05:24","0:05:24","11.76","3.04","2.92","","7.69","13.68"
"58","Drive through","Walnut & University (SE Corner),2","8:11:01","8:11:01","8:05:36","8:05:36","0:05:25","0:05:25","11.83","3.11","2.99","","14.13","14.13"
"59","Drive through","Main & Walnut (SE Corner),2","8:11:19","8:11:19","8:06:12","8:06:12","0:05:07","0:05:07","11.94","3.22","3.10","","22.37","22.37"
"60","Stop","Walnut & Washington (SE Corner),2","8:11:31","8:11:44","8:06:30","8:06:30","0:05:01","0:05:14","11.98","3.37","3.14","","10.07","10.07"
"61","Drive through","Walnut & Columbia (SE Corner),2","8:12:16","8:12:16","8:06:48","8:06:48","0:05:28","0:05:28","12.07","3.45","3.23","","10.84","10.84"
"62","Stop","Neil & Columbia (NE Corner),1","8:12:45","8:12:57","8:07:24","8:07:24","0:05:21","0:05:33","12.17","3.58","3.33","","12.58","12.58"
"63","Drive through","Randolph & Columbia (NE Corner),1","8:13:29","8:13:29","8:07:42","8:07:42","0:05:47","0:05:47","12.28","3.66","3.44","","11.89","11.89"
"64","Drive through","Randolph & Vine (SE Corner),2","8:13:41","8:13:41","8:08:00","8:08:00","0:05:41","0:05:41","12.34","3.73","3.50","","19.58","19.58"
"65","Drive through","Randolph & Tremont (East Side),2","8:14:24","8:14:24","8:08:36","8:08:36","0:05:48","0:05:48","12.53","3.90","3.69","","15.46","15.46"
"66","Drive through","Randolph & Eureka (East Side),2","8:14:32","8:14:32","8:08:54","8:08:54","0:05:38","0:05:38","12.58","3.96","3.74","","24.61","24.61"
"67","Stop","Randolph & Beardsley (SE),2","8:14:45","8:14:56","8:09:12","8:09:12","0:05:33","0:05:44","12.62","4.03","3.78","","9.47","9.47"
"68","Drive through","Randolph & Bradley (SE Corner),2","8:15:21","8:15:21","8:09:30","8:09:30","0:05:51","0:05:51","12.69","4.08","3.85","","9.85","9.85"
"69","Drive through","Bradley & Neil (SW Corner),3","8:15:40","8:15:40","8:09:48","8:09:48","0:05:52","0:05:52","12.76","4.15","3.92","","14.72","14.72"
"70","Drive through","Bradley & Hickory (SW Corner),3","8:15:52","8:15:52","8:10:06","8:10:06","0:05:46","0:05:46","12.84","4.22","3.99","","21.26","21.26"
"71","Stop","Bradley & Champaign (SW Corner),3","8:16:16","8:16:25","8:10:24","8:10:24","0:05:52","0:06:01","12.94","4.35","4.10","","15.29","15.29"
"72","Stop without doors","","8:16:42","8:16:56","","","","","12.99","","4.15","","","11.85"
"73","Drive through","Market & Garwood (SE Corner),2","8:17:20","8:17:20","8:10:51","8:10:51","0:06:29","0:06:29","13.11","4.50","4.27","","11.31","17.53"
"74","Drive through","Market & Roper (NE Far Side),5","8:17:42","8:17:42","8:11:18","8:11:18","0:06:24","0:06:24","13.26","4.64","4.42","","24.92","24.92"
"75","Stop","Market & Tulip Tree (SE Corner),2","8:18:08","8:18:20","8:11:45","8:11:45","0:06:23","0:06:35","13.39","4.81","4.55","","17.64","17.64"
"76","Drive through","Barnes & Noble Books (East Side),2","8:18:52","8:18:52","8:12:21","8:12:21","0:06:31","0:06:31","13.65","5.04","4.81","","29.50","29.50"
"77","Drive through","Market & Marketview (NW Far Side),8","8:19:17","8:19:17","8:12:39","8:12:39","0:06:38","0:06:38","13.80","5.19","4.96","","20.94","20.94"
"78","Stop","Marketview at Marketview Center,2","8:19:44","8:19:59","8:12:57","8:12:57","0:06:47","0:07:02","13.92","5.35","5.08","","16.99","16.99"
"79","Stop","Neil & Marketview (NE Corner),1","8:20:16","8:20:36","8:13:06","8:13:06","0:07:10","0:07:30","13.97","5.40","5.13","","10.53","10.53"
"80","Drive through","Neil & Center Dr.,2","8:21:12","8:21:12","8:13:24","8:13:24","0:07:48","0:07:48","14.15","5.56","5.31","","17.78","17.78"
"81","Drive through","Market Place & Convenience Dr. (SW),3","8:21:45","8:21:45","8:13:42","8:13:42","0:08:03","0:08:03","14.31","5.75","5.47","","17.15","17.15"
"82","Drive through","Market Place Southeast (South Side),3","8:22:00","8:22:00","8:14:00","8:14:00","0:08:00","0:08:00","14.40","5.85","5.56","","21.63","21.63"
"83","Drive through","Market Place and Wilbur (SE Corner),2","8:22:12","8:22:12","8:14:16","8:14:16","0:07:56","0:07:56","14.47","5.92","5.63","","20.32","20.32"
"84","Drive through","Market Place North Entrance (East Side),2","8:22:52","8:22:52","8:14:36","8:14:36","0:08:16","0:08:16","14.67","6.10","5.82","","17.84","17.84"
"85","Stop","Market Place (NE Mall Entrance),1","8:23:31","8:23:49","8:15:00","8:15:00","0:08:31","0:08:49","14.79","6.26","5.95","","11.99","11.99"
"86","Drive through","Market Place North Entrance (East Side),2","8:25:00","8:25:00","8:16:00","8:16:00","0:09:00","0:09:00","15.05","6.49","6.21","","12.95","12.95"
"87","Drive through","Market Place West (West Side),4","8:26:31","8:26:31","8:17:45","8:17:45","0:08:46","0:08:46","15.48","6.90","6.64","","16.89","16.89"
"88","Stop without doors","","8:27:14","8:27:48","","","","","15.60","","6.76","","","10.62"
"89","Drive through","Town Center & Neil (NE Corner),1","8:27:59","8:27:59","8:18:25","8:18:25","0:09:34","0:09:34","15.65","7.08","6.81","","7.05","14.85"
"90","Stop","Town Center & Moreland (NE Corner),1","8:28:19","8:28:49","8:18:55","8:18:55","0:09:24","0:09:54","15.72","7.21","6.88","","13.43","13.43"
"91","Stop","Town Center & Menards (NE Corner),1","8:29:16","8:29:22","8:19:25","8:19:25","0:09:51","0:09:57","15.85","7.33","7.01","","16.99","16.99"
"92","Stop","Town Center at Target (NE Corner),1","8:29:51","8:30:01","8:20:05","8:20:05","0:09:46","0:09:56","15.99","7.48","7.15","","17.67","17.67"
"93","Stop without doors","","8:30:26","8:31:10","","","","","16.11","","7.27","","","17.36"
"94","Drive through","Town Center at Meijer (North Side),8","8:31:37","8:31:37","8:21:10","8:21:10","0:10:27","0:10:27","16.29","7.75","7.45","","10.96","22.87"
"95","Stop","Boardwalk & Town Center (NE Corner),1","8:31:57","8:31:57","8:21:40","8:21:40","0:10:17","0:10:17","16.35","7.82","7.51","","11.86","11.86"
"96","Drive through","Boardwalk & Meijer Dr. (SE Corner),2","8:32:41","8:32:41","8:23:00","8:23:00","0:09:41","0:09:41","16.63","8.08","7.79","","23.09","23.09"
"97","Stop","Meijer Dr. at Meijer (South Side),1","8:32:57","8:33:10","8:23:25","8:23:25","0:09:32","0:09:45","16.68","8.18","7.84","","10.91","10.91"
"98","Stop without doors","","8:33:32","8:33:46","","","","","16.79","","7.95","","","17.09"
"99","Stop","Champaign Walmart (East Shelter),2","8:34:54","8:34:54","8:25:00","8:25:00","0:09:54","0:09:54","17.02","8.55","8.18","","11.62","12.24"
"100","Trip","Line YELLOW, Block 17","","8:35:40","","8:30:00","","","17.02","","0.00","Pattern: YELLOW 13","","0.00"
"101","Stop","Champaign Walmart (East Shelter),2","8:35:40","8:35:40","8:30:00","8:30:00","0:05:40","0:05:40","17.02","0.00","0.00","","0.00",""
"102","Drive through","Prospect & Interstate (SW Far Side),7","8:36:48","8:36:48","8:30:33","8:30:33","0:06:15","0:06:15","17.24","0.21","0.23","","11.81","11.81"
"103","Drive through","Meijer Drive & Prospect (NW Corner),4","8:37:17","8:37:17","8:31:06","8:31:06","0:06:11","0:06:11","17.38","0.34","0.37","","17.36","17.36"
"104","Drive through","Prospect at Meijer (NW Corner),4","8:37:34","8:37:34","8:32:12","8:32:12","0:05:22","0:05:22","17.52","0.48","0.50","","28.82","28.82"
"105","Stop without doors","","8:37:54","8:38:38","","","","","17.62","","0.61","","","18.57"
"106","Stop with doors","","8:39:08","8:39:11","","","","","17.75","","0.74","","","16.04"
"107","Drive through","Town Center at Target (SW Corner),3","8:39:23","8:39:23","8:33:48","8:33:48","0:05:35","0:05:35","17.80","0.75","0.79","","9.40","14.36"
"108","Drive through","Town Center & Menards (SW Corner),3","8:39:37","8:39:37","8:34:47","8:34:47","0:04:50","0:04:50","17.92","0.89","0.91","","30.36","30.36"
"109","Stop","Town Center & Moreland (SW Corner),3","8:39:57","8:41:10","8:35:42","8:35:42","0:04:15","0:05:28","18.01","1.01","1.00","","16.00","16.00"
"110","Stop without doors","","8:41:36","8:41:55","","","","","18.14","","1.12","","","17.73"
"111","Drive through","Market Place West (East Side),2","8:42:38","8:42:38","8:36:48","8:36:48","0:05:50","0:05:50","18.37","1.34","1.36","","14.90","19.77"
"112","Stop","Market Place (NE Mall Entrance),1","8:44:14","8:45:17","8:38:00","8:40:00","0:06:14","0:05:17","18.80","1.80","1.78","","15.94","15.94"
"113","Drive through","Market Place Southeast (North Side),4","8:46:17","8:46:17","8:40:30","8:40:30","0:05:47","0:05:47","19.05","2.03","2.04","","15.44","15.44"
"114","Drive through","Market Place & Convenience Dr. (NE),1","8:46:34","8:46:34","8:40:50","8:40:50","0:05:44","0:05:44","19.16","2.13","2.15","","22.24","22.24"
"115","Drive through","Market Place South,1","8:46:52","8:46:52","8:41:10","8:41:10","0:05:42","0:05:42","19.25","2.23","2.24","","18.27","18.27"
"116","Stop without doors","","8:47:16","8:47:57","","","","","19.30","","2.29","","","7.28"
"117","Drive through","Marketview at Marketview Center (SW),6","8:48:44","8:48:44","8:42:00","8:42:00","0:06:44","0:06:44","19.57","2.52","2.55","","10.13","20.42"
"118","Stop","Market & Marketview (SW Corner),3","8:49:10","8:49:16","8:42:20","8:42:20","0:06:50","0:06:56","19.70","2.72","2.69","","19.10","19.10"
"119","Drive through","Barnes & Noble Books (NW),4","8:49:32","8:49:32","8:42:40","8:42:40","0:06:52","0:06:52","19.85","2.84","2.83","","31.88","31.88"
"120","Drive through","Market & Tulip Tree (West Side Shelter),4","8:50:11","8:50:11","8:43:10","8:43:10","0:07:01","0:07:01","20.16","3.13","3.15","","28.97","28.97"
"121","Drive through","Market & Roper (West Side),4","8:50:23","8:50:23","8:43:40","8:43:40","0:06:43","0:06:43","20.24","3.25","3.23","","24.98","24.98"
"122","Drive through","Market & Garwood (NW Corner),4","8:50:38","8:50:38","8:44:10","8:44:10","0:06:28","0:06:28","20.37","3.38","3.35","","29.53","29.53"
"123","Drive through","Market & Bradley (NW Corner),4","8:50:59","8:50:59","8:44:30","8:44:30","0:06:29","0:06:29","20.44","3.46","3.43","","12.36","12.36"
"124","Drive through","Bradley & Champaign (NE Corner),1","8:51:09","8:51:09","8:44:45","8:44:45","0:06:24","0:06:24","20.49","3.51","3.48","","18.80","18.80"
"125","Drive through","Bradley & Hickory (NE Corner),1","8:51:26","8:51:26","8:45:15","8:45:15","0:06:11","0:06:11","20.62","3.64","3.61","","28.03","28.03"
"126","Stop","Randolph & Bradley (NE Corner),1","8:51:57","8:52:25","8:45:50","8:45:50","0:06:07","0:06:35","20.76","3.79","3.75","","16.39","16.39"
"127","Drive through","State & Beardsley (NW Corner),4","8:53:09","8:53:09","8:46:10","8:46:10","0:06:59","0:06:59","20.92","3.93","3.90","","12.61","12.61"
"128","Drive through","State & Tremont (NW Corner),4","8:53:27","8:53:27","8:46:40","8:46:40","0:06:47","0:06:47","21.05","4.06","4.04","","27.10","27.10"
"129","Drive through","State & Vine (NW Corner),4","8:54:10","8:54:10","8:47:10","8:47:10","0:07:00","0:07:00","21.22","4.23","4.21","","14.26","14.26"
"130","Drive through","Randolph & Columbia (SW Corner),3","8:54:49","8:54:49","8:47:40","8:47:40","0:07:09","0:07:09","21.37","4.38","4.36","","13.60","13.60"
"131","Stop","Neil & Columbia (SW Corner),3","8:55:05","8:55:32","8:48:00","8:48:00","0:07:05","0:07:32","21.42","4.46","4.41","","11.19","11.19"
"132","Stop","Neil & Washington (NW Corner),4","8:55:51","8:55:59","8:48:10","8:48:10","0:07:41","0:07:49","21.48","4.53","4.47","","11.54","11.54"
"133","Stop","Neil & Hill (NW Corner),4","8:56:19","8:56:29","8:48:30","8:48:30","0:07:49","0:07:59","21.54","4.60","4.53","","11.41","11.41"
"134","Drive through","Main & Walnut (SW Corner),3","8:57:02","8:57:02","8:49:10","8:49:10","0:07:52","0:07:52","21.72","4.75","4.70","","18.85","18.85"
"135","Drive through","Main & Chestnut (SW Corner),3","8:57:30","8:57:30","8:49:30","8:49:30","0:08:00","0:08:00","21.79","4.83","4.78","","9.75","9.75"
"136","Stop without doors","","8:57:51","8:58:28","","","","","21.85","","4.84","","","9.80"
"137","Stop","Illinois Terminal (Platform C),5","8:59:05","8:59:05","8:50:00","8:50:00","0:09:05","0:09:05","21.94","5.00","4.93","","5.70","9.07"
"138","Trip","Line YELLOWHOPPER, Block 17","","9:00:15","","8:50:00","","","21.99","","0.00","Pattern: YELLOWHOPPER 25","","0.00"
"139","Stop","Illinois Terminal (Platform C),5","9:00:15","9:00:15","8:50:00","8:50:00","0:10:15","0:10:15","21.99","0.00","0.00","","0.00",""
"140","Stop","Logan & First (SW Corner),3","9:00:51","9:00:59","8:51:30","8:51:30","0:09:21","0:09:29","22.19","0.26","0.20","","19.39","19.39"
"141","Drive through","White & Second (SE Far Side),3","9:01:17","9:01:17","8:52:00","8:52:00","0:09:17","0:09:17","22.30","0.37","0.31","","23.00","23.00"
"142","Drive through","White Street Mid-Block (South Side),1","9:02:09","9:02:09","8:54:00","8:54:00","0:08:09","0:08:09","22.55","0.57","0.56","","16.87","16.87"
"143","Stop without doors","","9:03:14","9:03:40","","","","","22.80","","0.81","","","14.05"
"144","Drive through","Wright & Stoughton (NW Corner),4","9:03:44","9:03:44","8:55:30","8:55:30","0:08:14","0:08:14","22.80","0.84","0.82","","9.80","4.48"
"145","Stop","Wright & Healey (NW Corner),4","9:04:09","9:04:24","8:56:00","8:56:00","0:08:09","0:08:24","22.88","0.98","0.90","","11.64","11.64"
"146","Stop without doors","","9:04:48","9:04:57","","","","","22.96","","0.98","","","11.84"
"147","Stop","Transit Plaza (SW Platform),3","9:05:49","9:06:04","8:57:00","8:57:00","0:08:49","0:09:04","23.13","1.22","1.14","","10.43","11.58"
"148","Stop","Wright & Chalmers (NW Corner),4","9:06:29","9:06:41","8:57:30","8:57:30","0:08:59","0:09:11","23.21","1.30","1.22","","11.73","11.73"
"149","Drive through","Sixth & Armory (NW Corner),4","9:07:37","9:07:37","8:58:30","8:58:30","0:09:07","0:09:07","23.40","1.48","1.41","","12.27","12.27"
"150","Stop without doors","","9:07:54","9:08:05","","","","","23.46","","1.47","","","11.32"
"151","Drive through","Sixth & Gregory (NW Corner),4","9:08:19","9:08:19","8:59:00","8:59:00","0:09:19","0:09:19","23.49","1.57","1.51","","7.89","9.91"
"152","Stop without doors","","9:08:49","9:09:11","","","","","23.62","","1.63","","","14.99"
"153","Drive through","Gregory at Ikenberry Commons (North),2","9:09:35","9:09:35","9:00:00","9:00:00","0:09:35","0:09:35","23.74","1.82","1.75","","11.48","17.62"
"154","Stop","First & Gregory (NE Corner),1","9:10:03","9:10:15","9:00:30","9:00:30","0:09:33","0:09:45","23.90","2.01","1.91","","20.38","20.38"
"155","Drive through","First & Stadium (NW Corner),4","9:10:41","9:10:41","9:01:30","9:01:30","0:09:11","0:09:11","24.00","2.10","2.01","","14.63","14.63"
"156","Stop without doors","","9:11:41","9:11:48","","","","","24.31","","2.32","","","18.39"
"157","Drive through","Kirby & Oak (SW Far Side),7","9:12:38","9:12:38","9:03:15","9:03:15","0:09:23","0:09:23","24.55","2.61","2.56","","16.81","17.27"
"158","Stop with doors","","9:12:54","9:12:56","","","","","24.62","","2.63","","","15.52"
"159","Drive through","Lot E-14 (South Shelter),1","9:13:21","9:13:21","9:04:00","9:04:00","0:09:21","0:09:21","24.70","2.79","2.72","","13.17","12.71"
"160","Drive through","First & St. Mary's (NW Corner),4","9:13:45","9:13:45","9:05:30","9:05:30","0:08:15","0:08:15","24.88","2.96","2.89","","25.92","25.92"
"161","Drive through","First at iHotel,1","9:14:08","9:14:08","9:05:54","9:05:54","0:08:14","0:08:14","24.98","3.08","3.00","","16.73","16.73"
"162","Drive through","First & Hazelwood (NW Corner),4","9:14:24","9:14:24","9:06:20","9:06:20","0:08:04","0:08:04","25.12","3.22","3.14","","31.32","31.32"
"163","Stop","Water Survey,2","9:15:02","9:15:02","9:09:00","9:09:00","0:06:02","0:06:02","25.30","3.83","3.31","","16.90","16.90"
"164","Trip","Line YELLOWHOPPER, Block 17","","9:18:29","","9:18:00","","","25.44","","0.00","Pattern: [@15.0.63189099@]29","","0.00"
"165","Stop","Water Survey,2","9:18:29","9:18:29","9:18:00","9:18:00","0:00:29","0:00:29","25.44","0.00","0.00","","0.00",""
"166","Stop","Hazelwood & Oak (SE Corner),2","9:19:41","9:19:49","9:19:45","9:19:45","-0:00:04","0:00:04","25.75","0.60","0.32","","15.69","15.69"
"167","Drive through","Oak St. (East Side),2","9:20:21","9:20:21","9:20:30","9:20:30","-0:00:09","-0:00:09","25.95","0.78","0.52","","22.86","22.86"
"168","Drive through","St. Mary's & Oak (SE Corner),2","9:20:41","9:20:41","9:21:00","9:21:00","-0:00:19","-0:00:19","26.02","0.85","0.59","","11.97","11.97"
"169","Drive through","First & St. Mary's (NE Far Side),5","9:21:24","9:21:24","9:21:45","9:21:45","-0:00:21","-0:00:21","26.22","1.04","0.79","","16.76","16.76"
"170","Stop","Lot E-14 (North Shelter),2","9:22:00","9:22:29","9:22:00","9:22:00","0:00:00","0:00:29","26.34","1.20","0.91","","11.81","11.81"
"171","Stop without doors","","9:23:18","9:23:43","","","","","26.52","","1.09","","","13.38"
"172","Drive through","Kirby & Oak (SE Corner),2","9:23:57","9:23:57","9:22:20","9:22:20","0:01:37","0:01:37","26.56","1.39","1.13","","8.98","9.59"
"173","Stop without doors","","9:24:23","9:24:31","","","","","26.68","","1.24","","","16.35"
"174","Stop","First & Stadium (SE Corner),2","9:25:37","9:25:56","9:23:30","9:23:30","0:02:07","0:02:26","26.99","1.87","1.56","","15.62","17.22"
"175","Stop","First & Gregory (SE Corner),2","9:26:17","9:26:29","9:23:50","9:23:50","0:02:27","0:02:39","27.09","1.95","1.65","","15.88","15.88"
"176","Stop","Gregory at Ikenberry Commons (South),1","9:27:10","9:27:34","9:25:00","9:26:00","0:02:10","0:01:34","27.30","2.18","1.86","","18.50","18.50"
"177","Drive through","Fourth & Armory (SE Corner),2","9:28:31","9:28:31","9:28:00","9:28:00","0:00:31","0:00:31","27.47","2.32","2.03","","10.80","10.80"
"178","Stop","Armory & Wright (South Side),3","9:29:28","9:29:45","9:30:00","9:30:00","-0:00:32","-0:00:15","27.67","2.56","2.24","","12.99","12.99"
"179","Stop","Transit Plaza (SE Platform),4","9:30:40","9:30:57","9:32:00","9:32:00","-0:01:20","-0:01:03","27.88","2.76","2.45","","13.71","13.71"
"180","Stop without doors","","9:31:38","9:33:08","","","","","27.98","","2.55","","","8.46"
"181","Drive through","Wright & Healey (East Side),2","9:33:34","9:33:34","9:34:00","9:34:00","-0:00:26","-0:00:26","28.12","2.99","2.69","","5.55","20.14"
"182","Stop","White & Wright (SE Corner),2","9:34:07","9:34:25","9:34:30","9:34:30","-0:00:23","-0:00:05","28.29","3.19","2.85","","17.70","17.70"
"183","Stop","White Street Mid-Block (North Side),2","9:35:06","9:35:22","9:36:30","9:36:30","-0:01:24","-0:01:08","28.50","3.39","3.07","","18.94","18.94"
"184","Drive through","White & Second (NE Corner),1","9:35:51","9:35:51","9:37:30","9:37:30","-0:01:39","-0:01:39","28.74","3.62","3.31","","29.39","29.39"
"185","Drive through","White & First (NE Corner),1","9:36:14","9:36:14","9:38:00","9:38:00","-0:01:46","-0:01:46","28.82","3.70","3.38","","12.16","12.16"
"186","Stop","Illinois Terminal (Platform C),5","9:37:29","9:37:29","9:40:00","9:40:00","-0:02:31","-0:02:31","29.05","3.97","3.62","","11.31","11.31"
"187","Trip","Line YELLOW, Block 17","","9:41:11","","9:40:00","","","29.10","","0.00","Pattern: YELLOW 11","","0.00"
