"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"52","Drive through","LAR (West Side),1","7:09:40","7:09:40","7:04:09","7:04:09","0:05:31","0:05:31","9.82","4.71","4.47","","12.09","12.09"
"53","Stop without doors","","7:10:20","7:10:27","","","","","10.01","","4.67","","","17.29"
"54","Drive through","Lincoln & Pennsylvania (SE Far Side),6","7:10:45","7:10:45","7:04:36","7:04:36","0:06:09","0:06:09","10.08","4.97","4.73","","14.15","12.68"
"55","Drive through","Penn & Orchard (SW Corner),3","7:11:12","7:11:12","7:05:30","7:05:30","0:05:42","0:05:42","10.27","5.19","4.92","","25.69","25.69"
"56","Drive through","Penn & Carle (SW Corner),3","7:11:27","7:11:27","7:05:57","7:05:57","0:05:30","0:05:30","10.38","5.32","5.04","","27.44","27.44"
"57","Stop","Pennsylvania & Race (SW Corner),3","7:11:47","7:11:54","7:06:24","7:06:24","0:05:23","0:05:30","10.49","5.44","5.14","","18.68","18.68"
"58","Stop without doors","","7:12:26","7:12:38","","","","","10.64","","5.29","","","17.41"
"59","Drive through","Florida & Florida Dr. (SW Corner),3","7:12:56","7:12:56","7:07:45","7:07:45","0:05:11","0:05:11","10.72","5.66","5.37","","13.61","15.91"
"60","Drive through","Florida & Pleasant (SW Corner),3","7:13:09","7:13:09","7:08:40","7:08:40","0:04:29","0:04:29","10.81","5.78","5.47","","25.30","25.30"
"61","Drive through","Florida & Vine (SW Corner),3","7:13:29","7:13:29","7:09:08","7:09:08","0:04:21","0:04:21","10.88","5.86","5.54","","12.98","12.98"
"62","Drive through","Florida & Maple (South Side),3","7:13:53","7:13:53","7:10:04","7:10:04","0:03:49","0:03:49","11.03","6.00","5.69","","22.37","22.37"
"63","Drive through","Florida & Anderson (SW Corner),3","7:14:18","7:14:18","7:11:00","7:11:00","0:03:18","0:03:18","11.14","6.11","5.79","","15.04","15.04"
"64","Drive through","Anderson & Burkwood (NW Corner),4","7:14:40","7:14:40","7:11:19","7:11:19","0:03:21","0:03:21","11.27","6.24","5.93","","22.27","22.27"
"65","Drive through","Anderson & Colorado (NW Corner),4","7:15:06","7:15:06","7:11:38","7:11:38","0:03:28","0:03:28","11.39","6.38","6.04","","15.49","15.49"
"66","Drive through","Anderson & Harding (NW Corner),4","7:15:19","7:15:19","7:11:48","7:11:48","0:03:31","0:03:31","11.46","6.46","6.11","","20.48","20.48"
"67","Drive through","Anderson & Silver (NW Corner),4","7:15:44","7:15:44","7:12:07","7:12:07","0:03:37","0:03:37","11.63","6.61","6.28","","23.90","23.90"
"68","Stop","Anderson & Mumford (NW Corner),4","7:15:53","7:16:04","7:12:16","7:12:16","0:03:37","0:03:48","11.64","6.67","6.30","","7.71","7.71"
"69","Stop","McHenry & Anderson (NW Corner),4","7:16:38","7:16:53","7:12:35","7:12:35","0:04:03","0:04:18","11.83","6.87","6.49","","19.94","19.94"
"70","Drive through","McHenry & Lynn (SW Corner),3","7:17:09","7:17:09","7:12:45","7:12:45","0:04:24","0:04:24","11.95","6.96","6.60","","25.31","25.31"
"71","Drive through","McHenry & Lynn - East (SW Corner),3","7:17:14","7:17:14","7:12:54","7:12:54","0:04:20","0:04:20","11.98","7.01","6.63","","23.27","23.27"
"72","Drive through","McHenry & Pond (SW Corner),3","7:17:40","7:17:40","7:13:13","7:13:13","0:04:27","0:04:27","12.16","7.18","6.81","","25.13","25.13"
"73","Stop without doors","","7:18:05","7:18:21","","","","","12.28","","6.94","","","17.90"
"74","Drive through","McHenry & Philo (SW Corner),3","7:18:35","7:18:35","7:13:50","7:13:50","0:04:45","0:04:45","12.31","7.34","6.96","","9.77","6.40"
"75","Stop","Urbana Meijer (South Side),1","7:19:07","7:19:22","7:14:00","7:14:00","0:05:07","0:05:22","12.45","7.52","7.11","","16.22","16.22"
"76","Drive through","Amber & Myra Ridge (SW Corner),3","7:19:42","7:19:42","7:14:27","7:14:27","0:05:15","0:05:15","12.58","7.65","7.24","","23.27","23.27"
"77","Stop without doors","","7:20:38","7:20:47","","","","","12.80","","7.45","","","14.03"
"78","Drive through","Windsor & Myra Ridge (NW),9","7:21:02","7:21:02","7:14:53","7:14:53","0:06:09","0:06:09","12.85","7.89","7.50","","11.89","11.04"
"79","Drive through","Susan Stone & Summit (NW Corner),4","7:21:41","7:21:41","7:15:46","7:15:46","0:05:55","0:05:55","13.05","8.13","7.71","","19.10","19.10"
"80","Drive through","Susan Stone & Moss (West Side),4","7:21:53","7:21:53","7:16:39","7:16:39","0:05:14","0:05:14","13.13","8.23","7.79","","23.68","23.68"
"81","Drive through","Susan Stone & Galena (NW Corner),4","7:22:05","7:22:05","7:17:32","7:17:32","0:04:33","0:04:33","13.21","8.31","7.87","","24.05","24.05"
"82","Drive through","Susan Stone & Myra Ridge (NE Corner),1","7:22:35","7:22:35","7:17:59","7:17:59","0:04:36","0:04:36","13.35","8.45","8.00","","16.48","16.48"
"83","Drive through","Myra Ridge & Silver Hill (West Side),4","7:22:54","7:22:54","7:18:52","7:18:52","0:04:02","0:04:02","13.48","8.57","8.13","","24.26","24.26"
"84","Drive through","Myra Ridge & Trails (NW Corner),4","7:23:18","7:23:18","7:19:45","7:19:45","0:03:33","0:03:33","13.56","8.66","8.21","","12.21","12.21"
"85","Drive through","Trails & Chatham (SW Corner),3","7:23:31","7:23:31","7:20:11","7:20:11","0:03:20","0:03:20","13.63","8.77","8.28","","19.79","19.79"
"86","Drive through","Trails & Baronry (SW Corner),3","7:23:48","7:23:48","7:20:38","7:20:38","0:03:10","0:03:10","13.73","8.87","8.39","","21.58","21.58"
"87","Drive through","Trails & Philo (NE Corner),1","7:24:19","7:24:19","7:21:31","7:21:31","0:02:48","0:02:48","13.83","8.97","8.49","","11.62","11.62"
"88","Drive through","Philo & Windsor (SE Corner),2","7:25:07","7:25:07","7:22:51","7:22:51","0:02:16","0:02:16","14.23","9.36","8.88","","29.64","29.64"
"89","Drive through","Philo & Scovill (SE Corner),2","7:25:27","7:25:27","7:23:18","7:23:18","0:02:09","0:02:09","14.38","9.53","9.04","","27.85","27.85"
"90","Drive through","Amber & Philo (SE Corner),2","7:25:34","7:25:34","7:23:38","7:23:38","0:01:56","0:01:56","14.44","9.60","9.09","","29.72","29.72"
"91","Drive through","Philo & Mumford (SE Corner),2","7:26:01","7:26:01","7:24:18","7:24:18","0:01:43","0:01:43","14.67","9.85","9.33","","31.32","31.32"
"92","Drive through","Silver & Vawter (NE Corner),1","7:26:26","7:26:26","7:24:38","7:24:38","0:01:48","0:01:48","14.77","10.00","9.42","","13.70","13.70"
"93","Drive through","Silver & Fletcher (NE Corner),1","7:26:37","7:26:37","7:25:08","7:25:08","0:01:29","0:01:29","14.83","10.03","9.49","","20.95","20.95"
"94","Drive through","Silver & Cottage Grove (NE Corner),1","7:27:07","7:27:07","7:25:36","7:25:36","0:01:31","0:01:31","14.97","10.17","9.63","","16.71","16.71"
"95","Drive through","Cottage Grove & Brighton (SE Corner),2","7:27:27","7:27:27","7:26:29","7:26:29","0:00:58","0:00:58","15.10","10.30","9.75","","22.26","22.26"
"96","Drive through","Cottage Grove & Harding (SE Corner),2","7:27:34","7:27:34","7:26:49","7:26:49","0:00:45","0:00:45","15.14","10.35","9.79","","23.01","23.01"
"97","Drive through","Cottage Grove & Colorado (SE Corner),2","7:27:53","7:27:53","7:27:15","7:27:15","0:00:38","0:00:38","15.20","10.41","9.85","","10.84","10.84"
"98","Stop","Colorado at Steer Place (South Side),1","7:28:04","7:28:21","7:27:42","7:27:42","0:00:22","0:00:39","15.23","10.47","9.88","","9.77","9.77"
"99","Drive through","Philo & Colorado (NE Far Side),5","7:29:06","7:29:06","7:28:08","7:28:08","0:00:58","0:00:58","15.43","10.65","10.08","","15.96","15.96"
"100","Drive through","Sunnycrest (East Side),2","7:29:21","7:29:21","7:28:34","7:28:34","0:00:47","0:00:47","15.53","10.75","10.19","","25.36","25.36"
"101","Stop without doors","","7:29:38","7:30:14","","","","","15.60","","10.26","","","15.14"
"102","Drive through","Florida & Philo (SE Corner),2","7:30:24","7:30:24","7:29:00","7:29:00","0:01:24","0:01:24","15.64","10.86","10.29","","6.11","12.76"
"103","Drive through","Philo & Pennsylvania (East Side),2","7:30:33","7:30:33","7:29:16","7:29:16","0:01:17","0:01:17","15.70","10.93","10.35","","24.36","24.36"
"104","Drive through","Philo & Laurel (East Side),2","7:30:44","7:30:44","7:29:48","7:29:48","0:00:56","0:00:56","15.78","11.03","10.43","","25.83","25.83"
"105","Stop","Fairlawn & Eastern (NE Corner),1","7:31:26","7:31:46","7:30:36","7:30:36","0:00:50","0:01:10","15.92","11.19","10.58","","12.31","12.31"
"106","Drive through","Fairlawn & Patton (NE Corner),1","7:32:04","7:32:04","7:30:52","7:30:52","0:01:12","0:01:12","16.04","11.29","10.69","","22.62","22.62"
"107","Drive through","Fairlawn & Cottage Grove (NE Corner),1","7:32:31","7:32:31","7:31:24","7:31:24","0:01:07","0:01:07","16.15","11.40","10.80","","15.25","15.25"
"108","Drive through","Cottage Grove & Eastern (SE Corner),2","7:32:48","7:32:48","7:31:56","7:31:56","0:00:52","0:00:52","16.26","11.54","10.91","","22.51","22.51"
"109","Stop without doors","","7:33:08","7:33:15","","","","","16.32","","10.98","","","12.20"
"110","Drive through","Cottage Grove & Washington (SE Corner),2","7:33:28","7:33:28","7:32:12","7:32:12","0:01:16","0:01:16","16.35","11.64","11.00","","8.00","5.86"
"111","Drive through","Cottage Grove & Oregon (SE Corner),2","7:34:14","7:34:14","7:32:44","7:32:44","0:01:30","0:01:30","16.50","11.79","11.15","","12.16","12.16"
"112","Stop","Cottage Grove & Illinois (SE Corner),2","7:34:31","7:34:41","7:33:15","7:33:15","0:01:16","0:01:26","16.58","11.90","11.23","","16.06","16.06"
"113","Drive through","Cottage Grove & Green (SE Corner),2","7:35:11","7:35:11","7:33:30","7:33:30","0:01:41","0:01:41","16.70","12.01","11.35","","14.92","14.92"
"114","Drive through","Green & Lynn (NE Corner),1","7:35:24","7:35:24","7:34:00","7:34:00","0:01:24","0:01:24","16.79","12.11","11.44","","24.10","24.10"
"115","Drive through","Green & Anderson (North Side),1","7:35:41","7:35:41","7:34:30","7:34:30","0:01:11","0:01:11","16.91","12.23","11.56","","25.40","25.40"
"116","Stop","Green & Maple (NE Corner),1","7:36:03","7:36:16","7:35:00","7:35:00","0:01:03","0:01:16","17.02","12.36","11.67","","17.80","17.80"
"117","Drive through","Vine & Green (NE Corner),1","7:36:49","7:36:49","7:35:30","7:35:30","0:01:19","0:01:19","17.16","12.49","11.81","","15.12","15.12"
"118","Stop","Lincoln Square Garage East,1","7:38:17","7:38:17","7:36:00","7:36:00","0:02:17","0:02:17","17.40","12.79","12.05","","9.82","9.82"
"119","Trip","Line RED, Block 204","","7:42:17","","7:40:00","","","17.40","","0.00","Pattern: [@2.0.80546903@]58","","0.00"
"120","Stop","Lincoln Square Garage East,1","7:42:17","7:42:17","7:40:00","7:40:00","0:02:17","0:02:17","17.40","0.00","0.00","","0.00",""
"121","Stop without doors","","7:42:58","7:43:16","","","","","17.53","","0.14","","","12.12"
"122","Drive through","Vine & Green (SE Far Side),6","7:43:54","7:43:54","7:40:48","7:40:48","0:03:06","0:03:06","17.65","0.24","0.26","","9.44","11.01"
"123","Drive through","Green & Maple (SW Corner),3","7:44:08","7:44:08","7:41:20","7:41:20","0:02:48","0:02:48","17.74","0.33","0.35","","23.65","23.65"
"124","Stop","Green & Anderson (SW Corner),3","7:44:26","7:44:33","7:41:52","7:41:52","0:02:34","0:02:41","17.82","0.45","0.43","","15.04","15.04"
"125","Drive through","Green & Lynn (SW Corner),3","7:44:59","7:44:59","7:42:24","7:42:24","0:02:35","0:02:35","17.96","0.58","0.57","","20.48","20.48"
"126","Stop","Cottage Grove & Green (SW Corner),3","7:45:18","7:46:25","7:42:56","7:42:56","0:02:22","0:03:29","18.05","0.69","0.66","","16.25","16.25"
"127","Drive through","Cottage Grove & Illinois (NW Corner),4","7:46:45","7:46:45","7:43:12","7:43:12","0:03:33","0:03:33","18.17","0.79","0.77","","20.70","20.70"
"128","Drive through","Cottage Grove & Oregon (NW Corner),4","7:47:00","7:47:00","7:43:44","7:43:44","0:03:16","0:03:16","18.26","0.90","0.87","","23.72","23.72"
"129","Stop without doors","","7:47:25","7:47:35","","","","","18.39","","1.00","","","18.80"
"130","Drive through","Cottage Grove & Washington (NW Corner),4","7:47:41","7:47:41","7:44:00","7:44:00","0:03:41","0:03:41","18.41","1.05","1.02","","12.55","7.46"
"131","Drive through","Cottage Grove & Eastern (NW Corner),4","7:47:58","7:47:58","7:44:15","7:44:15","0:03:43","0:03:43","18.50","1.15","1.11","","20.40","20.40"
"132","Drive through","Fairlawn & Cottage Grove (SE Far Side),6","7:48:26","7:48:26","7:44:45","7:44:45","0:03:41","0:03:41","18.66","1.30","1.27","","20.30","20.30"
"133","Drive through","Fairlawn & Patton (South Side),3","7:48:37","7:48:37","7:45:15","7:45:15","0:03:22","0:03:22","18.74","1.38","1.34","","24.20","24.20"
"134","Stop","Fairlawn & Eastern (South Side),3","7:48:51","7:49:13","7:45:30","7:45:30","0:03:21","0:03:43","18.79","1.47","1.40","","14.07","14.07"
"135","Stop without doors","","7:49:34","7:49:49","","","","","18.85","","1.46","","","10.55"
"136","Drive through","Philo & Laurel (NW Corner),4","7:50:11","7:50:11","7:46:15","7:46:15","0:03:56","0:03:56","18.96","1.63","1.57","","10.88","18.61"
"137","Drive through","Philo & Pennsylvania (NW Corner),4","7:50:26","7:50:26","7:46:45","7:46:45","0:03:41","0:03:41","19.08","1.74","1.69","","26.70","26.70"
"138","Stop","Florida & Philo (NW Corner),4","7:50:39","7:51:43","7:47:00","7:47:00","0:03:39","0:04:43","19.10","1.79","1.71","","7.06","7.06"
"139","Drive through","Sunnycrest (West Side),1","7:52:04","7:52:04","7:47:40","7:47:40","0:04:24","0:04:24","19.24","1.92","1.85","","23.87","23.87"
"140","Stop","Philo & Colorado (NW Corner),4","7:52:25","7:52:52","7:48:20","7:48:20","0:04:05","0:04:32","19.34","2.05","1.95","","17.47","17.47"
"141","Stop","Philo & Harding (NW Corner),4","7:53:26","7:53:39","7:49:00","7:49:00","0:04:26","0:04:39","19.44","2.12","2.05","","10.66","10.66"
"142","Drive through","Steer Place (North Side),2","7:54:06","7:54:06","7:49:40","7:49:40","0:04:26","0:04:26","19.56","2.27","2.17","","15.75","15.75"
"143","Stop","Cottage Grove & Harding (NE Corner),1","7:54:23","7:54:34","7:50:20","7:50:20","0:04:03","0:04:14","19.62","2.34","2.23","","11.72","11.72"
"144","Drive through","Cottage Grove & Brighton (NW Corner),4","7:54:52","7:54:52","7:51:00","7:51:00","0:03:52","0:03:52","19.69","2.41","2.30","","15.17","15.17"
"145","Drive through","Cottage Grove & Mitchem (NW Corner),4","7:55:01","7:55:01","7:51:40","7:51:40","0:03:21","0:03:21","19.75","2.46","2.36","","22.87","22.87"
"146","Drive through","Silver & Cottage Grove (NW Corner),4","7:55:21","7:55:21","7:52:20","7:52:20","0:03:01","0:03:01","19.81","2.52","2.42","","10.63","10.63"
"147","Drive through","Silver & Fletcher (SW Corner),3","7:55:40","7:55:40","7:53:00","7:53:00","0:02:40","0:02:40","19.93","2.66","2.54","","22.84","22.84"
"148","Stop","Silver & Vawter (SW Corner),3","7:55:53","7:56:06","7:53:40","7:53:40","0:02:13","0:02:26","19.97","2.73","2.58","","12.39","12.39"
"149","Stop","Philo & Silver (SW Corner),3","7:56:26","7:56:49","7:54:20","7:54:20","0:02:06","0:02:29","20.03","2.79","2.64","","10.63","10.63"
"150","Stop","Philo & Mumford (NW Corner),4","7:57:11","7:57:25","7:55:00","7:55:00","0:02:11","0:02:25","20.09","2.85","2.70","","8.65","8.65"
"151","Drive through","Philo & Scovill (NW Corner),4","7:58:06","7:58:06","7:56:14","7:56:14","0:01:52","0:01:52","20.40","3.17","3.01","","27.88","27.88"
"152","Drive through","Philo & Windsor (NW Corner),4","7:58:26","7:58:26","7:56:24","7:56:24","0:02:02","0:02:02","20.56","3.32","3.17","","27.85","27.85"
"153","Drive through","Trails & Philo (SE Far Side),6","7:59:34","7:59:34","7:57:00","7:57:00","0:02:34","0:02:34","21.01","3.75","3.62","","23.89","23.89"
"154","Drive through","Trails & Baronry (SW Corner),3","7:59:40","7:59:40","7:57:36","7:57:36","0:02:04","0:02:04","21.05","3.82","3.66","","24.61","24.61"
"155","Drive through","Trails & Chatham (SW Corner),3","7:59:58","7:59:58","7:57:58","7:57:58","0:02:00","0:02:00","21.16","3.93","3.77","","21.63","21.63"
"156","Stop","Myra Ridge & Trails (SW Corner),3","8:00:15","8:00:30","7:58:16","7:58:16","0:01:59","0:02:14","21.22","4.02","3.83","","13.29","13.29"
"157","Drive through","Myra Ridge & Silver Hill (SE Corner),2","8:00:48","8:00:48","7:58:52","7:58:52","0:01:56","0:01:56","21.33","4.12","3.94","","22.75","22.75"
"158","Drive through","Susan Stone & Myra Ridge (SE Corner),2","8:01:19","8:01:19","7:59:28","7:59:28","0:01:51","0:01:51","21.47","4.24","4.08","","15.37","15.37"
"159","Stop","Susan Stone & Galena (SE Corner),2","8:01:40","8:01:57","8:00:25","8:00:25","0:01:15","0:01:32","21.55","4.37","4.16","","14.07","14.07"
"160","Drive through","Susan Stone & Moss (SE Corner),2","8:02:18","8:02:18","8:01:21","8:01:21","0:00:57","0:00:57","21.65","4.46","4.26","","17.37","17.37"
"161","Stop","Susan Stone & Summit (East Side),2","8:02:47","8:03:11","8:01:48","8:01:48","0:00:59","0:01:23","21.76","4.56","4.37","","13.73","13.73"
"162","Stop","Windsor & Myra Ridge (NE Far Side),5","8:04:05","8:04:15","8:03:04","8:03:04","0:01:01","0:01:11","22.03","4.90","4.64","","18.07","18.07"
"163","Stop","Amber & Myra Ridge (SE Corner),2","8:04:49","8:05:03","8:03:32","8:03:32","0:01:17","0:01:31","22.18","5.06","4.79","","15.40","15.40"
"164","Stop without doors","","8:05:19","8:05:26","","","","","22.24","","4.85","","","13.71"
"165","Stop","Urbana Meijer (North Side),2","8:05:48","8:06:06","8:05:00","8:05:00","0:00:48","0:01:06","22.31","5.20","4.92","","10.69","11.90"
"166","Stop without doors","","8:06:33","8:06:44","","","","","22.44","","5.05","","","17.82"
"167","Drive through","Amber & Philo (NE Corner),1","8:06:55","8:06:55","8:05:21","8:05:21","0:01:34","0:01:34","22.47","5.34","5.08","","11.69","8.34"
"168","Stop","McHenry & Philo (NW Far Side),8","8:07:12","8:07:29","8:06:24","8:06:24","0:00:48","0:01:05","22.51","5.40","5.12","","7.77","7.77"
"169","Stop","McHenry & Pond (NE Corner),1","8:07:54","8:08:16","8:07:06","8:07:06","0:00:48","0:01:10","22.63","5.53","5.24","","17.27","17.27"
"170","Drive through","McHenry & Lynn St. 1 (NE Corner),1","8:08:45","8:08:45","8:07:48","8:07:48","0:00:57","0:00:57","22.81","5.69","5.42","","22.30","22.30"
"171","Stop","McHenry & Anderson (NE Corner),1","8:09:06","8:09:30","8:08:30","8:08:30","0:00:36","0:01:00","22.92","5.83","5.53","","19.18","19.18"
"172","Stop","Anderson & Mumford (SE Corner),2","8:10:12","8:10:23","8:09:12","8:09:12","0:01:00","0:01:11","23.10","6.03","5.71","","15.93","15.93"
"173","Drive through","Anderson & Silver (SE Corner),2","8:10:36","8:10:36","8:09:33","8:09:33","0:01:03","0:01:03","23.18","6.08","5.79","","19.79","19.79"
"174","Stop","Anderson & Harding (SE Corner),2","8:11:05","8:11:28","8:10:15","8:10:15","0:00:50","0:01:13","23.32","6.26","5.93","","18.44","18.44"
"175","Stop","Anderson & Colorado (SE Corner),2","8:11:43","8:11:58","8:10:36","8:10:36","0:01:07","0:01:22","23.38","6.31","5.99","","12.98","12.98"
"176","Stop","Anderson & Burkwood (SE Corner),2","8:12:22","8:12:37","8:11:18","8:11:18","0:01:04","0:01:19","23.50","6.44","6.11","","17.81","17.81"
"177","Stop","Florida & Anderson (SE Corner),2","8:13:07","8:13:27","8:12:00","8:12:00","0:01:07","0:01:27","23.63","6.58","6.24","","16.26","16.26"
"178","Stop","Florida & Maple (NE Corner),1","8:13:51","8:14:06","8:12:37","8:12:37","0:01:14","0:01:29","23.75","6.70","6.36","","17.43","17.43"
