"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"16","Stop","Urbana High School,2","14:32:50","14:32:50","14:31:00","14:31:00","0:01:50","0:01:50","6.48","0.00","0.00","","0.00",""
"17","Drive through","Florida & Anderson (NW Corner),4","14:38:08","14:38:08","14:32:40","14:32:40","0:05:28","0:05:28","7.57","0.89","1.10","","12.36","12.36"
"18","Stop with doors","","14:38:47","14:38:56","","","","","7.77","","1.30","","","18.99"
"19","Stop without doors","","14:39:46","14:40:12","","","","","8.02","","1.55","","","17.81"
"20","Drive through","Florida & Philo (SW Corner),3","14:40:23","14:40:23","14:33:20","14:33:20","0:07:03","0:07:03","8.06","1.38","1.59","","13.19","13.63"
"21","Stop","Florida & Adams (SW Corner),3","14:40:39","14:40:56","14:33:40","14:33:40","0:06:59","0:07:16","8.12","1.47","1.65","","13.29","13.29"
"22","Drive through","Florida at Thomas Paine (South Side),1","14:41:33","14:41:33","14:34:00","14:34:00","0:07:33","0:07:33","8.30","1.64","1.83","","17.60","17.60"
"23","Stop","Florida & Curtiss (SW Corner),3","14:42:06","14:42:21","14:34:40","14:34:40","0:07:26","0:07:41","8.43","1.79","1.96","","13.90","13.90"
"24","Stop","Florida & Kinch (NE Far Side),5","14:42:48","14:43:07","14:35:20","14:35:20","0:07:28","0:07:47","8.53","1.91","2.06","","13.18","13.18"
"25","Stop","Vermont & Kinch (SE Corner),2","14:43:45","14:43:57","14:35:40","14:35:40","0:08:05","0:08:17","8.63","1.99","2.16","","9.72","9.72"
"26","Stop","Michigan & Kinch (SE Corner),2","14:44:25","14:44:38","14:36:10","14:36:10","0:08:15","0:08:28","8.73","2.09","2.26","","12.95","12.95"
"27","Drive through","Country Squire & Kinch (NW Far Side),8","14:45:01","14:45:01","14:36:20","14:36:20","0:08:41","0:08:41","8.81","2.16","2.34","","12.26","12.26"
"28","Drive through","Country Squire Ct. (North Side),2","14:45:40","14:45:40","14:37:00","14:37:00","0:08:40","0:08:40","9.01","2.35","2.54","","18.99","18.99"
"29","Stop","Hunter & Lanore (NE Corner),1","14:46:10","14:46:35","14:37:40","14:37:40","0:08:30","0:08:55","9.10","2.47","2.63","","10.74","10.74"
"30","Drive through","Lierman & Hunter (NE Corner),1","14:47:08","14:47:08","14:38:20","14:38:20","0:08:48","0:08:48","9.23","2.58","2.76","","13.83","13.83"
"31","Drive through","Washington & Lierman (SE Corner),2","14:47:48","14:47:48","14:38:40","14:38:40","0:09:08","0:09:08","9.37","2.70","2.90","","12.25","12.25"
"32","Drive through","Washington & Lanore (SW Corner),3","14:48:03","14:48:03","14:39:00","14:39:00","0:09:03","0:09:03","9.47","2.81","3.00","","24.16","24.16"
"33","Drive through","Washington & Rainbow View (SW Corner),3","14:48:15","14:48:15","14:39:40","14:39:40","0:08:35","0:08:35","9.56","2.91","3.09","","29.09","29.09"
"34","Drive through","Washington & Kinch (SW Corner),3","14:48:52","14:48:52","14:40:00","14:40:00","0:08:52","0:08:52","9.75","3.09","3.28","","18.08","18.08"
"35","Drive through","Washington & Timothy Tr. (SW Corner),3","14:49:23","14:49:23","14:40:20","14:40:20","0:09:03","0:09:03","9.91","3.27","3.43","","18.04","18.04"
"36","Stop","Washington & Smith (SW Corner),3","14:49:39","14:49:56","14:40:40","14:40:40","0:08:59","0:09:16","9.95","3.34","3.48","","10.77","10.77"
"37","Drive through","Dodson & Washington (NE Far Side),5","14:50:17","14:50:17","14:41:00","14:41:00","0:09:17","0:09:17","10.02","3.40","3.55","","12.15","12.15"
"38","Drive through","Dodson & Illinois (SE Corner),2","14:50:55","14:50:55","14:41:40","14:41:40","0:09:15","0:09:15","10.21","3.57","3.74","","17.72","17.72"
"39","Drive through","Scottswood & Illinois (SW Corner),3","14:51:32","14:51:32","14:42:20","14:42:20","0:09:12","0:09:12","10.35","3.71","3.87","","13.00","13.00"
"40","Stop","Washington & Scottswood (NW Corner),4","14:52:06","14:53:27","14:43:40","14:43:40","0:08:26","0:09:47","10.51","3.91","4.04","","17.44","17.44"
"41","Drive through","Washington & MacArthur (NE Far Side),5","14:54:20","14:54:20","14:44:00","14:44:00","0:10:20","0:10:20","10.74","4.11","4.27","","15.54","15.54"
"42","Stop","MacArthur & California (SE Corner),2","14:54:49","14:54:59","14:44:40","14:44:40","0:10:09","0:10:19","10.84","4.27","4.37","","12.73","12.73"
"43","Stop","Brady & High (SW Corner),3","14:55:39","14:55:58","14:45:40","14:45:40","0:09:59","0:10:18","10.99","4.42","4.51","","13.04","13.04"
"44","Drive through","Main & Brady (SE Corner),2","14:56:57","14:56:57","14:46:20","14:46:20","0:10:37","0:10:37","11.25","4.66","4.78","","15.93","15.93"
"45","Drive through","Main & Ennis (North Side),1","14:57:05","14:57:05","14:46:40","14:46:40","0:10:25","0:10:25","11.30","4.72","4.83","","23.49","23.49"
"46","Drive through","Main & Dewey (North Side),8","14:57:13","14:57:13","14:47:00","14:47:00","0:10:13","0:10:13","11.37","4.78","4.90","","30.76","30.76"
"47","Drive through","Main & Scottswood (North Side),1","14:57:27","14:57:27","14:47:20","14:47:20","0:10:07","0:10:07","11.49","4.90","5.02","","31.16","31.16"
"48","Drive through","Main & Smith (NE Corner),1","14:58:03","14:58:03","14:48:00","14:48:00","0:10:03","0:10:03","11.68","5.08","5.21","","18.96","18.96"
"49","Dead run inter","Line GREEN ALT, Block 508","","14:58:03","","14:48:00","","","11.68","","0.00","Pattern: [MNSMITH:1][MNVIN:4]","","0.00"
"50","Drive through","Main & Smith (NE Corner),1","14:58:03","14:58:03","14:48:00","14:48:00","0:10:03","0:10:03","11.68","0.00","0.00","","0.00",""
"51","Stop with doors","","14:59:45","14:59:50","","","","","12.38","","0.71","","","24.79"
"52","Drive through","Main & Vine (NW Corner),4","15:01:50","15:01:50","14:49:00","14:49:00","0:12:50","0:12:50","13.11","1.42","1.43","","22.64","21.76"
"53","Trip","Line ORANGE ALT, Block 508","","15:01:50","","14:50:00","","","13.11","","0.00","Pattern: [@15.0.69155236@]540","","0.00"
"54","Drive through","Main & Vine (NW Corner),4","15:01:50","15:01:50","14:50:00","14:50:00","0:11:50","0:11:50","13.11","0.00","0.00","","0.00",""
"55","Stop","Urbana Middle School,7","15:03:41","15:06:18","14:52:00","14:53:00","0:11:41","0:13:18","13.67","0.66","0.57","","18.46","18.46"
"56","Stop without doors","","15:10:55","15:11:10","","","","","14.90","","1.80","","","15.87"
"57","Stop without doors","","15:12:00","15:12:43","","","","","15.12","","2.02","","","15.93"
"58","Stop without doors","","15:13:32","15:14:16","","","","","15.36","","2.26","","","17.95"
"59","Drive through","Cunningham & Crystal Lake (SE Corner),2","15:14:58","15:14:58","14:57:00","14:57:00","0:17:58","0:17:58","15.61","1.74","2.51","","13.41","21.42"
"60","Drive through","Kerr & Cunningham (SE Corner),2","15:15:50","15:15:50","14:58:00","14:58:00","0:17:50","0:17:50","15.83","1.97","2.73","","15.32","15.32"
"61","Stop","Town & Country Apts. (South Side),1","15:16:34","15:17:08","14:59:00","14:59:00","0:17:34","0:18:08","16.03","2.20","2.93","","16.32","16.32"
"62","Stop","Kerr & Carroll (NE Corner),1","15:17:46","15:18:02","14:59:35","14:59:35","0:18:11","0:18:27","16.18","2.37","3.08","","14.37","14.37"
"63","Stop","Eastern & Kerr (SW Corner),3","15:18:31","15:18:39","15:00:00","15:00:00","0:18:31","0:18:39","16.30","2.48","3.20","","14.43","14.43"
"64","Stop","Eastern (East Side),2","15:19:27","15:19:47","15:00:45","15:00:45","0:18:42","0:19:02","16.50","2.68","3.40","","15.34","15.34"
"65","Stop with doors","","15:20:25","15:20:51","","","","","16.67","","3.56","","","15.31"
"66","Drive through","Perkins & Ivanhoe (South Side),3","15:21:37","15:21:37","15:02:00","15:02:00","0:19:37","0:19:37","16.88","3.03","3.78","","12.19","16.49"
"67","Stop","Brownfield & Perkins (SE Corner),2","15:22:27","15:22:41","15:03:00","15:03:00","0:19:27","0:19:41","17.18","3.37","4.08","","22.20","22.20"
"68","Drive through","Carrol Fire Department (SW),3","15:23:04","15:23:04","15:03:12","15:03:12","0:19:52","0:19:52","17.26","3.44","4.16","","12.55","12.55"
"69","Stop","Perkins & Ivanhoe (North Side),1","15:24:38","15:25:11","15:04:27","15:04:27","0:20:11","0:20:44","17.70","3.83","4.60","","16.54","16.54"
"70","Stop","Perkins & Carroll (North Side),1","15:26:29","15:26:35","15:05:22","15:05:22","0:21:07","0:21:13","18.01","4.12","4.91","","14.46","14.46"
"71","Stop","Carroll & Kerr (NW Corner),4","15:27:41","15:27:54","15:06:37","15:06:37","0:21:04","0:21:17","18.34","4.48","5.24","","18.24","18.24"
"72","Drive through","Town & Country Apts. (North Side),2","15:28:33","15:28:33","15:07:12","15:07:12","0:21:21","0:21:21","18.52","4.65","5.42","","16.52","16.52"
"73","Drive through","University & Maple (SW Corner),3","15:31:30","15:31:30","15:08:42","15:08:42","0:22:48","0:22:48","19.32","5.12","6.22","","16.27","16.27"
"74","Stop","University & Sycamore (South Side),3","15:31:48","15:31:55","15:09:02","15:09:02","0:22:46","0:22:53","19.40","5.22","6.30","","15.04","15.04"
"75","Drive through","University & Hickory (South Side),3","15:32:18","15:32:18","15:09:42","15:09:42","0:22:36","0:22:36","19.56","5.39","6.46","","25.78","25.78"
"76","Drive through","University & Cottage Grove (SW Corner),3","15:32:25","15:32:25","15:10:02","15:10:02","0:22:23","0:22:23","19.63","5.47","6.53","","36.75","36.75"
"77","Drive through","Ambucs Park (South Side),1","15:32:47","15:32:47","15:10:52","15:10:52","0:21:55","0:21:55","19.84","5.66","6.74","","33.97","33.97"
"78","Drive through","Smith & U.S. 150 (SW Corner),3","15:34:32","15:34:32","15:12:52","15:12:52","0:21:40","0:21:40","20.58","6.40","7.48","","25.51","25.51"
"79","Drive through","U.S. 150 & Dodson (NE Far Side),5","15:35:45","15:35:45","15:14:02","15:14:02","0:21:43","0:21:43","20.94","6.76","7.84","","17.53","17.53"
"80","Stop","Dodson East & Slayback (SE Corner),2","15:36:20","15:36:35","15:14:42","15:14:42","0:21:38","0:21:53","21.08","6.96","7.98","","14.83","14.83"
"81","Stop","Slayback & Ira (NW Far Side),8","15:37:15","15:37:25","15:15:22","15:15:22","0:21:53","0:22:03","21.25","7.13","8.15","","15.10","15.10"
"82","Stop with doors","","15:37:47","15:37:56","","","","","21.35","","8.25","","","15.46"
"83","Drive through","Slayback & Smith (NE Corner),1","15:38:17","15:38:17","15:15:57","15:15:57","0:22:20","0:22:20","21.42","7.28","8.32","","11.53","12.36"
"84","Stop","Smith & Carrie (NW Corner),4","15:38:40","15:39:04","15:16:17","15:16:17","0:22:23","0:22:47","21.51","7.39","8.41","","14.59","14.59"
"85","Stop without doors","","15:39:29","15:40:13","","","","","21.60","","8.50","","","12.71"
"86","Drive through","Smith & U.S. 150 (NW Corner),4","15:40:22","15:40:22","15:16:37","15:16:37","0:23:45","0:23:45","21.62","7.48","8.52","","5.05","8.46"
"87","Dead run inter","Line ORANGE ALT, Block 508","","15:40:22","","15:16:37","","","21.62","","0.00","Pattern: [SMITH150:4][RNDBRNRD:2]","","0.00"
"88","Drive through","Smith & U.S. 150 (NW Corner),4","15:40:22","15:40:22","15:16:37","15:16:37","0:23:45","0:23:45","21.62","0.00","0.00","","0.00",""
"89","Stop without doors","","15:43:27","15:44:12","","","","","23.02","","1.40","","","27.23"
"90","Stop without doors","","15:46:09","15:47:01","","","","","23.78","","2.16","","","23.33"
"91","Stop without doors","","15:51:32","15:52:09","","","","","25.15","","3.53","","","18.17"
"92","Stop without doors","","15:55:09","15:56:01","","","","","26.05","","4.44","","","18.17"
"93","Stop without doors","","15:58:14","15:58:57","","","","","27.05","","5.43","","","26.97"
"94","Stop without doors","","15:59:49","16:00:04","","","","","27.34","","5.72","","","19.97"
"95","Drive through","Round Barn Road (North Side),2","16:01:53","16:01:53","15:41:37","15:41:37","0:20:16","0:20:16","27.90","6.03","6.28","","17.50","18.39"
"96","Trip","Line GREEN, Block 508","","16:46:09","","16:45:00","","","28.58","","0.00","Pattern: [@15.0.68508734@]66","","0.00"
"97","Stop","Round Barn Road (North Side),2","16:46:09","16:46:09","16:45:00","16:45:00","0:01:09","0:01:09","28.58","0.00","0.00","","0.00",""
"98","Drive through","Round Barn & Country Fair Dr. (NE),1","16:46:18","16:46:18","16:45:25","16:45:25","0:00:53","0:00:53","28.74","0.15","0.16","","62.89","62.89"
"99","Drive through","Springfield & Country Fair Dr. (SE),2","16:47:09","16:47:09","16:45:40","16:45:40","0:01:29","0:01:29","28.86","0.26","0.28","","8.16","8.16"
"100","Drive through","Springfield at Round Barn (SW Corner),3","16:47:50","16:47:50","16:46:15","16:46:15","0:01:35","0:01:35","29.09","0.47","0.51","","20.74","20.74"
"101","Drive through","Springfield & Mattis (SW Corner),3","16:48:00","16:48:00","16:46:37","16:46:37","0:01:23","0:01:23","29.15","0.56","0.58","","22.82","22.82"
"102","Stop","Springfield & Mattis (SE Far Side),6","16:48:23","16:48:39","16:47:37","16:47:37","0:00:46","0:01:02","29.25","0.68","0.68","","15.57","15.57"
"103","Drive through","Springfield & Westlawn (SW Corner),3","16:49:11","16:49:11","16:48:05","16:48:05","0:01:06","0:01:06","29.48","0.87","0.90","","25.03","25.03"
"104","Drive through","Springfield & Russell (SW Corner),3","16:49:42","16:49:42","16:48:40","16:48:40","0:01:02","0:01:02","29.70","1.09","1.13","","26.34","26.34"
"105","Drive through","Springfield & James (SW Corner),3","16:49:58","16:49:58","16:49:05","16:49:05","0:00:53","0:00:53","29.82","1.21","1.24","","26.29","26.29"
"106","Drive through","Springfield & McKinley (SW Corner),3","16:50:27","16:50:27","16:49:30","16:49:30","0:00:57","0:00:57","29.94","1.34","1.36","","14.97","14.97"
"107","Drive through","Springfield & Willis (SW Corner),3","16:50:46","16:50:46","16:50:00","16:50:00","0:00:46","0:00:46","30.07","1.46","1.49","","24.02","24.02"
"108","Drive through","Springfield & Pine (SW Corner),3","16:51:28","16:51:28","16:51:20","16:51:20","0:00:08","0:00:08","30.32","1.70","1.74","","21.42","21.42"
"109","Drive through","Springfield & New (SW Corner),3","16:51:39","16:51:39","16:51:45","16:51:45","-0:00:06","-0:00:06","30.39","1.79","1.81","","22.78","22.78"
"110","Stop","Springfield & Lynn (SW Corner),3","16:52:01","16:52:11","16:52:20","16:52:20","-0:00:19","-0:00:09","30.48","1.92","1.91","","15.66","15.66"
"111","Drive through","Springfield & Prairie (SW Corner),3","16:52:41","16:52:41","16:53:10","16:53:10","-0:00:29","-0:00:29","30.68","2.10","2.10","","23.64","23.64"
"112","Stop without doors","","16:52:58","16:53:10","","","","","30.74","","2.16","","","11.85"
"113","Drive through","State & Springfield (SW Corner),3","16:53:19","16:53:19","16:53:48","16:53:48","-0:00:29","-0:00:29","30.77","2.18","2.19","","8.13","11.94"
"114","Drive through","Randolph & Springfield (NE Far Side),5","16:53:48","16:53:48","16:54:26","16:54:26","-0:00:38","-0:00:38","30.89","2.30","2.31","","15.74","15.74"
"115","Drive through","Randolph & White (SE Corner),2","16:54:04","16:54:04","16:55:04","16:55:04","-0:01:00","-0:01:00","30.98","2.39","2.40","","19.58","19.58"
"116","Drive through","Randolph & Clark (SE Corner),2","16:54:19","16:54:19","16:55:42","16:55:42","-0:01:23","-0:01:23","31.04","2.46","2.47","","15.22","15.22"
"117","Stop without doors","","16:54:31","16:55:11","","","","","31.07","","2.50","","","9.51"
"118","Drive through","University & Randolph (SE Corner),2","16:55:25","16:55:25","16:56:20","16:56:20","-0:00:55","-0:00:55","31.11","2.52","2.53","","3.46","8.15"
"119","Stop","University & Neil (SW Corner),3","16:55:42","16:55:58","16:56:58","16:56:58","-0:01:16","-0:01:00","31.15","2.61","2.58","","10.14","10.14"
"120","Stop","Illinois Terminal (Platform A),1","17:03:39","17:05:08","17:00:00","17:05:00","0:03:39","0:00:08","31.54","2.78","2.97","","3.06","3.06"
"121","Drive through","Walnut & Logan (NE Corner),1","17:06:22","17:06:22","17:06:33","17:06:33","-0:00:11","-0:00:11","31.71","2.93","3.13","","8.08","8.08"
"122","Stop","Neil & White (NW Corner),4","17:06:43","17:07:00","17:07:33","17:07:33","-0:00:50","-0:00:33","31.76","3.02","3.18","","8.31","8.31"
"123","Drive through","Neil & Springfield (NW Corner),4","17:07:36","17:07:36","17:08:43","17:08:43","-0:01:07","-0:01:07","31.90","3.15","3.32","","13.61","13.61"
"124","Stop","Neil & Healey (NW Corner),4","17:07:51","17:08:06","17:09:38","17:09:38","-0:01:47","-0:01:32","31.94","3.21","3.36","","10.44","10.44"
"125","Stop without doors","","17:08:49","17:09:08","","","","","32.06","","3.48","","","9.84"
"126","Drive through","Green & Neil (SE Far Side),6","17:09:23","17:09:23","17:10:50","17:10:50","-0:01:27","-0:01:27","32.09","3.35","3.51","","7.06","8.06"
"127","Drive through","Green & Locust (SW Corner),3","17:10:00","17:10:00","17:11:25","17:11:25","-0:01:25","-0:01:25","32.24","3.49","3.66","","14.64","14.64"
"128","Drive through","Green & Second (SW Corner),3","17:10:51","17:10:51","17:12:10","17:12:10","-0:01:19","-0:01:19","32.41","3.65","3.83","","12.11","12.11"
"129","Stop","Green & Fourth (SW Corner),3","17:11:39","17:11:55","17:13:19","17:13:19","-0:01:40","-0:01:24","32.57","3.84","3.99","","11.61","11.61"
"130","Stop with doors","","17:12:34","17:12:48","","","","","32.70","","4.12","","","11.99"
"131","Drive through","Green & Sixth (SW Corner),3","17:12:58","17:12:58","17:14:00","17:14:00","-0:01:02","-0:01:02","32.72","4.01","4.14","","8.85","8.95"
"132","Stop without doors","","17:13:11","17:13:30","","","","","32.74","","4.16","","","4.82"
"133","Stop","Illini Union (South Side Shelter),1","17:14:45","17:15:49","17:15:00","17:15:00","-0:00:15","0:00:49","32.93","4.15","4.36","","7.15","9.37"
"134","Stop with doors","","17:16:38","17:17:07","","","","","33.08","","4.50","","","10.46"
"135","Stop","Green & Goodwin (SE Far Side),6","17:17:29","17:17:48","17:17:00","17:17:00","0:00:29","0:00:48","33.13","4.35","4.55","","6.98","8.44"
"136","Stop","Green & Gregory (South Side),3","17:18:22","17:18:36","17:18:00","17:18:00","0:00:22","0:00:36","33.26","4.48","4.68","","13.76","13.76"
"137","Stop without doors","","17:18:54","17:19:42","","","","","33.32","","4.74","","","12.31"
"138","Stop","Green & Busey (SW Corner),3","17:20:08","17:20:19","17:19:00","17:19:00","0:01:08","0:01:19","33.41","4.63","4.83","","5.86","12.22"
"139","Stop","Green & Orchard (SW Corner),3","17:20:57","17:21:08","17:19:48","17:19:48","0:01:09","0:01:20","33.58","4.80","5.00","","16.02","16.02"
"140","Drive through","Green & Birch (SW Corner),3","17:21:39","17:21:39","17:20:36","17:20:36","0:01:03","0:01:03","33.74","4.95","5.16","","19.34","19.34"
"141","Drive through","Green & Cedar (SW Corner),3","17:21:53","17:21:53","17:21:24","17:21:24","0:00:29","0:00:29","33.82","5.02","5.24","","19.98","19.98"
"142","Stop","Green & Race (NE Far Side),5","17:22:30","17:22:47","17:22:12","17:22:12","0:00:18","0:00:35","33.90","5.12","5.33","","8.23","8.23"
"143","Stop without doors","","17:23:17","17:23:51","","","","","33.97","","5.39","","","7.31"
"144","Drive through","Race & Main (SE Corner),2","17:24:08","17:24:08","17:23:44","17:23:44","0:00:24","0:00:24","34.00","5.21","5.43","","4.45","8.29"
"145","Stop without doors","","17:24:26","17:24:37","","","","","34.06","","5.48","","","10.44"
"146","Stop","Lincoln Square Garage East,1","17:24:57","17:25:34","17:25:00","17:25:00","-0:00:03","0:00:34","34.09","5.34","5.51","","5.99","5.26"
"147","Stop","Vine & Green (NW Corner),4","17:26:45","17:26:57","17:25:35","17:25:35","0:01:10","0:01:22","34.28","5.54","5.70","","9.65","9.65"
"148","Stop without doors","","17:27:24","17:27:47","","","","","34.38","","5.80","","","14.01"
"149","Drive through","Vine & Illinois (NW Corner),4","17:27:54","17:27:54","17:26:00","17:26:00","0:01:54","0:01:54","34.40","5.65","5.82","","7.78","9.27"
"150","Drive through","Vine & Oregon (NW Corner),4","17:28:17","17:28:17","17:26:30","17:26:30","0:01:47","0:01:47","34.52","5.76","5.95","","19.65","19.65"
"151","Stop","Vine & Washington (NW Corner),4","17:28:53","17:29:07","17:27:05","17:27:05","0:01:48","0:02:02","34.63","5.90","6.06","","10.94","10.94"
"152","Stop","Vine & Fairlawn (SE Far Side),6","17:29:50","17:30:17","17:27:40","17:27:40","0:02:10","0:02:37","34.80","6.07","6.23","","14.21","14.21"
"153","Stop","Fairlawn (South Side),1","17:30:44","17:30:56","17:28:00","17:28:00","0:02:44","0:02:56","34.89","6.16","6.32","","11.85","11.85"
"154","Drive through","Anderson & Fairlawn (SW Corner),3","17:31:40","17:31:40","17:28:25","17:28:25","0:03:15","0:03:15","35.04","6.29","6.46","","11.95","11.95"
"155","Stop","Anderson & Michigan (NW Corner),4","17:32:04","17:32:18","17:28:45","17:28:45","0:03:19","0:03:33","35.11","6.39","6.53","","11.00","11.00"
"156","Drive through","Penn & Anderson (NW Corner),4","17:32:44","17:32:44","17:29:05","17:29:05","0:03:39","0:03:39","35.20","6.46","6.63","","12.65","12.65"
"157","Drive through","Penn & Wiley (SW Corner),3","17:33:11","17:33:11","17:29:30","17:29:30","0:03:41","0:03:41","35.34","6.59","6.77","","18.89","18.89"
"158","Stop","Cottage Grove & Penn (SW Corner),3","17:33:37","17:34:05","17:29:55","17:29:55","0:03:42","0:04:10","35.43","6.71","6.85","","11.96","11.96"
"159","Stop","Florida & Cottage Grove (NW Corner),4","17:34:43","17:34:49","17:30:35","17:30:35","0:04:08","0:04:14","35.54","6.83","6.96","","10.07","10.07"
"160","Drive through","Florida & Linden (SW Corner),3","17:35:08","17:35:08","17:31:04","17:31:04","0:04:04","0:04:04","35.63","6.91","7.05","","17.08","17.08"
"161","Stop","Sunnycrest Mall (SW),3","17:35:31","17:35:42","17:31:21","17:31:21","0:04:10","0:04:21","35.72","7.01","7.14","","14.59","14.59"
"162","Stop","Florida & Philo (SW Corner),3","17:36:03","17:36:58","17:32:00","17:32:00","0:04:03","0:04:58","35.78","7.07","7.20","","9.91","9.91"
"163","Stop","Florida & Adams (SW Corner),3","17:37:23","17:37:31","17:32:18","17:32:18","0:05:05","0:05:13","35.88","7.17","7.31","","15.22","15.22"
"164","Stop","Florida & James Cherry (SW),3","17:38:10","17:38:22","17:32:53","17:32:53","0:05:17","0:05:29","36.05","7.36","7.48","","15.61","15.61"
"165","Drive through","Florida & Curtiss (SW Corner),3","17:38:47","17:38:47","17:33:23","17:33:23","0:05:24","0:05:24","36.20","7.47","7.62","","20.85","20.85"
"166","Drive through","Florida & Kinch (SW Corner),3","17:39:01","17:39:01","17:33:45","17:33:45","0:05:16","0:05:16","36.30","7.57","7.72","","25.41","25.41"
"167","Stop","Florida & Bermuda (SW Corner),3","17:39:25","17:39:32","17:34:05","17:34:05","0:05:20","0:05:27","36.40","7.68","7.82","","15.38","15.38"
"168","Stop","Florida & Smith (NE Far Side),5","17:40:19","17:40:30","17:34:35","17:34:35","0:05:44","0:05:55","36.60","7.89","8.03","","15.62","15.62"
"169","Stop","Michigan & Smith (SE Corner),2","17:41:13","17:41:24","17:35:05","17:35:05","0:06:08","0:06:19","36.79","8.08","8.21","","15.46","15.46"
"170","Drive through","Michigan & Greenridge (NE Corner),1","17:41:39","17:41:39","17:35:20","17:35:20","0:06:19","0:06:19","36.87","8.15","8.29","","19.99","19.99"
"171","Stop","Michigan & Kinch (NE Corner),1","17:42:19","17:42:35","17:35:50","17:35:50","0:06:29","0:06:45","37.07","8.37","8.49","","17.79","17.79"
"172","Drive through","Country Squire & Kinch (NW Far Side),8","17:42:58","17:42:58","17:36:05","17:36:05","0:06:53","0:06:53","37.16","8.44","8.58","","14.11","14.11"
"173","Drive through","Country Squire Ct. (North Side),2","17:43:37","17:43:37","17:36:35","17:36:35","0:07:02","0:07:02","37.37","8.63","8.79","","19.22","19.22"
"174","Drive through","Hunter & Lanore (NE Corner),1","17:44:15","17:44:15","17:37:10","17:37:10","0:07:05","0:07:05","37.48","8.75","8.91","","11.01","11.01"
"175","Stop","Lierman & Hunter (NE Corner),1","17:44:35","17:45:03","17:37:30","17:37:30","0:07:05","0:07:33","37.54","8.86","8.97","","10.85","10.85"
"176","Stop","Washington & Lierman (SE Corner),2","17:45:40","17:46:03","17:38:00","17:38:00","0:07:40","0:08:03","37.67","8.98","9.09","","11.98","11.98"
"177","Drive through","Washington & Lanore (SW Corner),3","17:46:23","17:46:23","17:38:25","17:38:25","0:07:58","0:07:58","37.79","9.09","9.21","","21.37","21.37"
"178","Drive through","Washington & Rainbow View (SW Corner),3","17:46:37","17:46:37","17:38:45","17:38:45","0:07:52","0:07:52","37.89","9.19","9.31","","27.49","27.49"
"179","Drive through","Washington & Kinch (SW Corner),3","17:47:15","17:47:15","17:39:20","17:39:20","0:07:55","0:07:55","38.08","9.36","9.50","","17.37","17.37"
"180","Drive through","Washington & Timothy Tr. (SW Corner),3","17:47:44","17:47:44","17:39:55","17:39:55","0:07:49","0:07:49","38.26","9.55","9.68","","22.68","22.68"
"181","Drive through","Washington & Smith (SW Corner),3","17:47:54","17:47:54","17:40:10","17:40:10","0:07:44","0:07:44","38.31","9.62","9.74","","19.91","19.91"
