"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"20","Stop without doors","","7:36:15","7:36:34","","","","","5.53","","2.93","","","18.29"
"21","Stop","First & Daniel (SE Far Side),6","7:36:49","7:39:38","7:34:02","7:34:02","0:02:47","0:05:36","5.55","2.97","2.95","","8.45","6.27"
"22","Stop","Third & Daniel (SW Corner),3","7:40:18","7:40:35","7:35:00","7:35:00","0:05:18","0:05:35","5.69","3.13","3.10","","12.70","12.70"
"23","Stop","Fourth & Chalmers (NW Corner),4","7:41:19","7:41:37","7:35:45","7:35:45","0:05:34","0:05:52","5.88","3.33","3.28","","15.21","15.21"
"24","Drive through","4th & Armory (SE Far Side),6","7:42:17","7:42:17","7:36:30","7:36:30","0:05:47","0:05:47","6.04","3.47","3.44","","14.10","14.10"
"25","Stop","Armory & Wright (South Side),3","7:42:59","7:43:19","7:37:15","7:37:15","0:05:44","0:06:04","6.21","3.66","3.61","","14.38","14.38"
"26","Stop","Transit Plaza (SE Platform),4","7:44:05","7:44:22","7:38:00","7:38:00","0:06:05","0:06:22","6.41","3.86","3.81","","16.30","16.30"
"27","Stop without doors","","7:44:57","7:45:09","","","","","6.54","","3.94","","","12.60"
"28","Stop","Illini Union (South Side Shelter),1","7:45:39","7:46:06","7:40:00","7:40:00","0:05:39","0:06:06","6.64","4.05","4.05","","10.84","13.13"
"29","Stop","Goodwin at Materials Research,2","7:46:41","7:46:55","7:41:15","7:41:15","0:05:26","0:05:40","6.89","4.34","4.29","","24.80","24.80"
"30","Stop without doors","","7:47:06","7:47:32","","","","","6.94","","4.34","","","18.31"
"31","Stop","Goodwin & Main (SE Corner),2","7:48:00","7:48:24","7:42:24","7:42:24","0:05:36","0:06:00","7.06","4.53","4.47","","9.88","15.74"
"32","Stop","Goodwin & Clark (SE Corner),2","7:48:44","7:50:19","7:43:00","7:43:00","0:05:44","0:07:19","7.14","4.59","4.54","","12.98","12.98"
"33","Drive through","University & Goodwin (SE Corner),2","7:50:56","7:50:56","7:43:20","7:43:20","0:07:36","0:07:36","7.21","4.66","4.61","","7.32","7.32"
"34","Stop without doors","","7:51:38","7:53:29","","","","","7.39","","4.79","","","15.34"
"35","Drive through","Lincoln & Park (SE Corner),2","7:53:56","7:53:56","7:44:44","7:44:44","0:09:12","0:09:12","7.53","4.98","4.94","","6.47","19.23"
"36","Stop without doors","","7:54:09","7:54:36","","","","","7.55","","4.95","","","3.79"
"37","Drive through","Lincoln & Church (SE Corner),2","7:54:41","7:54:41","7:45:20","7:45:20","0:09:21","0:09:21","7.56","5.04","4.96","","2.29","10.74"
"38","Drive through","Fairview & Lincoln (SE Corner),2","7:54:57","7:54:57","7:46:32","7:46:32","0:08:25","0:08:25","7.69","5.16","5.09","","28.39","28.39"
"39","Drive through","Lincoln & Wascher (SE Corner),2","7:55:14","7:55:14","7:47:05","7:47:05","0:08:09","0:08:09","7.87","5.33","5.27","","38.03","38.03"
"40","Drive through","Lincoln at Atrium Apts (East Side),2","7:55:28","7:55:28","7:47:46","7:47:46","0:07:42","0:07:42","8.03","5.48","5.43","","40.11","40.11"
"41","Stop","Lincoln & Bradley (SE Corner),2","7:55:49","7:56:02","7:48:26","7:48:26","0:07:23","0:07:36","8.17","5.65","5.57","","25.25","25.25"
"42","Drive through","Lincoln & Kettering Park (SE Far Side),6","7:56:39","7:56:39","7:49:12","7:49:12","0:07:27","0:07:27","8.38","5.83","5.78","","20.38","20.38"
"43","Drive through","Kettering & Linview (SW Corner),3","7:56:59","7:56:59","7:49:48","7:49:48","0:07:11","0:07:11","8.47","5.92","5.87","","15.55","15.55"
"44","Stop","Linview & Killarney (SE Corner),2","7:57:39","7:57:39","7:50:24","7:50:24","0:07:15","0:07:15","8.62","6.10","6.02","","13.65","13.65"
"45","Dead run out","Line BROWN ALT PM, Block 3118","","14:30:35","","14:40:00","","","11.39","","0.00","Pattern: [Garage][DEPOT:1]","","0.00"
"46","Stop without doors","","14:30:35","14:30:35","","","","","11.39","","0.00","","",""
"47","Stop","MTD Garage,1","14:30:40","14:30:40","14:40:00","14:40:00","-0:09:20","-0:09:20","11.39","0.00","0.00","","0.00","0.00"
"48","Trip","Line BROWN ALT PM, Block 3118","","14:37:44","","14:40:00","","","11.39","","0.00","Pattern: [@15.0.61734120@]215","","0.00"
"49","Stop","MTD Garage,1","14:37:44","14:37:44","14:40:00","14:40:00","-0:02:16","-0:02:16","11.39","0.00","0.00","","0.00",""
"50","Stop without doors","","14:38:55","14:39:37","","","","","11.54","","0.15","","","7.28"
"51","Stop with doors","","14:39:52","14:39:53","","","","","11.57","","0.18","","","7.01"
"52","Stop without doors","","14:40:54","14:41:37","","","","","11.95","","0.57","","","22.89"
"53","Stop without doors","","14:43:22","14:43:50","","","","","12.69","","1.30","","","25.36"
"54","Stop without doors","","14:47:44","14:47:52","","","","","14.09","","2.70","","","21.49"
"55","Stop without doors","","14:48:20","14:48:51","","","","","14.18","","2.79","","","11.83"
"56","Stop without doors","","14:50:51","14:51:00","","","","","14.78","","3.39","","","17.79"
"57","Stop with doors","","14:52:52","15:00:06","","","","","15.30","","3.91","","","16.78"
"58","Stop without doors","","15:00:21","15:07:13","","","","","15.39","","4.00","","","22.67"
"59","Stop","Franklin Middle School (East Side),2","15:07:25","15:09:25","14:55:00","15:05:00","0:12:25","0:04:25","15.41","3.52","4.02","","8.12","5.60"
"60","Stop without doors","","15:11:56","15:12:06","","","","","15.90","","4.51","","","11.59"
"61","Stop with doors","","15:12:38","15:30:00","","","","","15.94","","4.55","","","4.83"
"62","Drive through","Central High,9","15:30:23","15:30:23","15:15:00","15:20:00","0:15:23","0:10:23","16.05","4.16","4.66","","1.84","17.90"
"63","Stop without doors","","15:32:29","15:32:39","","","","","16.60","","5.21","","","15.61"
"64","Stop without doors","","15:33:06","15:33:56","","","","","16.69","","5.30","","","12.02"
"65","Stop without doors","","15:34:40","15:34:59","","","","","16.93","","5.54","","","19.93"
"66","Stop with doors","","15:35:53","15:36:08","","","","","17.24","","5.85","","","20.63"
"67","Stop with doors","","15:37:34","15:37:46","","","","","17.68","","6.29","","","18.24"
"68","Stop without doors","","15:38:50","15:39:03","","","","","18.11","","6.72","","","24.26"
"69","Stop with doors","","15:39:34","15:39:50","","","","","18.26","","6.87","","","17.68"
"70","Stop","Prospect & Broadmoor (NW Corner),4","15:40:27","15:40:47","15:30:00","15:30:00","0:10:27","0:10:47","18.48","6.05","7.09","","14.44","20.74"
"71","Stop","Prospect & Devonshire (NW Corner),4","15:41:30","15:41:58","15:31:00","15:31:00","0:10:30","0:10:58","18.69","6.26","7.30","","17.64","17.64"
"72","Stop without doors","","15:42:53","15:43:07","","","","","18.97","","7.58","","","18.39"
"73","Drive through","Galen & Devonshire (NW Corner),4","15:43:18","15:43:18","15:33:00","15:33:00","0:10:18","0:10:18","18.99","6.54","7.60","","13.73","7.94"
"74","Stop","Galen & Harrington (NW Corner),4","15:43:49","15:44:10","15:33:40","15:33:40","0:10:09","0:10:30","19.15","6.74","7.76","","18.84","18.84"
"75","Drive through","Galen & Plymouth (NW Corner),4","15:44:37","15:44:37","15:34:20","15:34:20","0:10:17","0:10:17","19.33","6.90","7.94","","24.03","24.03"
"76","Stop","Galen & Windsor (NW Corner),4","15:44:53","15:45:23","15:35:40","15:35:40","0:09:13","0:09:43","19.40","6.98","8.01","","14.41","14.41"
"77","Drive through","Windsor & Stillwater (NE Corner),1","15:45:56","15:45:56","15:36:20","15:36:20","0:09:36","0:09:36","19.66","7.22","8.27","","28.75","28.75"
"78","Stop without doors","","15:46:10","15:46:19","","","","","19.72","","8.33","","","15.66"
"79","Drive through","Windsor & Carlisle (NE Corner),1","15:46:26","15:46:26","15:37:00","15:37:00","0:09:26","0:09:26","19.74","7.30","8.35","","9.55","9.59"
"80","Stop without doors","","15:47:03","15:47:14","","","","","19.91","","8.52","","","16.51"
"81","Drive through","Windward & Autumnwood (NW Corner),4","15:47:22","15:47:22","15:37:40","15:37:40","0:09:42","0:09:42","19.94","7.49","8.55","","12.59","11.75"
"82","Drive through","Windward Point,4","15:47:42","15:47:42","15:38:20","15:38:20","0:09:22","0:09:22","20.05","7.61","8.67","","21.26","21.26"
"83","Drive through","Windward & Countryside (NW Corner),4","15:47:49","15:47:49","15:39:00","15:39:00","0:08:49","0:08:49","20.10","7.66","8.71","","23.33","23.33"
"84","Drive through","Windward & Waterford (NW Corner),4","15:47:58","15:47:58","15:39:20","15:39:20","0:08:38","0:08:38","20.17","7.73","8.78","","26.35","26.35"
"85","Drive through","Sussex & Windward (SW Corner),3","15:48:30","15:48:30","15:40:00","15:40:00","0:08:30","0:08:30","20.35","7.90","8.96","","20.49","20.49"
"86","Stop without doors","","15:48:53","15:49:00","","","","","20.45","","9.06","","","16.54"
"87","Drive through","Sussex & Oakmont (SW Corner),3","15:49:09","15:49:09","15:40:35","15:40:35","0:08:34","0:08:34","20.49","8.04","9.10","","12.74","12.93"
"88","Drive through","Sussex & Waterford (SW Corner),3","15:49:18","15:49:18","15:41:10","15:41:10","0:08:08","0:08:08","20.54","8.11","9.15","","22.87","22.87"
"89","Drive through","Sussex & Southfield (SW Corner),3","15:49:29","15:49:29","15:41:40","15:41:40","0:07:49","0:07:49","20.61","8.17","9.22","","21.15","21.15"
"90","Drive through","Galen & Sussex (SW Corner),3","15:49:55","15:49:55","15:42:20","15:42:20","0:07:35","0:07:35","20.71","8.27","9.32","","13.60","13.60"
"91","Stop","Galen & Wilshire (NW Corner),4","15:50:08","15:50:27","15:43:00","15:43:00","0:07:08","0:07:27","20.75","8.34","9.36","","11.88","11.88"
"92","Stop","Galen & Yorkshire (SW Corner),3","15:50:58","15:51:06","15:43:20","15:43:20","0:07:38","0:07:46","20.86","8.47","9.47","","13.14","13.14"
"93","Drive through","Galen & Salisbury (SW Corner),3","15:51:41","15:51:41","15:43:40","15:43:40","0:08:01","0:08:01","21.08","8.67","9.69","","22.50","22.50"
"94","Stop","Prospect & Galen (SW Corner),3","15:51:51","15:51:59","15:44:20","15:44:20","0:07:31","0:07:39","21.10","8.71","9.71","","8.51","8.51"
"95","Drive through","Prospect & Floral Park (SE Corner),2","15:52:14","15:52:14","15:44:40","15:44:40","0:07:34","0:07:34","21.19","8.79","9.80","","20.88","20.88"
"96","Drive through","Prospect & Park Ln. (SE Far Side),6","15:52:40","15:52:40","15:45:00","15:45:00","0:07:40","0:07:40","21.33","8.91","9.94","","19.10","19.10"
"97","Drive through","Park Lane & Stanford (SW Corner),3","15:52:48","15:52:48","15:45:20","15:45:20","0:07:28","0:07:28","21.38","8.97","9.99","","22.65","22.65"
"98","Stop","Park Lane & Bedford (SW Corner),3","15:53:25","15:53:37","15:45:40","15:45:40","0:07:45","0:07:57","21.57","9.17","10.18","","18.63","18.63"
"99","Stop","Lyndhurst & Park Ln (SW Corner),3","15:53:58","15:54:07","15:46:00","15:46:00","0:07:58","0:08:07","21.63","9.23","10.24","","10.66","10.66"
"100","Drive through","Lyndhurst & Magnolia (NW Corner),4","15:54:22","15:54:22","15:46:20","15:46:20","0:08:02","0:08:02","21.69","9.28","10.30","","14.17","14.17"
"101","Drive through","Lyndhurst & Old Maple Lane (NW Corner),4","15:54:44","15:54:44","15:46:40","15:46:40","0:08:04","0:08:04","21.75","9.34","10.36","","10.07","10.07"
"102","Stop","Lyndhurst & Arbours Drive (NW Corner),4","15:55:12","15:55:22","15:47:00","15:47:00","0:08:12","0:08:22","21.90","9.50","10.51","","18.38","18.38"
"103","Drive through","Lyndhurst & Arbour (NW Corner),4","15:55:39","15:55:39","15:47:20","15:47:20","0:08:19","0:08:19","21.94","9.54","10.55","","10.14","10.14"
"104","Drive through","Lyndhurst & Lyndhurst Village Ct. (SE),2","15:56:09","15:56:09","15:47:40","15:47:40","0:08:29","0:08:29","22.03","9.62","10.64","","10.22","10.22"
"105","Stop without doors","","15:56:24","15:56:34","","","","","22.08","","10.69","","","12.68"
"106","Drive through","Lyndhurst & Burwash (NW Corner),4","15:56:41","15:56:41","15:48:00","15:48:00","0:08:41","0:08:41","22.10","9.69","10.71","","8.25","10.55"
"107","Stop without doors","","15:57:09","15:57:34","","","","","22.23","","10.84","","","16.78"
"108","Stop without doors","","15:58:58","15:59:10","","","","","22.58","","11.20","","","15.08"
"109","Stop with doors","","15:59:24","15:59:26","","","","","22.61","","11.22","","","6.08"
"110","Stop","Winfield Village Lot M,1","16:00:23","16:00:45","15:50:20","15:50:20","0:10:03","0:10:25","22.80","10.43","11.41","","11.26","11.90"
"111","Stop","Winfield Village Lot G,1","16:01:57","16:02:12","15:50:50","15:50:50","0:11:07","0:11:22","22.98","10.63","11.59","","9.20","9.20"
"112","Drive through","Winfield Village Lot B,2","16:03:22","16:03:22","15:51:40","15:51:40","0:11:42","0:11:42","23.17","10.80","11.79","","10.01","10.01"
"113","Stop without doors","","16:06:32","16:07:10","","","","","24.54","","13.15","","","25.94"
"114","Stop","Ashton Woods (East Side),2","16:07:40","16:07:40","15:54:00","15:54:00","0:13:40","0:13:40","24.67","12.34","13.28","","20.85","14.99"
"115","Dead run in","Line BROWN ALT PM, Block 3118","","16:07:52","","15:54:00","","","24.67","","0.00","Pattern: [ASHTON:2][Garage]","","0.00"
"116","Stop","Ashton Woods (East Side),2","16:07:52","16:07:52","15:54:00","15:54:00","0:13:52","0:13:52","24.67","0.00","0.00","","0.00",""
"117","Stop without doors","","16:11:49","16:12:37","","","","","26.58","","1.92","","","29.03"
"118","Stop without doors","","16:13:57","16:13:57","","","","","27.09","","2.42","","","22.77"
"119","Depot","MTD Garage","16:19:52","16:19:52","16:02:00","16:02:00","0:17:52","0:17:52","29.03","4.35","4.36","","21.79","19.69"
