"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"163","Stop","First & Gregory (SE Corner),2","9:23:12","9:23:32","9:21:50","9:21:50","0:01:22","0:01:42","25.49","1.18","1.11","","9.81","9.81"
"164","Stop without doors","","9:24:26","9:24:43","","","","","25.69","","1.30","","","13.26"
"165","Stop","Gregory at Ikenberry Commons (South),1","9:24:52","9:25:52","9:23:00","9:24:00","0:01:52","0:01:52","25.70","1.40","1.31","","9.23","2.49"
"166","Stop without doors","","9:26:08","9:26:28","","","","","25.76","","1.37","","","13.99"
"167","Stop without doors","","9:27:12","9:27:47","","","","","25.83","","1.44","","","5.70"
"168","Stop","Fourth & Armory (SE Corner),2","9:27:56","9:28:09","9:26:00","9:26:00","0:01:56","0:02:09","25.84","1.55","1.46","","4.24","5.72"
"169","Stop without doors","","9:28:41","9:28:55","","","","","26.00","","1.62","","","17.83"
"170","Stop","Armory & Wright (South Side),3","9:29:18","9:29:55","9:28:00","9:28:00","0:01:18","0:01:55","26.08","1.79","1.69","","12.39","12.36"
"171","Stop","Transit Plaza (SE Platform),4","9:30:42","9:31:00","9:30:00","9:30:00","0:00:42","0:01:00","26.29","1.98","1.90","","16.00","16.00"
"172","Stop without doors","","9:31:34","9:31:49","","","","","26.41","","2.03","","","12.90"
"173","Stop","Wright & Healey (East Side),2","9:32:09","9:32:21","9:32:00","9:32:00","0:00:09","0:00:21","26.47","2.21","2.09","","9.60","11.19"
"174","Stop without doors","","9:32:46","9:33:26","","","","","26.57","","2.18","","","13.87"
"175","Stop","White & Wright (SE Corner),2","9:33:53","9:34:05","9:32:30","9:32:30","0:01:23","0:01:35","26.69","2.41","2.31","","8.61","16.49"
"176","Stop","White Street Mid-Block (North Side),2","9:34:50","9:34:57","9:34:30","9:34:30","0:00:20","0:00:27","26.91","2.62","2.53","","17.50","17.50"
"177","Drive through","White & Second (NE Corner),1","9:35:24","9:35:24","9:35:30","9:35:30","-0:00:06","-0:00:06","27.14","2.84","2.75","","30.08","30.08"
"178","Drive through","White & First (NE Corner),1","9:35:40","9:35:40","9:36:00","9:36:00","-0:00:20","-0:00:20","27.21","2.92","2.83","","17.48","17.48"
"179","Stop","Illinois Terminal (Platform C),5","9:36:57","9:36:57","9:38:00","9:38:00","-0:01:03","-0:01:03","27.46","3.20","3.08","","11.54","11.54"
"180","Dead run out","Line GREY ALT, Block 3227","","14:11:57","","14:25:00","","","30.13","","0.00","Pattern: [Garage][DEPOT:1]","","0.00"
"181","Stop without doors","","14:11:57","14:11:57","","","","","30.13","","0.00","","",""
"182","Stop with doors","","14:13:36","14:22:47","","","","","30.13","","0.00","","","0.00"
"183","Stop","MTD Garage,1","14:24:37","14:24:37","14:25:00","14:25:00","-0:00:23","-0:00:23","30.33","0.00","0.20","","0.00","6.37"
"184","Trip","Line GREY ALT, Block 3227","","14:25:09","","14:25:00","","","30.33","","0.00","Pattern: [@2.0.84907145@]GREY 1425","","0.00"
"185","Stop","MTD Garage,1","14:25:09","14:25:09","14:25:00","14:25:00","0:00:09","0:00:09","30.33","0.00","0.00","","0.00",""
"186","Stop without doors","","14:26:08","14:26:51","","","","","30.72","","0.40","","","23.85"
"187","Stop without doors","","14:32:18","14:32:54","","","","","32.84","","2.52","","","23.41"
"188","Stop without doors","","14:34:14","14:34:28","","","","","33.18","","2.85","","","14.94"
"189","Stop without doors","","14:35:23","14:35:32","","","","","33.35","","3.03","","","11.60"
"190","Stop","Edison Middle School,9","14:40:59","14:50:02","14:40:00","14:50:00","0:00:59","0:00:02","33.40","3.27","3.08","","11.66","0.56"
"191","Stop without doors","","14:50:06","14:50:13","","","","","33.41","","3.09","","","3.92"
