"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"88","Stop","Springfield & Harvey (NE Corner),1","8:45:12","8:45:24","8:45:00","8:45:00","0:00:12","0:00:24","12.24","0.80","0.79","","16.37","16.37"
"89","Stop without doors","","8:45:44","8:46:03","","","","","12.32","","0.88","","","15.22"
"90","Stop","Goodwin at Ceramics Building,1","8:46:34","8:46:53","8:46:15","8:46:15","0:00:19","0:00:38","12.42","0.97","0.97","","9.11","10.76"
"91","Stop","Green & Goodwin (NW Far Side),8","8:47:21","8:47:28","8:47:00","8:47:00","0:00:21","0:00:28","12.54","1.09","1.10","","15.98","15.98"
"92","Stop","Illini Union (Island Shelter),9","8:47:59","8:48:58","8:48:00","8:48:00","-0:00:01","0:00:58","12.67","1.22","1.23","","15.45","15.45"
"93","Stop","Transit Plaza (SW Platform),3","8:49:34","8:49:50","8:49:00","8:49:00","0:00:34","0:00:50","12.88","1.46","1.44","","20.70","20.70"
"94","Drive through","Wright & Chalmers (NW Corner),4","8:50:19","8:50:19","8:49:30","8:49:30","0:00:49","0:00:49","12.97","1.54","1.53","","11.57","11.57"
"95","Stop without doors","","8:51:04","8:51:19","","","","","13.13","","1.68","","","12.33"
"96","Drive through","Sixth & Armory (NW Corner),4","8:51:29","8:51:29","8:50:00","8:50:00","0:01:29","0:01:29","13.17","1.72","1.73","","10.13","15.44"
"97","Stop","Gregory at Library (South Side Shelter),1","8:52:23","8:52:39","8:51:00","8:51:00","0:01:23","0:01:39","13.32","1.90","1.87","","9.70","9.70"
"98","Stop","Gregory at Mumford Hall (South Side),1","8:53:07","8:53:28","8:51:30","8:51:30","0:01:37","0:01:58","13.46","2.05","2.01","","17.74","17.74"
"99","Stop","Goodwin & Gregory (South Side),3","8:53:55","8:54:08","8:52:00","8:52:00","0:01:55","0:02:08","13.55","2.14","2.10","","12.68","12.68"
"100","Drive through","Gregory & Dorner (SW Corner),3","8:54:40","8:54:40","8:52:30","8:52:30","0:02:10","0:02:10","13.67","2.27","2.22","","13.01","13.01"
"101","Stop","Plant Sciences Lab (West Side),1","8:55:14","8:55:26","8:53:00","8:53:00","0:02:14","0:02:26","13.78","2.40","2.33","","11.91","11.91"
"102","Stop without doors","","8:56:09","9:04:54","","","","","13.93","","2.49","","","12.91"
"103","Stop","PAR (North Side Shelter),2","9:04:56","9:04:56","8:55:00","8:55:00","0:09:56","0:09:56","13.93","2.83","2.49","","0.99","4.48"
"104","Dead run in","Line SILVER, Block 132","","9:04:56","","8:55:00","","","13.93","","0.00","Pattern: [PAR:2][PAR]","","0.00"
"105","Stop","PAR (North Side Shelter),2","9:04:56","9:04:56","8:55:00","8:55:00","0:09:56","0:09:56","13.93","0.00","0.00","","0.00",""
"106","Depot","PAR","9:04:57","9:04:57","8:56:00","8:56:00","0:08:57","0:08:57","13.94","0.23","0.01","","6.72","6.72"
"107","Dead run out","Line SILVER, Block 132","","9:04:57","","9:05:00","","","13.94","","0.00","Pattern: [PAR][PAR:2]","","0.00"
"108","Depot","PAR","9:04:57","9:04:57","9:05:00","9:05:00","-0:00:03","-0:00:03","13.94","0.00","0.00","","0.00",""
"109","Stop","PAR (North Side Shelter),2","9:05:00","9:05:00","9:06:00","9:06:00","-0:01:00","-0:01:00","13.94","0.27","0.01","","7.46","7.46"
"110","Trip","Line SILVER, Block 132","","9:07:16","","9:06:00","","","14.20","","0.00","Pattern: SILVER 2","","0.00"
"111","Stop","PAR (North Side Shelter),2","9:07:16","9:07:16","9:06:00","9:06:00","0:01:16","0:01:16","14.20","0.00","0.00","","0.00",""
"112","Stop","Penn & Maryland (SE Corner),2","9:08:20","9:08:31","9:07:00","9:07:00","0:01:20","0:01:31","14.40","0.20","0.21","","11.33","11.33"
"113","Drive through","Plant Sciences Lab (East Side),2","9:09:20","9:09:20","9:07:45","9:07:45","0:01:35","0:01:35","14.61","0.40","0.42","","15.53","15.53"
"114","Stop","Gregory & Dorner (SE Corner),2","9:09:43","9:10:46","9:08:20","9:08:20","0:01:23","0:02:26","14.69","0.52","0.49","","12.06","12.06"
"115","Stop","Goodwin & Gregory (NE Corner),1","9:11:13","9:11:31","9:08:55","9:08:55","0:02:18","0:02:36","14.78","0.62","0.59","","13.18","13.18"
"116","Stop","Gregory at Mumford Hall,2","9:11:57","9:12:05","9:09:30","9:09:30","0:02:27","0:02:35","14.89","0.73","0.70","","14.37","14.37"
"117","Stop","Gregory at Library (North Side),2","9:12:47","9:13:30","9:10:05","9:10:05","0:02:42","0:03:25","15.05","0.89","0.86","","13.91","13.91"
"118","Stop","Armory & Wright (South Side),3","9:14:45","9:15:07","9:11:15","9:11:15","0:03:30","0:03:52","15.28","1.12","1.09","","10.86","10.86"
"119","Stop","Transit Plaza (SE Platform),4","9:16:18","9:16:36","9:12:00","9:12:00","0:04:18","0:04:36","15.48","1.32","1.29","","10.34","10.34"
"120","Stop without doors","","9:17:23","9:18:26","","","","","15.60","","1.41","","","9.19"
"121","Stop","Illini Union (South Side Shelter),1","9:19:04","9:19:58","9:13:00","9:13:00","0:06:04","0:06:58","15.71","1.50","1.52","","5.58","10.37"
"122","Stop without doors","","9:20:33","9:21:43","","","","","15.85","","1.66","","","14.51"
"123","Stop","Goodwin at Materials Research,2","9:22:14","9:22:29","9:14:30","9:14:30","0:07:44","0:07:59","15.95","1.80","1.76","","6.39","11.62"
"124","Drive through","Springfield & Harvey (SW Corner),3","9:23:00","9:23:00","9:15:00","9:15:00","0:08:00","0:08:00","16.10","1.96","1.91","","17.18","17.18"
"125","Stop","Springfield & Gregory St. (SW Corner),3","9:23:16","9:23:30","9:15:30","9:15:30","0:07:46","0:08:00","16.17","2.05","1.98","","16.36","16.36"
"126","Stop without doors","","9:23:51","9:24:37","","","","","16.24","","2.05","","","11.19"
"127","Drive through","Springfield & Busey (SW Corner),3","9:24:57","9:24:57","9:16:30","9:16:30","0:08:27","0:08:27","16.34","2.20","2.15","","6.90","18.24"
"128","Drive through","Springfield at Phillips Rec. Ctr (South),1","9:25:28","9:25:28","9:17:30","9:17:30","0:07:58","0:07:58","16.53","2.38","2.34","","22.66","22.66"
"129","Drive through","Springfield & Birch (SW Corner),3","9:25:44","9:25:44","9:18:00","9:18:00","0:07:44","0:07:44","16.64","2.50","2.45","","25.03","25.03"
"130","Stop without doors","","9:26:20","9:26:43","","","","","16.79","","2.59","","","14.11"
"131","Stop","Lincoln Square Garage South,8","9:27:07","9:27:07","9:20:00","9:20:00","0:07:07","0:07:07","16.87","2.76","2.67","","9.60","12.03"
"132","Dead run out","Line SILVER, Block 132","","9:27:08","","9:29:00","","","16.87","","0.00","Pattern: [LSG][LSE:8]","","0.00"
"133","Depot","LSG","9:27:08","9:27:08","9:29:00","9:29:00","-0:01:52","-0:01:52","16.87","0.00","0.00","","0.00",""
"134","Stop without doors","","9:27:53","9:27:53","","","","","16.91","","0.05","","","3.78"
"135","Stop","Lincoln Square Garage South,8","9:28:23","9:28:23","9:30:00","9:30:00","-0:01:37","-0:01:37","16.94","0.16","0.08","","3.55","3.21"
"136","Trip","Line SILVER, Block 132","","9:31:03","","9:30:00","","","16.95","","0.00","Pattern: SILVER 120","","0.00"
"137","Stop","Lincoln Square Garage South,8","9:31:03","9:31:03","9:30:00","9:30:00","0:01:03","0:01:03","16.95","0.00","0.00","","0.00",""
"138","Stop without doors","","9:31:33","9:31:47","","","","","17.04","","0.09","","","10.29"
"139","Stop","Springfield & Birch (NE Corner),1","9:32:22","9:32:31","9:31:00","9:31:00","0:01:22","0:01:31","17.19","0.25","0.25","","11.02","16.05"
"140","Stop","Springfield at Phillips Rec. Ctr (North),2","9:33:03","9:33:11","9:32:00","9:32:00","0:01:03","0:01:11","17.34","0.39","0.40","","16.92","16.92"
"141","Drive through","Springfield & Busey (NE Corner),1","9:33:50","9:33:50","9:33:00","9:33:00","0:00:50","0:00:50","17.52","0.56","0.58","","16.58","16.58"
"142","Stop without doors","","9:34:05","9:34:33","","","","","17.58","","0.63","","","13.13"
"143","Stop","Springfield & Gregory St. (NE Corner),1","9:34:55","9:35:15","9:34:00","9:34:00","0:00:55","0:01:15","17.65","0.71","0.71","","7.20","12.31"
"144","Stop","Springfield & Harvey (NE Corner),1","9:35:33","9:35:50","9:35:00","9:35:00","0:00:33","0:00:50","17.74","0.80","0.79","","17.53","17.53"
"145","Stop without doors","","9:36:11","9:36:24","","","","","17.82","","0.88","","","14.49"
"146","Stop","Goodwin at Ceramics Building,1","9:36:50","9:37:11","9:36:15","9:36:15","0:00:35","0:00:56","17.91","0.97","0.97","","10.29","12.05"
"147","Stop without doors","","9:37:24","9:38:17","","","","","17.97","","1.02","","","16.01"
"148","Stop","Green & Goodwin (NW Far Side),8","9:38:41","9:38:52","9:37:00","9:37:00","0:01:41","0:01:52","18.03","1.09","1.09","","4.93","9.79"
"149","Stop","Illini Union (Island Shelter),9","9:39:22","9:39:49","9:38:00","9:38:00","0:01:22","0:01:49","18.17","1.22","1.22","","16.11","16.11"
"150","Stop without doors","","9:39:58","9:40:31","","","","","18.23","","1.28","","","22.87"
"151","Stop","Transit Plaza (SW Platform),3","9:41:35","9:41:55","9:39:00","9:39:00","0:02:35","0:02:55","18.38","1.46","1.44","","7.29","8.85"
"152","Stop","Wright & Chalmers (NW Corner),4","9:42:25","9:42:32","9:39:30","9:39:30","0:02:55","0:03:02","18.47","1.54","1.52","","10.07","10.07"
"153","Stop","Sixth & Armory (NW Corner),4","9:43:18","9:44:14","9:40:00","9:40:00","0:03:18","0:04:14","18.63","1.72","1.68","","12.45","12.45"
"154","Stop","Gregory at Library (South Side Shelter),1","9:45:58","9:46:07","9:41:00","9:41:00","0:04:58","0:05:07","18.82","1.90","1.88","","6.82","6.82"
"155","Stop","Gregory at Mumford Hall (South Side),1","9:46:58","9:47:12","9:41:30","9:41:30","0:05:28","0:05:42","18.96","2.05","2.02","","9.92","9.92"
"156","Stop without doors","","9:47:32","9:47:39","","","","","19.04","","2.10","","","14.21"
"157","Drive through","Goodwin & Gregory (South Side),3","9:48:01","9:48:01","9:42:00","9:42:00","0:06:01","0:06:01","19.07","2.14","2.12","","7.49","3.77"
"158","Stop","Gregory & Dorner (SW Corner),3","9:48:24","9:48:38","9:42:30","9:42:30","0:05:54","0:06:08","19.16","2.27","2.21","","14.79","14.79"
"159","Drive through","Plant Sciences Lab (West Side),1","9:49:04","9:49:04","9:43:00","9:43:00","0:06:04","0:06:04","19.31","2.40","2.36","","20.65","20.65"
"160","Dead run out","Line SILVER, Block 132","","9:49:51","","9:55:00","","","19.44","","0.00","Pattern: [PAR][PAR:2]","","0.00"
"161","Depot","PAR","9:49:51","9:49:51","9:55:00","9:55:00","-0:05:09","-0:05:09","19.44","0.00","0.00","","0.00",""
"162","Stop","PAR (North Side Shelter),2","9:49:57","9:49:57","9:56:00","9:56:00","-0:06:03","-0:06:03","19.44","0.27","0.00","","0.00","0.00"
"163","Trip","Line SILVER, Block 132","","9:56:07","","9:56:00","","","19.71","","0.00","Pattern: SILVER 2","","0.00"
"164","Stop","PAR (North Side Shelter),2","9:56:07","9:56:07","9:56:00","9:56:00","0:00:07","0:00:07","19.71","0.00","0.00","","0.00",""
"165","Drive through","Penn & Maryland (SE Corner),2","9:57:04","9:57:04","9:57:00","9:57:00","0:00:04","0:00:04","19.93","0.20","0.22","","13.78","13.78"
"166","Drive through","Plant Sciences Lab (East Side),2","9:57:41","9:57:41","9:57:45","9:57:45","-0:00:04","-0:00:04","20.11","0.40","0.40","","16.87","16.87"
"167","Drive through","Gregory & Dorner (SE Corner),2","9:58:14","9:58:14","9:58:20","9:58:20","-0:00:06","-0:00:06","20.21","0.52","0.50","","11.66","11.66"
"168","Drive through","Goodwin & Gregory (NE Corner),1","9:58:57","9:58:57","9:58:55","9:58:55","0:00:02","0:00:02","20.31","0.62","0.60","","8.22","8.22"
"169","Stop without doors","","9:59:13","9:59:20","","","","","20.32","","0.61","","","2.24"
"170","Drive through","Gregory at Mumford Hall,2","9:59:52","9:59:52","9:59:30","9:59:30","0:00:22","0:00:22","20.40","0.73","0.69","","5.90","9.02"
"171","Stop","Gregory at Library (North Side),2","10:00:25","10:00:40","10:00:05","10:00:05","0:00:20","0:00:35","20.55","0.89","0.84","","16.41","16.41"
"172","Stop without doors","","10:01:02","10:01:25","","","","","20.63","","0.92","","","12.10"
"173","Drive through","Armory & Wright (South Side),3","10:02:29","10:02:29","10:01:15","10:01:15","0:01:14","0:01:14","20.79","1.12","1.08","","7.93","9.34"
"174","Stop","Transit Plaza (SE Platform),4","10:03:17","10:03:34","10:02:00","10:02:00","0:01:17","0:01:34","20.98","1.32","1.27","","13.80","13.80"
"175","Stop without doors","","10:04:25","10:05:08","","","","","21.10","","1.39","","","8.73"
"176","Stop","Illini Union (South Side Shelter),1","10:05:39","10:06:03","10:03:00","10:03:00","0:02:39","0:03:03","21.21","1.50","1.51","","6.91","13.50"
"177","Stop without doors","","10:06:22","10:06:29","","","","","21.36","","1.65","","","27.32"
"178","Drive through","Goodwin at Materials Research,2","10:07:01","10:07:01","10:04:30","10:04:30","0:02:31","0:02:31","21.47","1.80","1.76","","16.01","12.80"
"179","Drive through","Springfield & Harvey (SW Corner),3","10:07:33","10:07:33","10:05:00","10:05:00","0:02:33","0:02:33","21.61","1.96","1.90","","15.87","15.87"
"180","Stop","Springfield & Gregory St. (SW Corner),3","10:07:47","10:07:59","10:05:30","10:05:30","0:02:17","0:02:29","21.68","2.05","1.97","","15.82","15.82"
"181","Stop without doors","","10:08:19","10:09:35","","","","","21.74","","2.03","","","11.75"
"182","Stop","Springfield & Busey (SW Corner),3","10:10:00","10:10:11","10:06:30","10:06:30","0:03:30","0:03:41","21.83","2.20","2.12","","4.57","12.71"
"183","Drive through","Springfield at Phillips Rec. Ctr (South),1","10:10:40","10:10:40","10:07:30","10:07:30","0:03:10","0:03:10","22.03","2.38","2.32","","24.92","24.92"
"184","Stop","Springfield & Birch (SW Corner),3","10:11:09","10:11:14","10:08:00","10:08:00","0:03:09","0:03:14","22.14","2.50","2.43","","13.73","13.73"
"185","Stop without doors","","10:12:07","10:12:28","","","","","22.36","","2.65","","","15.11"
"186","Drive through","Lincoln Square Garage South,8","10:12:43","10:12:43","10:10:00","10:10:00","0:02:43","0:02:43","22.42","2.76","2.72","","11.52","14.92"
"187","Dead run in","Line SILVER, Block 132","","10:12:43","","10:10:00","","","22.42","","0.00","Pattern: [LSE:8][LSG]","","0.00"
"188","Drive through","Lincoln Square Garage South,8","10:12:43","10:12:43","10:10:00","10:10:00","0:02:43","0:02:43","22.42","0.00","0.00","","0.00",""
"189","Stop with doors","","10:13:18","10:13:18","","","","","22.51","","0.09","","","9.14"
"190","Depot","LSG","10:13:18","10:13:18","10:11:00","10:11:00","0:02:18","0:02:18","22.51","0.32","0.09","","9.14",""
