"Created by MOBILEstatistics - INIT Inc."

"No","Type","Stop","Actual arr","Actual dep","Sched. arr","Sched. dep","Diff. arr","Diff. dep","Odometer","Sched. total distance","Distance","Graphic","V [mph] Stop","V [mph]"
"1","Dead run out","Line GREEN ALT, Block 3216","","7:22:14","","7:23:00","","","0.00","","","Pattern: [Garage][DEPOT:1]","",""
"2","Stop without doors","","7:22:14","7:22:14","","","","","0.00","","","","",""
"3","Depot","MTD Garage","7:24:45","7:24:45","7:23:00","7:23:00","0:01:45","0:01:45","0.21","0.00","0.00","","0.00","4.89"
"4","Drive through","MTD Garage,1","7:25:20","7:25:20","7:23:00","7:23:00","0:02:20","0:02:20","0.27","0.01","0.00","","6.01","6.01"
"5","Trip","Line GREEN ALT, Block 3216","","7:25:20","","7:23:00","","","0.27","","0.00","Pattern: [@2.0.84887452@]GREEN 2","","0.00"
"6","Drive through","MTD Garage,1","7:25:20","7:25:20","7:23:00","7:23:00","0:02:20","0:02:20","0.27","0.00","0.00","","0.00",""
"7","Drive through","West Pull Out,1","7:25:21","7:25:21","7:23:30","7:23:30","0:01:51","0:01:51","0.28","0.06","0.01","","24.61","24.61"
"8","Drive through","Main & Smith (NW Corner),4","7:28:04","7:28:04","7:27:00","7:27:00","0:01:04","0:01:04","1.35","1.22","1.08","","23.66","23.66"
"9","Stop","Main & Scottswood (SW Corner),3","7:28:34","7:28:44","7:28:27","7:28:27","0:00:07","0:00:17","1.49","1.40","1.23","","17.68","17.68"
"10","Stop","Main & Dewey (SW Corner),3","7:29:14","7:29:23","7:28:58","7:28:58","0:00:16","0:00:25","1.62","1.53","1.35","","14.77","14.77"
"11","Stop","Main & Brady (SW Far Side),7","7:29:58","7:30:07","7:30:00","7:30:00","-0:00:02","0:00:07","1.75","1.67","1.48","","13.23","13.23"
"12","Stop","Brady & High (NW Corner),4","7:31:07","7:31:24","7:31:02","7:31:02","0:00:05","0:00:22","1.97","1.88","1.71","","13.50","13.50"
"13","Stop","MacArthur & California (NW Corner),4","7:32:16","7:32:38","7:32:25","7:32:25","-0:00:09","0:00:13","2.11","2.04","1.85","","9.64","9.64"
"14","Stop","Washington & MacArthur (NW Corner),4","7:33:23","7:33:34","7:33:07","7:33:07","0:00:16","0:00:27","2.27","2.19","2.01","","12.93","12.93"
"15","Stop","Washington & Scottswood (NE Far Side),5","7:34:27","7:34:57","7:33:28","7:33:28","0:00:59","0:01:29","2.47","2.38","2.20","","13.17","13.17"
"16","Stop","Scottswood & Illinois (SE Corner),2","7:35:40","7:35:48","7:34:52","7:34:52","0:00:48","0:00:56","2.64","2.56","2.37","","14.52","14.52"
"17","Stop","Dodson & Illinois (NE Corner),1","7:36:25","7:36:49","7:35:34","7:35:34","0:00:51","0:01:15","2.77","2.70","2.51","","13.00","13.00"
"18","Stop","Dodson & Washington (NW Corner),4","7:37:57","7:38:21","7:36:16","7:36:16","0:01:41","0:02:05","2.99","2.89","2.72","","11.42","11.42"
"19","Drive through","Washington & Timothy Tr. (North Side),1","7:38:46","7:38:46","7:36:37","7:36:37","0:02:09","0:02:09","3.10","2.99","2.83","","15.66","15.66"
"20","Drive through","Washington & Kinch (North Side),1","7:39:29","7:39:29","7:36:58","7:36:58","0:02:31","0:02:31","3.29","3.17","3.02","","15.98","15.98"
"21","Drive through","Washington & Rainbow View (North Side),1","7:39:54","7:39:54","7:37:19","7:37:19","0:02:35","0:02:35","3.47","3.35","3.20","","25.86","25.86"
"22","Drive through","Washington & Lanore (North Side),1","7:40:07","7:40:07","7:38:03","7:38:03","0:02:04","0:02:04","3.56","3.45","3.30","","25.99","25.99"
"23","Stop","Washington & Lierman (SW Far Side),7","7:40:26","7:40:39","7:38:25","7:38:25","0:02:01","0:02:14","3.64","3.58","3.37","","14.72","14.72"
"24","Stop without doors","","7:43:37","7:43:45","","","","","4.50","","4.24","","","17.42"
"25","Stop with doors","","7:46:53","7:47:51","","","","","5.27","","5.00","","","14.72"
"26","Drive through","Urbana High School,2","7:48:06","7:48:06","7:42:00","7:42:00","0:06:06","0:06:06","5.31","4.83","5.05","","13.46","9.85"
"27","Dead run inter","Line GREEN ALT, Block 3216","","7:48:06","","7:42:00","","","5.31","","0.00","Pattern: [UHS:2][150DOD:5]","","0.00"
"28","Drive through","Urbana High School,2","7:48:06","7:48:06","7:42:00","7:42:00","0:06:06","0:06:06","5.31","0.00","0.00","","0.00",""
"29","Stop without doors","","7:48:38","7:48:49","","","","","5.40","","0.10","","","10.35"
"30","Stop without doors","","7:50:55","7:52:15","","","","","5.80","","0.49","","","11.35"
"31","Stop without doors","","7:52:49","7:53:10","","","","","5.88","","0.58","","","8.76"
"32","Stop without doors","","7:54:03","7:54:03","","","","","6.10","","0.80","","","14.99"
"33","Trip","Line SILVER, Block 132","","11:18:12","","11:10:00","","","8.08","","0.00","Pattern: SILVER 120","","0.00"
"34","Stop","Lincoln Square Garage South,8","11:18:12","11:18:12","11:10:00","11:10:00","0:08:12","0:08:12","8.08","0.00","0.00","","0.00",""
"35","Stop without doors","","11:18:47","11:19:11","","","","","8.16","","0.09","","","8.76"
"36","Drive through","Springfield & Birch (NE Corner),1","11:19:46","11:19:46","11:11:00","11:11:00","0:08:46","0:08:46","8.35","0.25","0.27","","10.28","18.86"
"37","Drive through","Springfield at Phillips Rec. Ctr (North),2","11:20:09","11:20:09","11:12:00","11:12:00","0:08:09","0:08:09","8.48","0.39","0.41","","21.69","21.69"
"38","Stop","Springfield & Busey (NE Corner),1","11:20:38","11:20:43","11:13:00","11:13:00","0:07:38","0:07:43","8.63","0.56","0.56","","18.59","18.59"
"39","Stop without doors","","11:21:10","11:21:21","","","","","8.72","","0.64","","","10.78"
"40","Drive through","Springfield & Gregory St. (NE Corner),1","11:21:38","11:21:38","11:14:00","11:14:00","0:07:38","0:07:38","8.80","0.71","0.73","","10.74","17.64"
"41","Drive through","Springfield & Harvey (NE Corner),1","11:21:53","11:21:53","11:15:00","11:15:00","0:06:53","0:06:53","8.89","0.80","0.82","","22.08","22.08"
"42","Drive through","Goodwin at Ceramics Building,1","11:22:49","11:22:49","11:16:15","11:16:15","0:06:34","0:06:34","9.08","0.97","1.01","","12.47","12.47"
"43","Stop without doors","","11:22:54","11:23:01","","","","","9.09","","1.01","","","1.79"
"44","Stop with doors","","11:23:31","11:23:32","","","","","9.17","","1.10","","","9.92"
"45","Drive through","Green & Goodwin (NW Far Side),8","11:23:37","11:23:37","11:17:00","11:17:00","0:06:37","0:06:37","9.18","1.09","1.11","","7.51","10.74"
"46","Stop","Illini Union (Island Shelter),9","11:24:03","11:24:51","11:18:00","11:18:00","0:06:03","0:06:51","9.31","1.22","1.23","","16.78","16.78"
"47","Stop","Transit Plaza (SW Platform),3","11:25:29","11:25:52","11:19:00","11:19:00","0:06:29","0:06:52","9.51","1.46","1.44","","19.67","19.67"
"48","Drive through","Wright & Chalmers (NW Corner),4","11:26:18","11:26:18","11:19:30","11:19:30","0:06:48","0:06:48","9.62","1.54","1.54","","14.29","14.29"
"49","Stop","Sixth & Armory (NW Corner),4","11:27:02","11:27:59","11:20:00","11:20:00","0:07:02","0:07:59","9.76","1.72","1.69","","11.85","11.85"
"50","Stop","Gregory at Library (South Side Shelter),1","11:28:43","11:28:55","11:21:00","11:21:00","0:07:43","0:07:55","9.95","1.90","1.88","","15.41","15.41"
"51","Drive through","Gregory at Mumford Hall (South Side),1","11:29:30","11:29:30","11:21:30","11:21:30","0:08:00","0:08:00","10.12","2.05","2.04","","17.33","17.33"
"52","Drive through","Goodwin & Gregory (South Side),3","11:29:52","11:29:52","11:22:00","11:22:00","0:07:52","0:07:52","10.20","2.14","2.13","","14.04","14.04"
"53","Stop","Gregory & Dorner (SW Corner),3","11:30:28","11:30:44","11:22:30","11:22:30","0:07:58","0:08:14","10.32","2.27","2.24","","11.38","11.38"
"54","Drive through","Plant Sciences Lab (West Side),1","11:31:08","11:31:08","11:23:00","11:23:00","0:08:08","0:08:08","10.44","2.40","2.37","","19.02","19.02"
"55","Stop without doors","","11:32:02","11:32:09","","","","","10.67","","2.59","","","14.92"
"56","Stop","PAR (North Side Shelter),2","11:32:57","11:32:57","11:25:00","11:25:00","0:07:57","0:07:57","10.84","2.83","2.77","","13.24","13.29"
"57","Dead run out","Line SILVER, Block 132","","11:34:18","","11:35:00","","","10.85","","0.00","Pattern: [PAR][PAR:2]","","0.00"
